sacre_BLEU	TER	CHRF2
0.07	1.17	0.43
0.00	1.18	0.32
0.27	0.75	0.56
0.22	0.55	0.52
0.28	1.00	0.60
0.00	0.75	0.35
0.00	0.40	0.72
0.00	1.75	0.11
0.13	0.85	0.48
0.10	1.21	0.39
0.00	0.29	0.66
0.00	0.50	0.42
0.32	0.71	0.57
0.00	1.14	0.14
0.00	1.12	0.21
0.00	1.00	0.21
0.00	0.50	0.56
0.39	0.50	0.72
0.00	1.25	0.12
0.00	0.50	0.59
0.00	1.00	0.30
0.34	0.57	0.63
1.00	0.00	1.00
0.38	0.43	0.55
0.00	0.88	0.30
0.28	0.65	0.51
0.00	1.00	0.16
0.29	0.50	0.60
0.53	0.42	0.76
0.00	0.89	0.31
0.00	1.29	0.35
0.21	0.83	0.54
0.30	0.50	0.53
0.00	1.00	0.48
0.34	0.44	0.60
0.00	0.75	0.30
0.00	1.00	0.21
0.20	0.82	0.49
0.30	0.69	0.55
0.20	0.69	0.42
0.00	0.88	0.28
0.33	0.50	0.57
0.80	0.22	0.91
0.00	1.14	0.35
0.18	0.65	0.46
0.00	0.86	0.26
0.50	0.40	0.68
0.00	2.50	0.15
0.14	0.93	0.54
0.23	0.69	0.47
0.00	0.58	0.48
0.29	0.46	0.67
0.00	1.33	0.15
0.25	1.17	0.51
0.51	0.33	0.81
1.00	0.00	1.00
0.33	0.46	0.41
0.00	1.10	0.30
0.00	0.67	0.66
0.32	0.38	0.65
0.00	0.60	0.68
0.19	0.76	0.55
0.00	1.00	0.13
0.00	0.67	0.45
0.36	0.36	0.68
0.00	0.58	0.47
0.00	0.62	0.53
0.00	1.17	0.27
0.26	0.60	0.53
0.30	0.62	0.59
0.00	1.14	0.32
0.30	0.44	0.68
0.61	0.20	0.92
0.00	0.82	0.49
0.00	0.20	0.70
0.32	0.64	0.53
0.17	0.87	0.50
0.00	0.00	1.00
0.00	0.00	1.00
