sacre_BLEU	TER	CHRF2
0.00	2.00	0.10
0.15	0.71	0.40
0.24	0.78	0.42
0.42	0.40	0.69
0.41	0.43	0.73
0.47	0.50	0.66
0.25	0.56	0.53
0.18	0.61	0.57
0.25	0.64	0.70
0.45	0.39	0.70
0.00	0.71	0.31
0.37	0.57	0.56
0.53	0.33	0.77
0.18	0.69	0.53
0.00	0.83	0.50
0.17	0.58	0.56
0.36	0.53	0.60
0.14	0.94	0.42
0.24	0.47	0.52
0.32	0.55	0.61
0.40	0.53	0.72
0.49	0.39	0.75
0.00	0.63	0.39
0.00	1.05	0.28
0.00	0.94	0.49
0.25	0.57	0.59
0.38	0.32	0.68
0.15	0.68	0.57
0.34	0.60	0.55
0.42	0.45	0.58
0.00	0.88	0.37
0.00	0.71	0.42
0.39	0.60	0.69
0.21	0.54	0.44
0.00	0.67	0.46
0.00	2.00	0.13
0.00	0.00	1.00
0.00	1.30	0.20
0.00	1.15	0.29
0.20	0.71	0.53
0.61	0.30	0.83
0.00	2.00	0.31
0.00	1.45	0.33
0.82	0.07	0.96
0.33	0.67	0.64
0.28	0.69	0.56
0.54	0.33	0.73
0.19	0.90	0.46
0.00	1.00	0.24
0.00	1.17	0.26
0.34	0.56	0.57
0.29	0.56	0.52
0.31	0.53	0.51
0.00	0.50	0.41
0.14	0.66	0.46
0.23	0.61	0.55
0.64	0.20	0.76
0.53	0.46	0.70
0.00	0.80	0.23
0.31	0.57	0.69
0.51	0.44	0.75
0.00	0.83	0.37
0.38	0.78	0.66
0.00	0.90	0.51
0.00	1.00	0.58
0.35	1.00	0.80
0.00	0.95	0.36
0.14	0.86	0.44
0.00	1.00	0.29
0.76	0.09	0.88
0.35	0.73	0.54
0.11	0.82	0.40
0.00	0.82	0.40
0.11	1.00	0.41
0.30	0.36	0.61
0.51	0.25	0.89
0.00	1.31	0.39
0.00	0.25	0.76
0.19	1.75	0.58
0.18	0.85	0.47
0.09	1.04	0.41
0.29	0.56	0.67
0.00	1.00	0.77
0.61	0.33	0.62
0.37	0.67	0.35
0.00	1.10	0.25
0.00	0.75	0.34
0.00	0.71	0.42
0.31	0.67	0.71
0.00	1.60	0.42
0.13	1.07	0.44
0.00	1.00	0.29
0.27	0.92	0.53
0.00	1.00	0.31
0.15	0.60	0.56
0.47	0.55	0.64
0.31	0.62	0.55
0.00	1.33	0.26
0.00	1.20	0.29
0.66	0.25	0.63
0.68	0.38	0.81
0.00	1.50	0.23
0.00	0.71	0.47
0.34	0.60	0.53
0.49	0.36	0.69
0.00	1.12	0.30
0.00	0.80	0.26
0.14	0.94	0.52
0.33	0.53	0.45
0.18	0.48	0.59
0.00	0.00	1.00
0.65	0.18	0.81
0.00	1.50	0.43
0.00	0.00	1.00
0.00	1.00	0.48
0.63	0.33	0.79
0.41	0.43	0.64
0.00	0.75	0.11
0.00	0.77	0.54
0.28	0.52	0.61
0.59	0.23	0.78
0.00	1.00	0.43
0.20	0.90	0.44
0.27	0.52	0.60
0.40	0.52	0.60
0.00	0.83	0.09
0.68	0.38	0.77
0.41	0.71	0.63
0.37	0.61	0.60
0.53	0.33	0.67
0.47	0.53	0.64
0.37	0.43	0.51
0.00	0.81	0.48
0.20	0.89	0.50
0.00	1.00	0.04
0.00	0.50	0.69
0.00	0.75	0.28
0.18	1.17	0.40
0.23	0.56	0.52
1.00	0.00	1.00
0.26	0.64	0.50
0.36	0.57	0.55
0.44	0.25	0.74
0.00	2.00	0.13
0.00	0.00	1.00
1.00	0.00	1.00
0.36	0.50	0.69
0.00	0.71	0.31
0.00	1.67	0.12
0.00	0.57	0.57
0.00	0.86	0.22
0.00	0.82	0.35
0.00	0.64	0.49
0.34	0.64	0.71
0.22	0.85	0.47
0.21	0.55	0.48
0.00	1.00	0.48
0.49	0.17	0.74
0.00	0.60	0.42
0.39	0.41	0.59
0.00	0.44	0.68
0.00	1.11	0.29
0.13	0.75	0.51
0.32	0.69	0.54
0.00	0.94	0.35
0.15	1.05	0.42
0.52	0.36	0.77
0.26	0.78	0.49
0.33	0.52	0.60
0.23	0.53	0.55
0.61	0.18	0.85
0.00	0.82	0.44
0.00	0.89	0.36
0.43	0.43	0.68
0.28	0.69	0.57
0.00	0.85	0.46
0.00	0.67	0.28
0.00	1.17	0.47
0.38	0.60	0.65
0.14	1.19	0.49
0.26	0.62	0.40
0.00	0.80	0.35
0.00	0.87	0.39
0.21	0.81	0.49
0.14	1.38	0.57
0.00	0.67	0.37
0.17	0.62	0.52
0.00	0.50	0.22
0.00	1.50	0.27
0.00	0.74	0.31
0.16	0.86	0.46
0.38	0.43	0.54
0.00	1.24	0.29
0.24	0.79	0.49
0.17	0.71	0.35
0.06	1.24	0.40
0.00	1.18	0.32
0.29	0.69	0.61
0.22	0.55	0.52
0.28	1.00	0.60
0.00	0.75	0.35
0.81	0.20	0.92
0.00	1.75	0.11
0.18	0.77	0.49
0.15	0.79	0.42
0.00	0.57	0.65
0.00	0.50	0.42
0.32	0.71	0.57
0.00	1.43	0.25
0.00	1.00	0.21
0.00	0.90	0.25
0.00	0.75	0.47
0.40	0.50	0.68
0.00	1.25	0.40
0.00	0.25	0.73
0.22	0.60	0.53
0.23	0.64	0.44
1.00	0.00	1.00
0.33	0.57	0.54
0.00	1.00	0.22
0.28	0.65	0.52
0.00	1.00	0.25
0.32	0.38	0.65
0.53	0.42	0.76
0.00	1.00	0.26
0.00	1.29	0.35
0.39	0.65	0.66
0.43	0.33	0.60
0.00	1.00	0.46
0.31	0.56	0.59
0.00	0.75	0.30
0.00	1.00	0.22
0.21	0.76	0.51
0.33	0.65	0.57
0.24	0.56	0.54
0.00	0.75	0.40
0.42	0.50	0.64
0.80	0.22	0.91
0.00	1.14	0.34
0.41	0.35	0.68
0.00	0.86	0.32
0.49	0.20	0.67
0.00	2.50	0.15
0.17	0.87	0.60
0.30	0.59	0.53
0.00	0.58	0.48
0.44	0.38	0.71
0.00	1.50	0.14
0.24	1.25	0.51
0.51	0.33	0.81
1.00	0.00	1.00
0.35	0.38	0.52
0.00	1.00	0.40
0.00	0.83	0.55
0.54	0.50	0.79
0.00	0.60	0.68
0.27	0.71	0.64
0.00	1.17	0.12
0.00	0.67	0.45
0.23	0.50	0.59
0.00	0.58	0.44
0.00	0.69	0.49
0.00	1.33	0.29
0.26	0.60	0.53
0.30	0.62	0.59
0.00	1.14	0.32
0.18	0.50	0.60
0.61	0.20	0.92
0.16	0.64	0.55
0.00	0.20	0.73
0.24	0.82	0.51
0.28	0.74	0.55
0.00	1.50	0.43
0.00	0.00	1.00
