sacre_BLEU	TER	CHRF2
0.07	1.10	0.43
0.00	1.18	0.32
0.31	0.56	0.64
0.22	0.55	0.52
0.28	1.00	0.60
0.00	0.75	0.35
0.00	0.80	0.43
0.00	1.75	0.15
0.28	0.73	0.50
0.15	0.79	0.42
0.00	0.29	0.66
0.00	0.50	0.41
0.00	1.00	0.49
0.00	1.29	0.21
0.00	1.00	0.19
0.00	0.90	0.18
0.00	0.50	0.56
0.24	0.71	0.59
0.00	1.25	0.12
0.00	0.25	0.86
0.00	1.00	0.26
0.28	0.71	0.51
1.00	0.00	1.00
0.38	0.43	0.55
0.00	1.38	0.18
0.26	0.68	0.50
0.28	0.73	0.48
0.32	0.38	0.66
0.53	0.42	0.77
0.00	1.00	0.30
0.00	1.14	0.37
0.27	0.78	0.57
0.30	0.50	0.53
0.00	1.50	0.05
0.37	0.56	0.63
0.00	0.75	0.30
0.00	1.00	0.25
0.19	0.85	0.47
0.23	0.81	0.49
0.00	0.69	0.42
0.00	0.75	0.41
0.44	0.45	0.61
0.48	0.33	0.75
0.00	1.43	0.25
0.32	0.41	0.66
0.00	0.86	0.31
0.50	0.40	0.68
0.00	3.00	0.16
0.00	1.00	0.45
0.23	0.66	0.47
0.00	0.58	0.48
0.26	0.62	0.63
0.00	1.17	0.16
0.26	1.08	0.52
0.51	0.33	0.81
1.00	0.00	1.00
0.35	0.38	0.51
0.00	1.10	0.30
0.00	0.50	0.53
0.00	0.62	0.47
0.00	0.60	0.68
0.17	0.76	0.54
0.00	1.00	0.13
0.24	0.57	0.54
0.36	0.36	0.67
0.00	0.58	0.45
0.00	0.62	0.51
0.00	1.17	0.15
0.27	0.60	0.52
0.30	0.62	0.59
0.00	1.00	0.45
0.31	0.38	0.71
0.61	0.20	0.92
0.00	0.82	0.50
0.00	0.20	0.73
0.34	0.55	0.58
0.13	0.89	0.48
0.00	0.00	1.00
0.00	0.00	1.00
