sacre_BLEU	TER	CHRF2
0.00	1.17	0.43
0.00	1.60	0.42
0.13	1.07	0.46
0.00	1.00	0.29
0.27	0.92	0.53
0.00	1.29	0.31
0.22	0.55	0.56
0.20	0.73	0.39
0.31	0.62	0.56
0.00	1.50	0.23
0.00	1.20	0.26
0.32	0.38	0.40
0.36	0.75	0.73
0.00	1.25	0.22
0.00	0.71	0.47
0.32	0.67	0.53
0.49	0.36	0.69
0.00	1.12	0.31
0.00	0.90	0.24
0.14	0.94	0.52
0.00	0.73	0.40
0.27	0.52	0.55
0.00	0.00	1.00
0.39	0.45	0.65
0.00	1.00	0.45
0.00	0.00	1.00
0.00	0.71	0.54
0.43	0.40	0.69
0.30	0.43	0.58
0.00	0.75	0.11
0.00	0.77	0.60
0.27	0.56	0.59
0.59	0.23	0.77
0.00	0.40	0.75
0.20	0.90	0.44
0.18	0.52	0.61
0.24	0.71	0.49
0.00	0.83	0.09
0.70	0.25	0.82
0.45	0.43	0.67
0.26	0.58	0.45
0.42	0.40	0.62
0.46	0.47	0.67
0.37	0.43	0.51
0.00	0.94	0.42
0.20	0.78	0.45
0.00	1.00	0.04
0.00	1.75	0.31
0.00	0.75	0.28
0.18	1.17	0.40
0.44	0.44	0.62
1.00	0.00	1.00
0.00	0.82	0.34
0.36	0.57	0.55
0.48	0.33	0.79
0.00	0.00	1.00
0.00	0.00	1.00
1.00	0.00	1.00
0.32	0.56	0.67
0.00	1.00	0.20
0.00	1.33	0.09
0.00	0.57	0.56
0.00	0.86	0.12
0.25	0.64	0.38
0.34	0.55	0.65
0.34	0.64	0.71
0.00	1.08	0.32
0.21	0.55	0.48
0.00	1.00	0.48
0.00	1.17	0.56
0.00	0.60	0.40
0.40	0.41	0.58
0.00	0.44	0.68
0.00	1.11	0.15
0.13	0.71	0.51
0.18	0.77	0.49
0.00	0.88	0.39
0.00	1.21	0.41
0.30	0.50	0.55
0.29	0.67	0.61
0.00	0.67	0.56
0.16	0.59	0.48
0.45	0.45	0.64
0.00	0.71	0.52
0.00	0.89	0.36
0.29	0.43	0.63
0.33	0.72	0.59
0.00	0.85	0.40
0.00	1.00	0.12
0.00	1.17	0.47
0.31	0.67	0.63
0.09	1.33	0.47
0.42	0.54	0.54
0.00	0.80	0.36
0.00	1.13	0.29
0.21	0.85	0.47
0.23	1.00	0.61
0.00	0.67	0.37
0.14	0.71	0.46
0.00	0.75	0.12
0.00	1.50	0.27
0.12	0.56	0.36
0.08	0.93	0.43
0.00	0.71	0.40
0.00	1.24	0.29
0.12	0.86	0.44
0.00	0.86	0.30
0.07	1.21	0.42
0.00	1.18	0.32
0.28	0.69	0.62
0.22	0.55	0.52
0.15	1.22	0.42
0.00	0.75	0.35
0.00	0.60	0.66
0.00	1.75	0.11
0.13	0.85	0.48
0.19	1.00	0.49
0.00	0.71	0.59
0.00	0.50	0.42
0.32	0.71	0.57
0.00	1.29	0.24
0.00	1.00	0.19
0.00	1.00	0.18
0.00	0.75	0.47
0.34	0.64	0.62
0.00	1.25	0.12
0.00	0.50	0.55
0.00	0.90	0.34
0.39	0.57	0.57
1.00	0.00	1.00
0.33	0.57	0.56
0.00	1.25	0.31
0.28	0.65	0.51
0.00	0.82	0.36
0.32	0.38	0.66
0.53	0.42	0.76
0.12	0.89	0.35
0.00	1.14	0.37
0.34	0.83	0.55
0.30	0.50	0.52
0.00	1.00	0.48
0.36	0.67	0.59
0.00	0.25	0.67
0.00	0.88	0.26
0.18	0.82	0.48
0.27	0.85	0.52
0.20	0.69	0.41
0.00	0.88	0.35
0.44	0.55	0.60
0.80	0.22	0.91
0.00	1.29	0.34
0.22	0.47	0.59
0.00	0.86	0.26
0.50	0.40	0.68
0.00	2.50	0.15
0.17	0.87	0.60
0.24	0.66	0.56
0.00	0.58	0.48
0.44	0.38	0.71
0.00	1.50	0.16
0.29	1.00	0.53
0.51	0.33	0.81
0.00	0.40	0.64
0.33	0.46	0.42
0.00	1.10	0.30
0.00	1.00	0.44
0.32	0.38	0.65
0.00	0.60	0.68
0.27	0.67	0.62
0.00	1.00	0.24
0.24	0.57	0.54
0.24	0.64	0.64
0.00	0.58	0.42
0.00	0.62	0.53
0.00	1.33	0.15
0.17	0.65	0.47
0.30	0.62	0.59
0.00	1.14	0.32
0.31	0.38	0.71
0.00	0.80	0.57
0.16	0.64	0.55
0.00	0.20	0.70
0.34	0.64	0.54
0.18	0.83	0.50
0.00	0.00	1.00
0.00	0.00	1.00
