sacre_BLEU	TER	CHRF2
0.00	0.38	0.52
0.00	0.64	0.53
0.21	0.69	0.55
0.44	0.42	0.66
0.35	0.38	0.53
0.00	1.09	0.40
0.00	1.11	0.31
1.00	0.00	1.00
0.00	0.81	0.34
0.00	1.07	0.47
0.35	0.58	0.54
0.59	0.31	0.79
0.00	0.57	0.41
0.36	0.44	0.65
0.00	0.50	0.46
0.00	0.89	0.27
0.30	0.62	0.69
0.27	0.73	0.50
0.00	0.67	0.61
0.00	0.82	0.36
0.72	0.12	0.86
0.62	0.31	0.76
0.22	0.55	0.66
0.00	1.00	0.27
0.00	1.00	0.15
0.00	2.00	0.10
0.00	0.83	0.31
0.19	0.76	0.43
0.00	0.82	0.31
0.00	0.60	0.37
0.00	0.25	0.72
0.00	1.00	0.26
0.50	0.29	0.74
0.00	1.00	0.09
0.00	0.62	0.45
0.00	1.12	0.19
0.30	0.45	0.69
0.00	0.75	0.46
0.19	0.68	0.54
0.39	0.56	0.67
0.00	0.92	0.31
0.45	0.47	0.56
0.20	0.61	0.40
0.00	0.80	0.54
0.48	0.30	0.67
0.42	0.38	0.58
0.28	0.67	0.38
0.30	0.44	0.54
0.46	0.55	0.69
0.00	0.90	0.34
0.00	0.74	0.42
0.00	0.61	0.37
0.29	0.53	0.60
0.20	0.58	0.58
0.00	1.53	0.22
0.64	0.17	0.91
0.44	0.38	0.69
0.46	0.43	0.62
0.16	0.58	0.51
0.23	0.64	0.55
0.38	0.33	0.79
0.00	0.75	0.57
0.00	0.71	0.23
0.00	0.44	0.55
0.00	0.58	0.57
0.00	1.00	0.11
0.00	0.83	0.47
0.00	0.73	0.45
0.00	0.77	0.45
0.15	0.67	0.40
0.23	0.66	0.52
0.25	0.62	0.58
0.18	0.75	0.33
0.00	1.00	0.28
0.00	1.05	0.44
0.59	0.29	0.73
0.29	0.68	0.52
0.00	1.07	0.35
0.00	0.40	0.60
0.00	0.71	0.34
0.11	0.78	0.42
1.00	0.00	1.00
0.00	0.00	1.00
0.39	0.40	0.69
0.00	0.65	0.32
0.00	0.83	0.53
0.00	0.60	0.60
0.00	0.75	0.43
0.27	0.50	0.49
0.46	0.40	0.55
0.26	0.60	0.44
0.53	0.44	0.65
0.42	0.59	0.58
0.53	0.62	0.54
0.00	0.67	0.14
0.17	0.77	0.43
0.23	0.38	0.56
0.23	0.68	0.48
0.00	1.67	0.10
0.30	0.50	0.58
0.25	0.78	0.42
0.32	0.54	0.62
0.00	1.00	0.37
0.52	0.46	0.69
0.20	0.63	0.53
0.27	0.58	0.59
0.38	0.55	0.73
0.47	0.43	0.63
0.00	0.71	0.32
0.24	0.71	0.45
0.77	0.17	0.84
0.19	0.65	0.53
0.00	0.78	0.45
0.17	0.58	0.56
0.33	0.47	0.59
0.31	0.67	0.50
0.00	0.65	0.38
0.36	0.50	0.62
0.40	0.53	0.74
0.43	0.44	0.70
0.00	0.63	0.39
0.14	1.00	0.44
0.00	0.83	0.54
0.42	0.43	0.71
0.38	0.32	0.68
0.23	0.61	0.60
0.22	0.60	0.51
0.34	0.55	0.57
0.00	0.77	0.38
0.00	0.71	0.42
0.40	0.52	0.64
0.19	0.62	0.44
0.61	0.17	0.86
0.00	0.00	1.00
0.00	0.00	1.00
0.00	1.30	0.28
0.19	0.85	0.58
0.20	0.71	0.54
0.62	0.35	0.79
0.00	1.50	0.36
0.00	1.45	0.33
0.88	0.07	0.89
0.25	0.67	0.59
0.27	0.69	0.56
0.43	0.33	0.71
0.20	0.70	0.51
0.00	0.80	0.23
0.00	1.06	0.36
0.44	0.33	0.70
0.30	0.56	0.53
0.29	0.53	0.49
0.00	0.50	0.41
0.20	0.62	0.52
0.46	0.39	0.70
0.00	0.40	0.41
0.62	0.38	0.78
0.00	0.80	0.24
0.31	0.57	0.69
0.63	0.25	0.81
0.00	0.83	0.50
0.38	0.78	0.66
0.00	0.90	0.51
0.00	0.89	0.38
0.30	1.00	0.76
0.00	0.82	0.37
0.25	0.71	0.44
0.00	1.00	0.27
0.67	0.18	0.80
0.19	0.82	0.36
0.11	0.73	0.40
0.00	0.73	0.42
0.00	1.00	0.36
0.30	0.36	0.61
1.00	0.00	1.00
0.00	1.06	0.38
0.00	0.25	0.76
0.26	1.25	0.61
0.22	0.73	0.52
0.00	1.09	0.38
0.35	0.33	0.67
0.00	1.00	0.74
0.64	0.22	0.70
0.00	0.89	0.16
0.00	1.30	0.26
0.00	0.75	0.34
0.00	0.71	0.36
0.00	1.00	0.42
0.41	0.60	0.54
0.15	0.93	0.46
0.00	0.94	0.28
0.18	0.85	0.44
0.00	1.00	0.31
0.00	0.50	0.57
0.22	0.64	0.43
0.32	0.57	0.55
0.00	1.00	0.25
0.00	1.20	0.28
0.66	0.25	0.63
0.68	0.38	0.81
0.00	1.25	0.16
0.00	0.71	0.47
0.38	0.40	0.66
0.49	0.36	0.69
0.00	0.94	0.28
0.00	0.80	0.26
0.17	0.88	0.57
0.00	0.73	0.30
0.18	0.48	0.59
0.00	0.00	1.00
0.34	0.45	0.67
0.00	1.50	0.43
0.00	0.00	1.00
0.29	0.43	0.62
0.39	0.60	0.67
0.45	0.36	0.71
0.00	1.00	0.25
0.00	0.85	0.51
0.37	0.52	0.57
0.45	0.38	0.68
0.00	1.00	0.43
0.26	0.50	0.57
0.32	0.38	0.57
0.50	0.48	0.59
0.00	0.83	0.09
0.70	0.25	0.82
0.45	0.43	0.67
0.39	0.52	0.61
0.53	0.33	0.67
0.47	0.47	0.64
0.32	0.57	0.46
0.00	0.81	0.48
0.67	0.22	0.81
0.00	1.00	0.04
0.00	1.50	0.34
0.00	0.75	0.28
0.19	1.08	0.40
0.23	0.44	0.60
1.00	0.00	1.00
0.23	0.64	0.43
0.36	0.57	0.55
0.44	0.25	0.74
0.00	0.00	1.00
0.00	0.00	1.00
0.45	0.50	0.73
0.18	0.62	0.61
0.00	0.86	0.22
0.00	1.67	0.12
0.84	0.00	0.95
0.00	1.00	0.10
0.33	0.64	0.57
0.00	0.64	0.49
0.34	0.64	0.71
0.00	1.00	0.35
0.22	0.50	0.50
0.00	1.00	0.48
0.37	0.33	0.67
0.00	0.70	0.40
0.39	0.41	0.56
0.00	0.44	0.69
0.00	0.78	0.28
0.23	0.71	0.53
0.31	0.69	0.54
0.00	0.88	0.37
0.21	0.79	0.52
0.44	0.29	0.76
0.28	0.67	0.60
0.37	0.43	0.64
0.17	0.53	0.51
0.47	0.36	0.71
0.00	0.82	0.46
0.00	0.89	0.34
0.53	0.40	0.71
0.22	0.79	0.48
0.00	0.69	0.47
0.00	0.67	0.30
0.00	1.33	0.42
0.36	0.63	0.63
0.11	1.10	0.48
0.21	0.62	0.50
0.00	0.60	0.37
0.16	1.00	0.36
0.20	0.89	0.45
0.19	1.38	0.60
0.00	0.67	0.43
0.34	0.52	0.59
0.00	0.50	0.22
0.00	0.50	0.64
0.15	0.63	0.34
0.19	0.74	0.50
0.00	0.71	0.52
0.00	1.20	0.28
0.14	0.93	0.45
0.00	0.79	0.29
0.11	0.97	0.42
0.00	1.18	0.40
0.00	0.50	0.63
0.00	0.73	0.35
0.27	0.89	0.53
0.00	0.75	0.35
0.00	1.00	0.54
0.00	1.75	0.11
0.18	0.69	0.47
0.45	0.43	0.70
0.00	0.14	0.68
0.00	0.50	0.42
0.32	0.71	0.57
0.00	1.00	0.21
0.00	0.88	0.19
0.00	0.90	0.18
0.00	0.62	0.43
0.34	0.64	0.58
0.00	1.00	0.12
0.00	0.25	0.73
0.00	1.00	0.34
0.46	0.36	0.66
1.00	0.00	1.00
0.38	0.43	0.56
0.00	1.00	0.22
0.28	0.62	0.52
0.00	1.09	0.22
0.60	0.12	0.80
0.53	0.42	0.76
0.00	1.07	0.26
0.00	0.86	0.53
0.31	0.70	0.61
0.43	0.33	0.63
0.00	1.00	0.46
0.34	0.44	0.61
0.00	0.25	0.67
0.00	0.75	0.31
0.31	0.62	0.55
0.35	0.62	0.57
0.20	0.56	0.46
0.00	0.75	0.40
0.51	0.32	0.74
0.79	0.22	0.91
0.00	0.86	0.50
0.21	0.65	0.56
0.25	0.71	0.54
0.86	0.10	0.95
0.00	3.00	0.10
0.00	0.87	0.53
0.23	0.72	0.51
0.00	0.53	0.49
0.35	0.38	0.74
0.00	1.33	0.20
0.29	1.00	0.51
1.00	0.00	1.00
1.00	0.00	1.00
0.35	0.38	0.52
0.00	1.10	0.30
0.00	0.83	0.39
0.54	0.50	0.79
0.00	0.60	0.68
0.48	0.33	0.77
0.00	1.00	0.13
0.31	0.57	0.51
0.23	0.64	0.60
0.00	0.58	0.42
0.00	0.62	0.51
0.00	1.17	0.27
0.19	0.62	0.50
0.28	0.69	0.54
0.20	1.00	0.41
0.21	0.50	0.66
0.61	0.20	0.92
0.19	0.54	0.64
0.00	0.20	0.73
0.34	0.64	0.53
0.27	0.74	0.56
0.00	0.00	1.00
0.00	0.00	1.00
