sacre_BLEU	TER	CHRF2
0.41	0.40	0.70
0.00	0.76	0.24
0.21	0.58	0.60
0.00	1.10	0.50
0.00	0.75	0.53
0.27	0.50	0.46
0.00	0.60	0.46
0.00	1.00	0.31
0.45	0.44	0.56
0.49	0.53	0.59
0.23	0.88	0.34
0.00	0.67	0.14
0.17	0.77	0.44
0.36	0.33	0.62
0.20	0.76	0.43
0.00	1.67	0.54
0.26	0.68	0.57
0.25	0.78	0.51
0.44	0.40	0.69
0.43	0.71	0.70
0.56	0.38	0.73
0.20	0.59	0.53
0.00	0.73	0.45
0.25	0.64	0.70
0.44	0.39	0.72
0.00	0.71	0.32
0.31	0.57	0.58
0.53	0.33	0.76
0.17	0.73	0.52
0.00	0.78	0.46
0.17	0.63	0.49
0.25	0.67	0.55
0.00	0.89	0.36
0.20	0.59	0.41
0.33	0.55	0.62
0.40	0.53	0.72
0.38	0.50	0.61
0.00	0.68	0.37
0.00	0.95	0.30
0.00	0.78	0.58
0.25	0.57	0.59
0.37	0.37	0.68
0.09	0.82	0.49
0.36	0.60	0.55
0.40	0.50	0.57
0.00	0.81	0.40
0.00	0.71	0.40
0.32	0.70	0.60
0.21	0.54	0.44
0.00	0.67	0.46
0.00	0.00	1.00
0.00	0.00	1.00
0.00	1.30	0.20
0.00	1.08	0.26
0.20	0.71	0.50
0.61	0.35	0.80
0.00	1.67	0.35
0.00	1.36	0.33
0.75	0.14	0.86
0.43	0.54	0.77
0.00	0.77	0.47
0.54	0.33	0.73
0.20	0.80	0.44
0.00	1.20	0.23
0.00	1.33	0.27
0.44	0.33	0.70
0.34	0.50	0.55
0.31	0.53	0.49
0.00	0.25	0.80
0.11	0.86	0.41
0.43	0.39	0.72
0.64	0.20	0.76
0.22	0.62	0.50
0.00	1.20	0.13
0.31	0.57	0.69
0.51	0.44	0.75
0.00	0.83	0.33
0.27	0.89	0.62
0.00	1.00	0.48
0.00	0.89	0.43
0.35	0.75	0.79
0.00	0.95	0.35
0.14	0.86	0.44
0.00	0.92	0.33
0.76	0.09	0.88
0.19	0.82	0.38
0.14	0.73	0.42
0.00	0.91	0.41
0.09	1.05	0.40
0.30	0.36	0.61
0.51	0.25	0.89
0.00	1.31	0.36
0.00	0.25	0.76
0.21	1.75	0.61
0.18	0.69	0.49
0.08	1.22	0.39
0.29	0.56	0.67
0.00	1.00	0.77
0.64	0.22	0.70
0.00	0.89	0.18
0.00	1.10	0.26
0.29	0.50	0.49
0.00	0.79	0.39
0.31	0.67	0.71
0.00	1.60	0.42
0.00	1.36	0.34
0.00	1.00	0.29
0.27	0.92	0.53
0.00	1.29	0.31
0.15	0.60	0.56
0.20	0.73	0.39
0.31	0.62	0.55
0.00	1.33	0.25
0.00	1.10	0.26
0.66	0.25	0.62
0.68	0.38	0.81
0.00	1.50	0.24
0.00	0.71	0.47
0.32	0.67	0.53
0.49	0.36	0.69
0.00	1.06	0.32
0.00	0.90	0.24
0.14	0.94	0.52
0.00	0.73	0.30
0.21	0.39	0.66
0.00	0.00	1.00
0.57	0.36	0.76
0.00	0.00	1.00
0.00	0.00	1.00
0.00	0.57	0.49
0.46	0.40	0.69
0.27	0.50	0.53
0.00	0.75	0.11
0.00	0.69	0.61
0.20	0.64	0.52
0.44	0.31	0.66
0.00	0.80	0.43
0.00	1.20	0.24
0.21	0.62	0.56
0.38	0.57	0.57
0.00	0.83	0.09
0.00	0.75	0.48
0.42	0.50	0.66
0.39	0.52	0.62
0.51	0.40	0.63
0.47	0.47	0.67
0.37	0.43	0.51
0.00	0.94	0.45
0.17	1.00	0.45
0.00	1.00	0.04
0.00	1.50	0.34
0.00	0.75	0.28
0.18	1.17	0.40
0.25	0.50	0.52
0.00	0.40	0.73
0.25	0.64	0.40
0.36	0.57	0.55
0.43	0.33	0.73
0.00	0.00	1.00
0.00	0.00	1.00
0.00	0.62	0.50
0.18	0.56	0.62
0.00	1.00	0.15
0.00	1.33	0.09
0.00	0.57	0.56
0.00	0.71	0.21
0.00	0.73	0.36
0.00	0.64	0.49
0.32	0.64	0.67
0.00	0.85	0.37
0.21	0.55	0.48
0.00	1.00	0.48
0.37	0.33	0.67
0.00	0.60	0.42
0.16	0.65	0.42
0.00	0.89	0.53
0.00	1.11	0.29
0.15	0.71	0.54
0.20	0.73	0.48
0.00	0.88	0.38
0.00	1.16	0.42
0.30	0.50	0.56
0.29	0.67	0.49
0.27	0.52	0.65
0.23	0.59	0.47
0.24	0.55	0.61
0.00	0.71	0.53
0.00	0.89	0.35
0.28	0.51	0.53
0.27	0.76	0.54
0.00	0.85	0.46
0.00	0.83	0.14
0.00	1.00	0.47
0.29	0.70	0.60
0.10	1.29	0.48
0.28	0.69	0.38
0.00	0.60	0.38
0.00	1.20	0.29
0.21	0.85	0.46
0.22	1.12	0.60
0.00	0.67	0.37
0.14	0.71	0.46
0.00	0.75	0.13
0.00	1.75	0.27
0.00	0.63	0.31
0.17	0.86	0.46
0.38	0.43	0.54
0.09	1.24	0.39
0.13	0.91	0.43
0.00	0.86	0.29
0.07	1.07	0.42
0.00	1.18	0.32
0.29	0.69	0.61
0.22	0.55	0.52
0.28	1.00	0.60
0.00	0.75	0.35
0.00	0.80	0.43
0.00	1.75	0.14
0.26	0.81	0.49
0.26	0.64	0.52
0.00	0.71	0.45
0.00	0.50	0.42
0.32	0.71	0.57
0.00	0.86	0.12
0.00	1.00	0.18
0.00	0.90	0.20
0.00	0.75	0.47
0.34	0.64	0.62
0.00	1.00	0.11
0.00	0.50	0.61
0.00	0.90	0.34
0.40	0.43	0.62
1.00	0.00	1.00
0.00	0.71	0.42
0.00	1.12	0.22
0.27	0.68	0.48
0.26	0.82	0.47
0.32	0.38	0.66
0.53	0.42	0.77
0.00	0.89	0.26
0.00	1.29	0.35
0.34	0.83	0.54
0.30	0.50	0.53
0.00	1.50	0.45
0.29	0.56	0.59
0.00	0.75	0.30
0.00	1.00	0.23
0.16	0.88	0.46
0.26	0.65	0.54
0.20	0.62	0.47
0.00	0.75	0.35
0.42	0.50	0.64
0.80	0.22	0.91
0.00	1.29	0.34
0.25	0.47	0.62
0.00	0.86	0.31
0.35	0.50	0.57
0.00	2.50	0.15
0.16	0.87	0.59
0.24	0.66	0.53
0.00	0.58	0.48
0.00	0.69	0.53
0.00	1.50	0.16
0.26	1.08	0.52
0.51	0.33	0.81
1.00	0.00	1.00
0.35	0.38	0.51
0.00	1.10	0.30
0.00	0.83	0.53
0.28	0.50	0.57
0.00	0.60	0.68
0.19	0.81	0.57
0.00	1.00	0.13
0.26	0.52	0.54
0.43	0.29	0.72
0.00	0.58	0.45
0.00	0.62	0.51
0.00	1.17	0.27
0.26	0.60	0.53
0.30	0.62	0.59
0.00	1.14	0.32
0.19	0.50	0.59
0.61	0.20	0.92
0.00	0.71	0.49
0.00	0.20	0.70
0.35	0.45	0.60
0.19	0.81	0.51
0.00	0.00	1.00
0.00	0.00	1.00
