sacre_BLEU	TER	CHRF2
0.31	0.67	0.71
0.00	1.60	0.42
0.13	1.07	0.44
0.00	0.94	0.29
0.27	0.92	0.53
0.00	1.29	0.31
0.24	0.50	0.61
0.27	0.55	0.46
0.31	0.62	0.55
0.00	1.33	0.25
0.00	1.15	0.30
0.66	0.25	0.63
0.33	0.88	0.73
0.00	1.50	0.19
0.00	0.71	0.47
0.38	0.40	0.66
0.39	0.45	0.67
0.00	1.12	0.31
0.00	0.80	0.25
0.14	0.94	0.52
0.00	0.67	0.39
0.19	0.52	0.55
0.00	0.00	1.00
0.43	0.45	0.71
0.00	0.00	1.00
0.00	0.00	1.00
0.00	0.57	0.59
0.62	0.27	0.76
0.27	0.50	0.53
0.00	0.75	0.11
0.00	0.85	0.46
0.26	0.56	0.57
0.44	0.31	0.70
0.00	0.40	0.75
0.00	1.20	0.24
0.24	0.52	0.64
0.40	0.52	0.60
0.00	0.83	0.09
0.88	0.12	0.90
0.45	0.43	0.67
0.38	0.55	0.61
0.53	0.33	0.67
0.46	0.47	0.67
0.37	0.43	0.51
0.00	0.81	0.48
0.20	0.89	0.50
0.00	1.00	0.04
0.00	1.00	0.42
0.00	0.75	0.28
0.18	1.17	0.40
0.31	0.56	0.57
1.00	0.00	1.00
0.00	0.82	0.34
0.36	0.57	0.55
0.43	0.33	0.73
0.00	0.00	1.00
0.00	0.00	1.00
0.71	0.12	0.86
0.00	0.69	0.60
0.00	1.00	0.17
0.00	1.33	0.09
0.51	0.14	0.86
0.00	1.00	0.11
0.00	0.73	0.35
0.00	0.73	0.38
0.28	0.71	0.68
0.00	1.08	0.35
0.21	0.55	0.48
0.00	1.00	0.48
0.28	0.50	0.65
0.00	0.60	0.42
0.39	0.41	0.56
0.00	0.44	0.68
0.00	1.11	0.29
0.11	0.79	0.47
0.32	0.69	0.54
0.21	0.75	0.48
0.13	1.26	0.41
0.32	0.43	0.61
0.26	0.78	0.49
0.33	0.52	0.60
0.15	0.65	0.52
0.00	0.73	0.46
0.00	0.76	0.47
0.00	0.89	0.36
0.37	0.40	0.67
0.26	0.69	0.55
0.00	0.85	0.45
0.00	1.00	0.08
0.00	1.00	0.46
0.39	0.53	0.64
0.11	1.19	0.51
0.26	0.62	0.38
0.00	0.80	0.36
0.00	0.93	0.40
0.20	0.89	0.49
0.22	1.12	0.60
0.00	0.67	0.37
0.14	0.71	0.49
0.00	0.50	0.22
0.00	1.00	0.29
0.00	0.70	0.32
0.17	0.74	0.50
0.00	0.71	0.52
0.00	1.20	0.27
0.00	0.86	0.44
0.00	0.86	0.30
0.06	1.21	0.39
0.00	1.18	0.32
0.35	0.56	0.70
0.22	0.55	0.52
0.28	1.00	0.60
0.00	0.75	0.31
0.52	0.60	0.74
0.00	1.75	0.11
0.13	0.88	0.46
0.26	0.64	0.52
0.00	0.71	0.59
0.00	0.60	0.41
0.32	0.71	0.57
0.00	0.86	0.35
0.00	1.00	0.19
0.00	0.90	0.25
0.00	0.62	0.43
0.34	0.64	0.63
0.00	1.25	0.40
0.00	0.25	0.73
0.00	1.00	0.27
0.46	0.36	0.66
1.00	0.00	1.00
0.00	0.86	0.47
0.00	1.00	0.22
0.30	0.62	0.52
0.25	0.82	0.47
0.32	0.38	0.65
0.49	0.50	0.75
0.00	0.89	0.24
0.00	1.29	0.35
0.21	0.78	0.55
0.30	0.50	0.54
0.00	1.00	0.46
0.00	0.67	0.50
0.00	0.75	0.30
0.00	1.00	0.23
0.16	0.79	0.47
0.26	0.65	0.53
0.00	0.75	0.41
0.00	0.75	0.40
0.44	0.45	0.61
0.80	0.22	0.91
0.00	1.14	0.34
0.26	0.41	0.65
0.00	0.86	0.26
0.50	0.40	0.66
0.00	2.50	0.15
0.17	0.87	0.60
0.23	0.69	0.51
0.00	0.58	0.48
0.44	0.38	0.71
0.00	1.17	0.18
0.24	1.25	0.51
0.51	0.33	0.81
1.00	0.00	1.00
0.35	0.38	0.52
0.00	1.10	0.30
0.00	0.67	0.66
0.65	0.25	0.83
0.00	0.60	0.68
0.23	0.76	0.57
0.00	1.00	0.23
0.00	0.62	0.47
0.24	0.50	0.55
0.00	0.58	0.43
0.17	0.62	0.57
0.00	1.67	0.22
0.25	0.65	0.52
0.30	0.62	0.59
0.00	1.00	0.45
0.00	0.50	0.65
0.61	0.20	0.92
0.21	0.61	0.60
0.00	0.20	0.70
0.34	0.64	0.53
0.28	0.72	0.55
0.00	0.00	1.00
0.00	0.00	1.00
