sacre_BLEU	TER	CHRF2
0.72	0.36	0.70
0.61	0.42	0.73
0.29	0.76	0.50
0.86	0.06	0.95
0.50	0.43	0.69
0.40	0.64	0.70
0.80	0.15	0.82
0.89	0.14	0.87
0.56	0.29	0.77
0.30	0.64	0.56
0.25	0.63	0.54
0.64	0.13	0.86
0.43	0.63	0.48
0.45	0.59	0.55
0.57	0.30	0.65
0.51	0.42	0.65
0.56	0.31	0.71
0.39	0.51	0.62
0.37	0.67	0.57
0.50	0.49	0.62
0.30	0.60	0.49
0.39	0.49	0.62
0.57	0.26	0.79
0.43	0.49	0.66
0.50	0.74	0.42
0.92	0.05	0.91
0.30	0.40	0.70
0.31	0.43	0.61
0.73	0.26	0.81
0.62	0.32	0.70
0.24	0.56	0.47
0.36	0.41	0.43
0.67	0.46	0.66
0.59	0.12	0.88
0.61	0.31	0.76
0.23	0.63	0.58
0.52	0.17	0.83
0.49	0.56	0.59
0.58	0.22	0.82
0.52	0.32	0.60
0.54	0.31	0.77
0.59	0.43	0.63
0.00	0.32	0.67
0.43	0.55	0.58
0.63	0.17	0.78
0.50	0.31	0.79
0.77	0.13	0.84
0.60	0.27	0.68
0.31	0.57	0.66
0.65	0.29	0.76
0.49	0.30	0.68
0.46	0.35	0.62
0.43	0.50	0.65
0.47	0.41	0.60
0.40	0.47	0.60
0.35	0.55	0.62
0.35	0.48	0.56
0.41	0.56	0.70
0.44	0.62	0.59
0.00	0.67	0.57
0.26	0.73	0.53
0.14	0.71	0.46
0.52	0.50	0.65
0.00	0.54	0.48
0.00	0.65	0.47
0.41	0.42	0.63
0.00	0.86	0.26
0.00	0.52	0.50
0.39	0.56	0.54
0.11	0.93	0.39
0.33	0.65	0.47
0.26	0.69	0.41
0.23	0.58	0.54
0.24	0.67	0.43
0.27	0.48	0.41
0.21	0.71	0.47
0.54	0.62	0.45
0.20	0.62	0.45
0.00	0.93	0.36
0.16	0.80	0.40
0.23	0.69	0.42
0.00	0.50	0.69
0.39	0.47	0.57
0.00	0.79	0.35
0.14	0.76	0.42
0.38	0.49	0.60
0.15	0.83	0.40
0.28	0.56	0.50
0.20	0.56	0.45
0.00	0.78	0.39
0.00	0.85	0.24
0.00	0.67	0.47
0.72	0.21	0.82
0.37	0.49	0.58
0.26	0.55	0.57
0.00	0.50	0.52
0.56	0.50	0.60
0.71	0.13	0.84
0.51	0.36	0.60
0.00	1.00	0.45
0.66	0.32	0.77
0.73	0.23	0.81
0.70	0.30	0.62
0.66	0.37	0.75
0.19	1.06	0.39
0.27	0.70	0.42
0.52	0.31	0.78
0.00	0.91	0.38
0.00	0.90	0.40
0.47	0.40	0.66
0.00	0.15	0.74
0.30	0.66	0.47
1.00	0.00	1.00
0.46	0.40	0.72
0.81	0.10	0.86
0.44	0.50	0.58
0.49	0.55	0.62
0.00	0.82	0.28
0.27	0.73	0.46
0.26	0.67	0.48
0.45	0.52	0.66
0.42	0.52	0.65
0.16	0.71	0.34
0.50	0.25	0.67
0.25	0.52	0.41
0.00	0.52	0.53
0.54	0.47	0.60
0.47	0.49	0.52
0.00	0.79	0.26
0.26	1.00	0.51
0.00	0.90	0.43
0.00	1.10	0.29
0.00	1.00	0.38
0.50	0.56	0.57
0.00	0.77	0.46
0.29	0.78	0.48
0.33	0.71	0.52
0.00	0.75	0.45
0.32	0.55	0.55
0.00	0.80	0.38
0.33	0.53	0.67
0.00	1.00	0.56
0.49	0.37	0.70
0.49	0.40	0.60
0.00	0.42	0.53
0.48	0.45	0.67
0.54	0.49	0.69
0.35	0.49	0.63
0.24	0.74	0.47
0.49	0.33	0.72
0.22	0.78	0.58
0.00	0.76	0.57
0.00	0.62	0.53
0.28	0.67	0.46
0.38	0.50	0.63
0.35	0.47	0.56
0.17	0.73	0.41
0.00	0.75	0.51
0.57	0.40	0.56
0.19	0.70	0.46
0.26	0.36	0.59
0.00	0.45	0.63
0.62	0.31	0.70
0.29	0.50	0.52
0.36	0.58	0.52
0.38	0.42	0.74
0.38	0.56	0.57
0.21	0.72	0.40
0.35	0.63	0.56
1.00	0.00	1.00
0.58	0.29	0.80
0.75	0.20	0.90
0.67	0.23	0.71
0.28	0.59	0.55
0.00	0.62	0.50
0.78	0.23	0.82
0.36	0.47	0.64
0.75	0.15	0.92
0.67	0.21	0.83
0.00	0.62	0.50
0.41	0.50	0.65
0.51	0.38	0.70
0.33	0.50	0.60
0.45	0.43	0.70
0.61	0.32	0.75
0.45	0.67	0.58
0.67	0.21	0.84
0.60	0.30	0.83
0.00	0.71	0.45
0.00	0.90	0.27
0.58	0.39	0.73
0.32	0.54	0.57
0.43	0.52	0.63
0.58	0.32	0.72
0.70	0.17	0.81
0.37	0.51	0.58
0.73	0.23	0.77
0.44	0.42	0.61
0.00	0.60	0.74
0.00	0.88	0.35
0.31	0.57	0.50
0.35	0.48	0.47
0.32	0.41	0.70
0.39	0.37	0.72
0.00	0.57	0.52
0.45	0.29	0.69
0.22	0.52	0.45
0.35	0.74	0.65
0.78	0.35	0.89
0.40	0.47	0.65
0.27	0.61	0.48
0.29	0.54	0.50
0.00	0.57	0.47
0.57	0.33	0.66
0.20	0.49	0.54
0.39	0.61	0.60
0.53	0.31	0.73
0.18	0.61	0.56
0.44	0.48	0.62
0.00	0.88	0.48
0.00	0.63	0.50
0.43	0.58	0.65
0.59	0.27	0.82
0.40	0.46	0.51
0.34	0.38	0.67
0.00	1.09	0.30
0.30	0.56	0.57
0.00	0.69	0.60
0.27	0.70	0.58
0.00	0.53	0.59
0.34	0.53	0.62
0.25	0.46	0.68
0.47	0.62	0.60
0.53	0.25	0.69
0.00	0.64	0.31
0.31	0.58	0.46
0.36	0.62	0.49
0.00	0.83	0.46
0.00	0.65	0.52
0.40	0.65	0.63
0.39	0.43	0.57
0.84	0.10	0.86
0.39	0.75	0.54
0.54	0.22	0.74
0.37	0.64	0.56
0.32	0.60	0.52
0.96	0.31	0.71
0.18	0.67	0.55
0.34	0.69	0.56
0.44	0.61	0.56
0.16	0.65	0.46
0.00	0.69	0.45
0.37	0.52	0.53
0.00	0.67	0.47
0.60	0.36	0.67
0.27	0.74	0.45
0.24	0.65	0.52
0.50	0.42	0.56
0.49	0.54	0.54
0.43	0.60	0.54
0.50	0.46	0.67
0.24	0.84	0.31
0.25	0.67	0.41
0.23	0.74	0.47
0.42	0.46	0.53
0.34	0.60	0.55
0.47	0.58	0.58
0.13	0.78	0.46
0.00	0.68	0.44
0.29	0.87	0.52
0.14	0.68	0.49
0.51	0.27	0.73
0.42	0.50	0.56
0.29	0.60	0.54
0.00	0.44	0.47
0.49	0.40	0.63
0.00	0.67	0.46
0.61	0.38	0.67
0.16	1.04	0.62
0.38	0.25	0.68
0.42	0.50	0.61
0.00	0.73	0.45
0.54	0.36	0.72
0.46	0.82	0.46
0.49	0.53	0.52
0.00	0.55	0.40
0.36	0.60	0.59
0.76	0.12	0.79
0.00	0.77	0.33
0.46	0.26	0.71
0.00	0.62	0.32
0.86	0.12	0.89
0.39	0.48	0.68
0.46	0.57	0.53
0.40	0.43	0.69
0.00	0.73	0.46
0.25	0.58	0.50
0.23	0.63	0.56
0.50	0.38	0.72
0.36	0.61	0.55
0.50	0.43	0.66
0.00	0.79	0.29
0.38	0.52	0.62
0.35	0.39	0.67
0.47	0.48	0.63
0.41	0.50	0.58
0.50	0.50	0.67
0.28	0.48	0.48
0.63	0.29	0.77
0.57	0.26	0.76
0.00	0.86	0.42
0.29	0.61	0.56
0.70	0.21	0.81
0.28	0.65	0.47
0.33	0.61	0.58
0.47	0.46	0.67
0.35	0.42	0.62
0.73	0.24	0.81
0.29	0.71	0.54
0.36	0.54	0.59
0.00	0.48	0.57
0.44	0.51	0.66
0.00	0.57	0.50
0.21	0.77	0.36
0.55	0.41	0.65
0.00	1.05	0.46
0.21	0.47	0.50
0.28	0.61	0.52
0.27	0.58	0.57
0.00	0.61	0.45
0.63	0.33	0.83
0.17	0.75	0.49
0.00	0.71	0.34
0.56	0.42	0.65
0.47	0.53	0.69
0.45	0.56	0.59
0.33	0.80	0.46
0.00	0.79	0.43
0.30	0.71	0.54
0.52	0.55	0.55
0.50	0.47	0.65
0.26	0.51	0.52
0.54	0.47	0.65
0.16	0.71	0.52
0.23	0.67	0.49
0.30	0.58	0.47
0.26	0.67	0.44
0.15	0.70	0.40
0.32	0.65	0.46
0.44	0.65	0.52
0.63	0.50	0.57
0.43	0.56	0.53
0.67	0.18	0.85
0.66	0.37	0.79
0.42	0.46	0.58
0.25	0.65	0.49
0.55	0.51	0.68
0.48	0.38	0.64
0.31	0.63	0.63
0.21	0.73	0.53
0.25	0.58	0.52
0.36	0.52	0.59
0.22	0.70	0.67
0.19	0.96	0.46
0.32	0.56	0.53
0.25	0.78	0.47
0.47	0.51	0.64
0.28	0.69	0.51
0.25	0.41	0.57
0.46	0.47	0.67
0.12	0.72	0.44
0.00	0.73	0.32
0.00	0.98	0.28
0.32	0.79	0.52
0.17	0.77	0.37
0.00	0.67	0.38
0.00	0.70	0.69
0.31	0.67	0.49
0.22	0.54	0.56
0.45	0.36	0.58
0.00	0.60	0.57
0.34	0.57	0.57
1.00	0.00	1.00
0.27	0.62	0.54
0.00	0.64	0.43
0.00	0.38	0.64
1.00	0.00	1.00
0.45	0.38	0.51
0.00	0.80	0.41
0.25	0.73	0.43
0.00	0.25	0.45
0.40	0.77	0.63
0.00	0.69	0.41
0.24	0.85	0.44
1.00	0.00	1.00
0.19	0.69	0.42
0.30	0.47	0.57
0.45	0.53	0.61
0.00	1.00	0.30
0.30	0.60	0.54
0.00	0.73	0.31
0.45	0.38	0.62
0.71	0.25	0.82
0.65	0.21	0.72
0.35	0.56	0.45
0.44	0.65	0.50
0.46	0.29	0.70
0.98	0.12	0.89
0.51	0.27	0.76
0.61	0.26	0.70
0.00	0.73	0.33
0.24	0.44	0.42
0.20	0.38	0.55
0.81	0.11	0.85
0.68	0.20	0.76
0.92	0.13	0.89
0.00	0.61	0.41
0.76	0.22	0.77
0.37	0.67	0.56
0.28	0.58	0.54
0.68	0.37	0.75
0.00	0.71	0.46
0.17	0.71	0.41
0.52	0.42	0.75
0.76	0.25	0.77
0.13	0.90	0.43
0.36	0.45	0.59
0.37	0.54	0.65
0.30	0.59	0.49
0.00	0.67	0.48
0.70	0.25	0.82
0.62	0.30	0.65
0.29	0.60	0.51
0.56	0.38	0.64
0.16	0.67	0.47
0.27	0.56	0.41
0.00	0.57	0.52
0.70	0.38	0.71
0.00	0.85	0.37
0.21	0.75	0.42
0.69	0.35	0.76
0.37	0.63	0.58
0.47	0.62	0.62
0.00	0.64	0.31
0.28	0.58	0.59
0.43	0.45	0.62
0.40	0.53	0.55
0.45	0.56	0.58
0.29	0.74	0.38
0.22	0.77	0.51
0.40	0.54	0.60
0.00	0.67	0.43
0.47	0.54	0.59
0.36	0.38	0.66
0.28	0.52	0.49
0.46	0.59	0.56
0.28	0.62	0.46
0.39	0.56	0.52
0.00	0.64	0.46
0.37	0.66	0.53
0.44	0.44	0.59
0.83	0.26	0.75
0.49	0.44	0.60
0.19	0.65	0.52
0.62	0.34	0.75
0.27	0.65	0.39
0.53	0.24	0.75
0.57	0.34	0.73
0.75	0.18	0.84
0.48	0.34	0.72
0.43	0.60	0.56
0.17	0.75	0.52
0.25	0.45	0.61
0.30	0.52	0.45
0.38	0.62	0.60
0.63	0.41	0.68
0.53	0.58	0.59
0.26	0.67	0.67
0.79	0.16	0.82
0.45	0.52	0.60
0.00	0.44	0.56
0.31	0.72	0.45
0.82	0.06	0.89
0.66	0.36	0.69
0.54	0.15	0.84
0.44	0.46	0.65
0.39	0.62	0.62
0.66	0.33	0.74
0.62	0.36	0.61
0.00	0.85	0.48
0.48	0.55	0.60
0.58	0.36	0.70
0.59	0.31	0.80
0.54	0.33	0.72
0.49	0.41	0.64
0.57	0.41	0.73
0.72	0.26	0.84
0.65	0.24	0.79
0.52	0.48	0.67
0.85	0.21	0.87
0.71	0.20	0.81
0.55	0.38	0.71
0.63	0.28	0.78
0.67	0.24	0.81
0.76	0.20	0.88
0.65	0.33	0.75
0.48	0.52	0.56
0.43	0.74	0.66
0.48	0.50	0.58
0.42	0.48	0.69
0.44	0.34	0.64
0.56	0.69	0.63
0.32	0.57	0.45
0.84	0.14	0.94
0.54	0.49	0.62
0.38	0.61	0.49
0.44	0.57	0.57
0.54	0.34	0.74
0.77	0.11	0.93
0.00	0.78	0.40
0.47	0.49	0.74
0.17	0.68	0.49
0.57	0.49	0.71
0.38	0.74	0.52
0.37	0.43	0.61
0.23	0.67	0.53
0.33	0.57	0.55
0.28	0.76	0.50
0.43	0.51	0.56
0.21	0.54	0.49
0.38	0.41	0.62
0.58	0.28	0.69
0.62	0.28	0.68
0.00	0.50	0.46
0.37	0.54	0.56
0.70	0.25	0.74
0.51	0.28	0.68
0.54	0.31	0.67
0.73	0.14	0.84
0.50	0.48	0.74
0.44	0.32	0.52
0.54	0.26	0.82
0.24	0.57	0.45
0.42	0.28	0.63
0.36	0.46	0.66
0.38	0.58	0.63
0.30	0.52	0.56
0.81	0.29	0.79
0.96	0.12	0.85
0.84	0.14	0.87
0.67	0.31	0.74
0.63	0.23	0.77
0.55	0.43	0.74
0.47	0.51	0.67
0.44	0.60	0.55
0.53	0.36	0.70
0.53	0.33	0.63
0.59	0.33	0.76
0.38	0.41	0.67
0.64	0.30	0.78
0.64	0.32	0.78
0.40	0.62	0.59
0.51	0.41	0.67
0.39	0.55	0.56
0.61	0.27	0.77
0.58	0.27	0.70
0.51	0.51	0.61
0.32	0.40	0.59
0.63	0.30	0.74
0.31	0.64	0.57
0.44	0.44	0.61
0.16	0.77	0.40
0.40	0.42	0.65
0.18	0.65	0.43
0.20	0.57	0.56
0.46	0.43	0.70
1.00	0.00	1.00
0.68	0.32	0.71
0.83	0.13	0.84
0.44	0.44	0.68
0.40	0.48	0.74
0.41	0.38	0.61
0.32	0.59	0.55
0.00	0.80	0.28
0.53	0.41	0.74
0.41	0.42	0.63
0.63	0.46	0.75
0.58	0.28	0.75
1.00	0.00	1.00
0.32	0.49	0.65
0.92	0.18	0.86
0.52	0.35	0.68
0.83	0.29	0.84
0.49	0.46	0.69
0.81	0.21	0.75
0.61	0.17	0.78
0.72	0.38	0.70
0.00	0.24	0.63
0.27	0.62	0.63
0.61	0.47	0.64
0.00	0.58	0.53
0.72	0.16	0.88
0.54	0.58	0.60
0.39	0.33	0.65
0.29	0.52	0.55
0.73	0.16	0.85
0.34	0.36	0.58
0.39	0.66	0.60
0.13	1.15	0.43
0.00	0.55	0.42
0.54	0.20	0.72
0.11	0.90	0.48
0.21	0.86	0.50
0.22	1.22	0.56
0.00	0.14	0.36
0.47	0.59	0.66
0.00	0.64	0.45
0.34	0.73	0.61
0.56	0.44	0.71
0.83	0.18	0.81
0.84	0.11	0.89
0.67	0.42	0.65
0.47	0.48	0.69
0.26	0.59	0.54
0.35	0.42	0.67
0.48	0.38	0.67
0.48	0.49	0.62
0.62	0.42	0.83
0.00	0.25	0.80
0.00	0.67	0.55
0.51	0.41	0.63
0.62	0.33	0.76
0.36	0.55	0.52
0.47	0.47	0.54
0.43	0.46	0.65
0.25	0.65	0.46
0.61	0.34	0.73
0.54	0.46	0.69
0.00	0.79	0.46
0.71	0.23	0.77
0.29	0.58	0.58
0.45	0.14	0.65
0.00	0.54	0.53
0.48	0.37	0.69
0.49	0.57	0.55
0.16	0.73	0.50
0.37	0.53	0.58
0.25	0.52	0.53
0.45	0.41	0.60
0.66	0.37	0.68
0.45	0.44	0.71
0.57	0.29	0.74
0.62	0.24	0.81
0.58	0.39	0.68
0.42	0.50	0.65
0.21	0.44	0.62
0.48	0.47	0.60
0.00	0.61	0.36
0.25	0.54	0.49
0.26	0.65	0.48
0.33	0.46	0.59
0.34	0.58	0.66
0.52	0.55	0.60
0.41	0.57	0.61
0.57	0.46	0.63
0.47	0.45	0.69
0.73	0.16	0.80
0.75	0.32	0.75
0.10	3.30	0.45
0.49	0.58	0.62
0.33	0.52	0.61
0.35	0.31	0.75
0.43	0.61	0.46
0.67	0.21	0.79
0.27	0.91	0.47
0.53	0.35	0.75
0.57	0.38	0.66
0.61	0.20	0.82
0.21	0.73	0.40
0.83	0.10	0.90
0.87	0.06	0.96
0.39	0.43	0.55
0.32	0.47	0.60
0.55	0.32	0.73
0.28	0.67	0.62
0.49	0.41	0.59
0.38	0.54	0.56
0.11	3.87	0.46
0.33	0.63	0.57
0.61	0.45	0.65
0.58	0.40	0.64
0.00	0.56	0.33
0.41	0.44	0.60
0.56	0.46	0.60
0.80	0.37	0.71
0.00	7.88	0.27
0.57	0.30	0.68
0.62	0.36	0.63
0.22	0.78	0.39
0.58	0.26	0.70
0.44	0.64	0.71
0.38	0.49	0.58
0.26	0.76	0.63
0.00	0.85	0.31
0.00	0.74	0.35
0.27	0.68	0.47
0.41	0.38	0.71
0.00	0.53	0.48
0.48	0.60	0.63
0.00	0.76	0.38
0.81	0.23	0.81
0.78	0.17	0.71
0.59	0.20	0.80
0.00	0.73	0.44
0.00	0.67	0.48
0.00	0.51	0.51
0.47	0.55	0.52
0.30	0.54	0.58
0.36	0.38	0.71
0.59	0.46	0.60
0.00	0.62	0.53
0.36	0.58	0.58
0.47	0.43	0.64
0.51	0.28	0.76
0.45	0.59	0.59
0.17	0.85	0.46
0.04	3.41	0.34
0.64	0.29	0.66
0.20	0.69	0.45
0.29	0.58	0.56
0.42	0.47	0.62
0.00	0.67	0.45
0.22	0.53	0.51
0.73	0.32	0.73
0.51	0.36	0.61
0.12	3.77	0.55
0.24	0.75	0.50
0.43	0.50	0.67
0.58	0.35	0.77
0.39	0.55	0.57
0.00	0.75	0.43
0.39	0.56	0.61
0.59	0.36	0.76
0.00	19.73	0.26
0.00	0.82	0.37
0.00	1.21	0.45
0.61	0.18	0.85
0.00	0.65	0.48
0.62	0.26	0.74
0.22	0.54	0.51
0.83	0.19	0.82
0.16	4.49	0.67
0.10	3.69	0.50
0.00	0.33	0.37
0.49	0.46	0.59
0.00	0.27	0.72
0.41	0.54	0.63
0.30	0.27	0.54
0.23	0.50	0.62
0.32	0.43	0.63
0.78	0.20	0.81
0.51	0.29	0.69
0.72	0.18	0.78
0.63	0.45	0.67
0.44	0.44	0.75
0.00	0.50	0.22
0.00	0.50	0.40
0.06	4.52	0.37
0.04	4.03	0.41
0.00	0.79	0.32
0.07	2.25	0.39
0.17	0.73	0.45
0.12	0.81	0.44
0.04	0.82	0.22
0.06	2.73	0.38
0.39	0.51	0.54
0.06	0.89	0.34
0.00	0.76	0.27
0.94	0.00	0.94
0.61	0.41	0.62
0.73	0.30	0.73
0.65	0.24	0.82
0.87	0.18	0.87
0.57	0.27	0.75
0.47	0.29	0.76
0.49	0.43	0.71
0.77	0.20	0.80
0.56	0.35	0.77
0.00	0.74	0.40
0.29	0.63	0.50
0.23	0.78	0.47
0.54	0.67	0.51
0.05	3.60	0.36
0.52	0.48	0.58
0.30	0.48	0.60
0.00	0.94	0.55
0.00	0.80	0.55
0.26	0.46	0.60
0.54	0.41	0.76
0.28	0.62	0.57
0.32	0.69	0.49
0.00	0.74	0.46
0.08	6.62	0.51
0.01	0.40	0.42
0.00	1.64	0.20
0.00	8.71	0.16
0.07	5.41	0.43
0.19	0.67	0.43
0.05	5.08	0.38
0.00	13.71	0.16
0.04	5.76	0.38
0.05	7.79	0.39
0.54	0.47	0.65
0.00	0.97	0.36
0.04	7.02	0.36
0.00	14.19	0.15
0.06	5.88	0.53
0.10	7.59	0.55
0.03	8.22	0.37
0.01	0.56	0.29
0.40	0.48	0.61
0.02	8.16	0.23
0.04	5.92	0.34
0.21	0.79	0.49
0.00	29.40	0.22
0.03	11.11	0.38
0.00	9.61	0.22
0.02	8.76	0.21
0.00	10.13	0.19
0.66	0.00	0.89
0.66	0.22	0.74
0.29	0.55	0.55
0.03	11.62	0.39
0.46	0.46	0.62
0.33	0.47	0.65
0.00	0.68	0.49
0.21	0.80	0.44
0.66	0.26	0.75
0.03	6.17	0.40
0.38	0.36	0.59
0.25	0.67	0.53
0.45	0.46	0.63
0.02	7.05	0.24
0.09	4.52	0.53
0.00	0.76	0.65
0.39	0.42	0.66
0.30	0.58	0.59
0.00	1.05	0.44
0.21	0.81	0.51
0.49	0.36	0.68
0.02	13.55	0.29
0.21	0.90	0.42
0.00	0.63	0.46
0.46	0.52	0.58
0.24	0.62	0.58
0.43	0.63	0.58
0.35	0.58	0.61
0.50	0.29	0.70
0.01	0.60	0.21
0.44	0.34	0.65
0.06	7.68	0.51
0.08	6.30	0.44
0.00	0.82	0.48
0.54	0.26	0.73
0.58	0.46	0.71
0.50	0.45	0.58
