sacre_BLEU	TER	CHRF2
0.90	0.09	0.91
0.00	0.69	0.45
0.64	0.17	0.78
0.26	0.60	0.53
0.71	0.30	0.81
0.76	0.30	0.69
0.91	0.12	0.89
0.23	0.76	0.48
0.86	0.06	0.95
0.50	0.43	0.69
0.54	0.37	0.77
0.79	0.15	0.84
0.91	0.17	0.82
0.46	0.38	0.69
0.33	0.58	0.63
0.25	0.63	0.52
0.67	0.13	0.89
0.18	0.57	0.39
0.32	0.63	0.54
0.62	0.19	0.74
0.47	0.48	0.63
0.54	0.31	0.71
0.49	0.37	0.69
0.46	0.58	0.59
0.32	0.65	0.53
0.24	0.60	0.46
0.50	0.46	0.65
0.47	0.32	0.76
0.38	0.46	0.61
0.48	0.63	0.45
0.92	0.05	0.91
0.54	0.40	0.68
0.53	0.33	0.73
0.65	0.30	0.76
0.67	0.25	0.75
0.20	0.56	0.50
0.23	0.55	0.39
0.23	0.69	0.55
0.80	0.12	0.91
0.63	0.24	0.76
0.40	0.32	0.69
0.87	0.06	0.91
0.50	0.47	0.64
0.58	0.22	0.82
0.52	0.32	0.60
0.89	0.15	0.93
0.39	0.64	0.58
0.39	0.52	0.58
0.00	0.76	0.44
0.58	0.33	0.71
0.36	0.47	0.64
0.87	0.09	0.88
0.69	0.20	0.66
0.21	0.65	0.62
0.55	0.34	0.72
0.49	0.30	0.68
0.57	0.24	0.72
0.52	0.44	0.69
0.30	0.47	0.58
0.44	0.38	0.68
0.53	0.55	0.66
0.24	0.56	0.51
0.38	0.56	0.70
0.39	0.65	0.56
0.00	0.73	0.53
0.44	0.63	0.59
0.18	0.71	0.46
0.45	0.62	0.64
0.29	0.44	0.57
0.46	0.45	0.67
0.44	0.45	0.59
0.00	0.86	0.49
0.00	0.59	0.47
0.29	0.63	0.45
0.21	0.87	0.41
0.38	0.62	0.49
0.23	0.71	0.46
0.00	0.71	0.45
0.00	0.67	0.43
0.52	0.40	0.53
0.17	0.62	0.45
0.48	0.44	0.54
0.38	0.67	0.53
0.17	0.84	0.40
0.36	0.65	0.50
0.24	0.78	0.45
0.46	0.25	0.75
0.34	0.67	0.53
0.00	0.79	0.35
0.18	0.68	0.43
0.36	0.54	0.57
0.22	0.72	0.42
0.21	0.78	0.50
0.00	0.60	0.41
0.22	0.75	0.43
0.00	0.80	0.23
0.00	0.67	0.47
0.72	0.26	0.82
0.51	0.27	0.72
0.52	0.36	0.64
0.24	0.50	0.51
0.50	0.50	0.66
0.67	0.18	0.81
0.73	0.29	0.64
0.00	1.00	0.47
0.68	0.40	0.77
0.66	0.15	0.88
0.27	0.59	0.49
0.62	0.44	0.73
0.00	1.06	0.42
0.16	0.75	0.38
0.51	0.31	0.77
0.29	0.64	0.54
0.00	0.90	0.40
0.73	0.24	0.86
0.45	0.31	0.82
0.31	0.62	0.47
1.00	0.00	1.00
0.66	0.33	0.74
0.25	0.57	0.46
0.62	0.47	0.63
0.56	0.53	0.64
0.00	0.82	0.21
0.44	0.57	0.60
0.47	0.52	0.56
0.46	0.58	0.69
0.37	0.52	0.65
0.46	0.53	0.54
0.61	0.20	0.75
0.00	0.74	0.34
0.39	0.43	0.64
0.33	0.56	0.52
0.30	0.54	0.49
0.00	0.71	0.38
0.31	0.87	0.54
0.00	0.80	0.44
0.00	0.90	0.35
0.00	1.00	0.40
0.37	0.69	0.50
0.00	1.03	0.38
0.27	0.52	0.60
0.28	0.71	0.48
0.43	0.58	0.61
0.33	0.48	0.52
0.32	0.93	0.47
0.00	0.84	0.48
0.00	1.07	0.42
0.67	0.16	0.81
0.00	0.80	0.51
0.00	0.42	0.53
0.40	0.53	0.62
0.39	0.49	0.62
0.35	0.49	0.62
0.59	0.32	0.73
0.35	0.60	0.59
0.25	0.87	0.58
0.30	0.62	0.64
0.00	0.62	0.57
0.35	0.57	0.55
0.34	0.59	0.59
0.36	0.47	0.56
0.41	0.55	0.48
0.00	0.88	0.42
0.35	0.51	0.42
0.37	0.52	0.66
0.43	0.36	0.73
0.00	0.55	0.53
0.34	0.46	0.56
0.47	0.46	0.56
0.29	0.58	0.55
0.41	0.53	0.78
0.26	0.69	0.55
0.00	0.78	0.34
0.31	0.61	0.52
1.00	0.00	1.00
0.55	0.34	0.77
0.83	0.10	0.95
0.80	0.08	0.94
0.00	0.44	0.56
0.00	0.67	0.52
0.78	0.23	0.82
0.60	0.27	0.79
0.00	0.46	0.73
0.78	0.21	0.82
0.60	0.12	0.89
0.33	0.75	0.63
0.47	0.42	0.69
0.40	0.40	0.70
0.45	0.57	0.57
0.47	0.43	0.68
0.46	0.61	0.58
0.67	0.21	0.84
0.91	0.00	0.93
0.00	0.71	0.45
0.00	0.80	0.24
0.35	0.56	0.66
0.42	0.49	0.61
0.40	0.52	0.63
0.50	0.37	0.64
0.58	0.30	0.67
0.00	0.72	0.43
0.38	0.46	0.70
0.28	0.56	0.49
0.00	0.60	0.64
0.00	0.88	0.32
0.34	0.57	0.51
0.33	0.61	0.44
0.22	0.56	0.57
0.27	0.68	0.63
0.00	0.80	0.50
0.42	0.36	0.58
0.37	0.46	0.52
0.46	0.46	0.66
0.78	0.35	0.89
0.48	0.30	0.72
0.56	0.39	0.69
0.50	0.38	0.71
0.00	0.29	0.66
0.37	0.62	0.51
0.56	0.33	0.71
0.21	0.72	0.48
0.72	0.31	0.83
0.25	0.61	0.55
0.48	0.45	0.65
0.00	0.88	0.48
0.26	0.42	0.64
0.29	0.58	0.62
0.66	0.09	0.89
0.40	0.46	0.53
0.39	0.38	0.72
0.19	0.82	0.37
0.40	0.48	0.60
0.00	0.69	0.60
0.00	0.87	0.43
0.21	0.68	0.63
0.25	0.53	0.58
0.44	0.46	0.64
0.34	0.65	0.55
0.37	0.17	0.75
0.15	0.79	0.33
0.31	0.58	0.46
0.29	0.72	0.49
0.00	0.83	0.49
0.28	0.55	0.59
0.58	0.32	0.80
0.42	0.43	0.60
0.84	0.10	0.86
0.43	0.62	0.58
0.54	0.22	0.74
0.20	0.72	0.49
0.32	0.60	0.52
0.96	0.31	0.71
0.37	0.59	0.60
0.35	0.66	0.65
0.42	0.64	0.56
0.32	0.62	0.56
0.00	0.69	0.47
0.24	0.59	0.49
0.15	0.63	0.49
0.58	0.52	0.61
0.00	0.84	0.32
0.42	0.54	0.54
0.52	0.46	0.57
0.46	0.54	0.55
0.37	0.65	0.54
0.52	0.42	0.71
0.12	0.79	0.30
0.24	0.76	0.50
0.30	0.68	0.49
0.26	0.71	0.42
0.35	0.63	0.49
0.32	0.67	0.52
0.20	0.59	0.50
0.00	0.60	0.48
0.00	0.87	0.39
0.15	0.68	0.45
0.47	0.35	0.71
0.22	0.57	0.44
0.26	0.68	0.47
0.38	0.33	0.61
0.54	0.30	0.65
0.27	0.59	0.53
0.54	0.38	0.69
0.46	0.67	0.71
0.42	0.25	0.72
0.22	0.50	0.55
0.00	0.79	0.45
0.63	0.18	0.88
0.30	0.94	0.50
0.47	0.58	0.50
0.00	0.45	0.49
0.53	0.49	0.65
0.69	0.18	0.75
0.20	0.85	0.38
0.46	0.26	0.71
0.00	0.56	0.30
0.86	0.12	0.89
0.16	0.76	0.58
0.21	0.67	0.46
0.39	0.38	0.71
0.16	0.76	0.47
0.26	0.76	0.50
0.27	0.74	0.50
0.32	0.68	0.57
0.56	0.47	0.76
0.47	0.45	0.64
0.00	1.79	0.32
0.56	0.42	0.65
0.23	0.87	0.60
0.53	0.55	0.58
0.53	0.43	0.70
0.50	0.46	0.72
0.28	0.48	0.48
0.53	0.39	0.72
0.50	0.37	0.69
0.00	1.81	0.34
0.57	0.61	0.58
0.78	0.15	0.86
0.09	2.12	0.37
0.28	0.75	0.53
0.36	0.63	0.61
0.21	0.53	0.57
0.78	0.21	0.83
0.27	0.59	0.60
0.33	0.56	0.57
0.51	0.24	0.72
0.31	0.56	0.60
0.00	0.81	0.31
0.60	0.58	0.55
0.85	0.28	0.80
0.00	1.00	0.47
0.27	0.47	0.54
0.36	0.50	0.55
0.55	0.47	0.63
0.00	0.61	0.43
0.45	0.57	0.79
0.50	0.56	0.62
0.00	0.71	0.34
0.32	0.63	0.63
0.38	0.58	0.69
0.55	0.42	0.66
0.34	0.74	0.46
0.36	0.61	0.54
0.32	0.79	0.52
0.45	0.55	0.52
0.30	0.59	0.56
0.27	0.51	0.50
0.42	0.28	0.70
0.22	0.71	0.52
0.40	0.58	0.52
0.27	0.71	0.40
0.28	0.62	0.43
0.10	0.86	0.41
0.41	0.63	0.45
0.53	0.62	0.54
0.28	0.61	0.59
0.33	0.64	0.51
0.63	0.27	0.83
0.50	0.37	0.75
0.42	0.46	0.58
0.28	0.62	0.47
0.47	0.56	0.62
0.48	0.38	0.64
0.32	0.69	0.62
0.21	0.73	0.53
0.19	0.58	0.51
0.36	0.52	0.60
0.00	0.75	0.50
0.19	0.96	0.45
0.19	0.67	0.51
0.25	0.78	0.47
0.39	0.70	0.58
0.28	0.73	0.51
0.50	0.34	0.66
0.56	0.34	0.69
0.23	0.70	0.52
0.00	1.18	0.37
0.00	0.98	0.29
0.19	0.73	0.46
0.00	0.87	0.35
0.00	0.78	0.37
1.00	0.00	1.00
0.38	0.53	0.60
0.00	0.67	0.49
0.73	0.09	0.85
0.00	0.60	0.57
0.46	0.57	0.54
0.00	0.57	0.81
0.23	0.62	0.51
0.00	0.64	0.43
0.00	1.12	0.30
1.00	0.00	1.00
0.45	0.38	0.51
0.25	0.70	0.42
0.00	0.79	0.37
1.00	0.00	1.00
0.45	0.46	0.75
0.00	0.62	0.49
0.20	0.75	0.43
1.00	0.00	1.00
0.21	0.62	0.40
0.30	0.47	0.56
0.26	0.84	0.57
0.00	1.00	0.30
0.30	0.60	0.54
0.00	0.73	0.29
1.00	0.00	1.00
0.71	0.25	0.82
0.65	0.21	0.72
0.40	0.65	0.55
0.31	0.65	0.45
0.76	0.19	0.84
0.84	0.06	0.94
0.72	0.14	0.87
0.58	0.35	0.72
0.00	0.91	0.33
0.38	0.44	0.48
0.77	0.22	0.79
0.67	0.33	0.71
0.55	0.20	0.73
0.78	0.23	0.79
0.19	0.48	0.52
0.68	0.33	0.77
0.33	0.67	0.50
0.22	0.80	0.50
0.45	0.52	0.65
0.44	0.35	0.64
0.31	0.58	0.53
0.26	0.68	0.56
0.51	0.25	0.77
0.15	0.86	0.48
0.32	0.55	0.62
0.42	0.65	0.68
0.41	0.65	0.55
0.27	0.57	0.50
0.55	0.50	0.74
0.62	0.30	0.65
0.00	0.83	0.45
0.61	0.41	0.62
0.21	0.67	0.45
0.21	0.67	0.39
0.00	0.57	0.52
0.54	0.50	0.67
0.20	0.69	0.48
0.34	0.78	0.45
0.61	0.40	0.69
0.40	0.56	0.63
0.47	0.54	0.63
0.26	1.55	0.53
0.59	0.41	0.73
0.24	0.80	0.49
0.53	0.55	0.55
0.63	0.53	0.72
0.40	0.63	0.49
0.34	0.71	0.56
0.60	0.65	0.66
0.12	1.73	0.39
0.35	0.54	0.61
0.53	0.38	0.67
0.40	0.52	0.61
0.46	0.65	0.57
0.50	0.71	0.49
0.29	0.67	0.52
0.00	0.72	0.43
0.53	0.49	0.61
0.43	0.47	0.59
0.68	0.30	0.73
0.37	0.59	0.45
0.19	0.65	0.52
0.41	0.45	0.65
0.14	0.65	0.29
0.48	0.24	0.79
0.58	0.43	0.74
0.37	0.41	0.64
0.43	0.34	0.71
0.49	0.65	0.61
0.16	0.80	0.46
0.29	0.45	0.59
0.24	0.67	0.41
0.41	0.56	0.63
0.64	0.34	0.73
0.44	0.58	0.58
0.28	0.60	0.65
0.57	0.44	0.61
0.36	0.56	0.56
0.29	0.44	0.73
0.37	0.72	0.51
0.82	0.06	0.89
0.64	0.43	0.73
0.71	0.31	0.79
0.41	0.69	0.64
0.41	0.65	0.57
0.63	0.24	0.79
0.70	0.31	0.77
0.23	0.85	0.48
0.31	0.61	0.56
0.73	0.28	0.77
0.56	0.31	0.79
0.51	0.37	0.68
0.47	0.57	0.61
0.78	0.30	0.77
0.92	0.26	0.82
0.60	0.39	0.73
0.48	0.51	0.64
0.76	0.24	0.83
0.69	0.25	0.78
0.53	0.43	0.70
0.64	0.46	0.76
0.84	0.15	0.84
0.65	0.25	0.84
0.63	0.33	0.71
0.45	0.52	0.58
0.43	0.74	0.66
0.48	0.55	0.54
0.53	0.29	0.77
0.41	0.51	0.61
0.61	0.62	0.65
0.48	0.57	0.50
0.69	0.21	0.90
0.59	0.46	0.67
0.45	0.52	0.59
0.42	0.57	0.60
0.68	0.23	0.82
0.49	0.53	0.67
0.00	0.96	0.46
0.58	0.49	0.81
0.24	0.60	0.53
0.46	0.54	0.67
0.25	0.84	0.45
0.40	0.50	0.63
0.21	0.67	0.53
0.38	0.53	0.67
0.28	0.76	0.49
0.43	0.51	0.59
0.44	0.43	0.64
0.43	0.44	0.56
0.51	0.37	0.63
0.00	0.56	0.43
0.38	0.42	0.58
0.38	0.54	0.55
0.00	0.75	0.38
0.73	0.28	0.74
0.50	0.41	0.63
0.68	0.21	0.81
0.53	0.52	0.70
0.60	0.23	0.65
0.42	0.39	0.71
0.23	0.62	0.49
0.48	0.37	0.60
0.70	0.46	0.71
0.60	0.47	0.72
0.30	0.62	0.50
0.72	0.29	0.72
0.77	0.25	0.84
0.56	0.43	0.64
0.62	0.38	0.69
0.58	0.40	0.69
0.51	0.47	0.75
0.51	0.41	0.72
0.25	0.64	0.55
0.70	0.18	0.75
0.53	0.33	0.63
0.72	0.39	0.77
0.66	0.28	0.73
0.78	0.34	0.89
0.39	0.56	0.54
0.52	0.53	0.64
0.51	0.41	0.67
0.45	0.52	0.63
0.42	0.51	0.68
0.67	0.23	0.75
0.54	0.50	0.69
0.32	0.42	0.62
0.76	0.18	0.80
0.57	0.40	0.66
0.57	0.36	0.66
0.24	0.62	0.54
0.58	0.30	0.73
0.42	0.52	0.61
0.32	0.60	0.63
0.72	0.25	0.82
1.00	0.00	1.00
0.51	0.63	0.69
0.73	0.20	0.80
0.57	0.40	0.71
0.59	0.29	0.75
0.41	0.38	0.61
0.30	0.70	0.59
0.00	0.80	0.29
0.48	0.41	0.71
0.70	0.11	0.87
0.72	0.38	0.81
0.62	0.21	0.76
1.00	0.14	0.89
0.59	0.33	0.76
0.76	0.36	0.79
0.60	0.38	0.72
0.49	0.57	0.68
0.67	0.17	0.79
0.57	0.34	0.66
0.44	0.42	0.81
0.62	0.31	0.73
0.00	0.24	0.66
0.27	0.58	0.62
0.75	0.60	0.75
0.35	0.39	0.66
0.53	0.32	0.74
0.57	0.61	0.59
0.53	0.44	0.67
0.23	0.71	0.52
0.74	0.20	0.78
0.38	0.42	0.54
0.40	0.72	0.61
0.15	1.10	0.47
0.28	0.48	0.44
0.49	0.16	0.71
0.22	0.84	0.52
0.23	0.86	0.53
0.31	1.04	0.60
0.00	0.14	0.36
0.41	0.49	0.67
0.00	0.68	0.43
0.25	0.91	0.57
0.54	0.49	0.69
0.83	0.18	0.81
0.69	0.25	0.76
0.36	0.53	0.59
0.60	0.38	0.75
0.29	0.54	0.50
0.43	0.35	0.72
0.41	0.48	0.60
0.40	0.60	0.54
0.38	0.55	0.73
0.00	0.50	0.62
0.00	0.73	0.53
0.49	0.44	0.60
0.69	0.30	0.78
0.33	0.59	0.58
0.50	0.35	0.68
0.44	0.41	0.68
0.25	0.59	0.49
0.57	0.36	0.74
0.43	0.52	0.65
0.00	0.64	0.51
0.79	0.20	0.82
0.40	0.41	0.65
0.00	0.43	0.55
0.33	0.54	0.64
0.46	0.40	0.71
0.42	0.63	0.54
0.30	0.62	0.55
0.40	0.56	0.63
0.29	0.44	0.57
0.52	0.44	0.59
0.58	0.38	0.69
0.41	0.58	0.68
0.65	0.21	0.77
0.51	0.24	0.74
0.52	0.49	0.67
0.52	0.50	0.70
0.00	1.12	0.51
0.48	0.47	0.60
0.14	0.57	0.36
0.29	0.54	0.53
0.19	0.65	0.52
0.42	0.46	0.62
0.32	0.62	0.63
0.45	0.53	0.61
0.41	0.54	0.56
0.44	0.52	0.58
0.39	0.49	0.66
0.46	0.32	0.70
0.61	0.38	0.68
0.22	0.75	0.47
0.49	0.58	0.62
0.31	0.50	0.59
0.27	0.44	0.69
0.34	0.78	0.42
0.76	0.14	0.86
0.24	1.14	0.47
0.57	0.25	0.77
0.45	0.46	0.62
0.80	0.10	0.90
0.22	0.73	0.44
0.62	0.25	0.74
0.64	0.28	0.83
0.54	0.36	0.64
0.32	0.58	0.57
0.47	0.51	0.60
0.00	0.67	0.54
0.67	0.41	0.66
0.54	0.49	0.61
0.61	0.34	0.66
0.32	0.63	0.55
0.30	0.55	0.58
0.81	0.10	0.94
0.00	0.56	0.32
0.50	0.32	0.72
0.48	0.56	0.50
0.80	0.37	0.71
0.00	0.50	0.51
0.42	0.50	0.57
0.62	0.36	0.63
0.00	0.89	0.37
0.58	0.26	0.70
0.44	0.64	0.71
0.35	0.54	0.57
0.28	0.57	0.58
0.00	0.85	0.30
0.00	0.69	0.41
0.26	0.77	0.53
0.00	0.67	0.50
0.00	0.53	0.48
0.35	0.67	0.55
0.00	0.76	0.42
0.69	0.33	0.73
0.78	0.17	0.71
0.32	0.30	0.73
0.26	0.59	0.56
0.00	1.13	0.15
0.26	0.47	0.55
0.59	0.41	0.58
0.52	0.37	0.68
0.21	0.38	0.64
0.68	0.41	0.65
0.00	0.69	0.39
0.19	0.77	0.50
0.60	0.24	0.77
0.40	0.43	0.65
0.45	0.59	0.60
0.16	0.89	0.52
0.27	0.75	0.44
0.79	0.33	0.72
0.00	0.83	0.40
0.30	0.58	0.55
0.39	0.51	0.59
0.00	0.67	0.45
0.00	0.79	0.40
0.66	0.27	0.77
0.66	0.31	0.69
0.53	0.44	0.61
0.24	0.71	0.50
0.57	0.52	0.68
0.38	0.52	0.66
0.39	0.61	0.60
0.17	0.75	0.53
0.56	0.42	0.72
0.53	0.55	0.64
0.00	0.53	0.54
0.00	0.72	0.42
0.00	1.36	0.48
0.50	0.23	0.78
0.00	0.84	0.35
0.62	0.26	0.74
0.30	0.54	0.55
0.63	0.25	0.77
0.73	0.23	0.82
0.58	0.49	0.69
0.00	1.00	0.17
0.31	0.57	0.55
0.00	0.40	0.56
0.53	0.46	0.67
0.32	0.45	0.46
0.16	1.30	0.60
0.32	0.43	0.64
1.00	0.00	1.00
0.51	0.29	0.69
0.79	0.09	0.85
0.64	0.45	0.82
0.44	0.44	0.75
0.00	1.00	0.33
0.50	0.38	0.56
0.24	0.58	0.46
0.16	0.67	0.49
0.18	0.67	0.49
0.16	0.78	0.43
0.09	0.76	0.37
0.18	0.92	0.47
0.26	0.59	0.56
0.07	0.80	0.37
0.33	0.47	0.57
0.08	0.89	0.42
0.13	0.76	0.28
1.00	0.00	1.00
0.52	0.51	0.58
0.52	0.30	0.70
0.49	0.45	0.71
0.84	0.18	0.82
0.83	0.18	0.84
0.39	0.35	0.69
0.49	0.43	0.71
0.70	0.20	0.76
0.57	0.39	0.76
0.00	0.52	0.48
0.29	0.63	0.42
0.00	0.87	0.47
0.75	0.52	0.59
0.16	0.70	0.41
0.61	0.55	0.56
0.28	0.72	0.51
0.00	0.94	0.55
0.00	0.90	0.54
0.28	0.67	0.58
0.61	0.26	0.80
0.00	0.69	0.59
0.45	0.44	0.65
0.00	0.74	0.46
0.65	0.36	0.71
0.56	0.48	0.70
0.00	1.64	0.19
0.00	0.93	0.28
0.30	0.52	0.49
0.20	0.67	0.45
0.27	0.64	0.50
0.00	0.95	0.25
0.00	0.86	0.36
0.30	0.51	0.53
0.37	0.62	0.55
0.15	0.84	0.46
0.36	0.65	0.56
0.00	0.76	0.25
0.56	0.29	0.75
0.68	0.36	0.64
0.20	0.72	0.45
0.51	0.40	0.66
0.35	0.51	0.58
0.16	0.65	0.33
0.26	0.67	0.45
0.21	0.79	0.49
0.64	0.20	0.81
0.32	0.52	0.57
0.00	0.84	0.27
0.17	0.65	0.32
0.00	1.07	0.19
1.00	0.00	1.00
0.30	0.49	0.62
0.44	0.47	0.62
0.27	0.62	0.66
0.51	0.37	0.65
0.27	0.51	0.61
0.42	0.57	0.54
0.27	0.56	0.42
0.36	0.51	0.61
0.00	0.96	0.36
0.00	0.57	0.46
0.25	0.75	0.52
0.59	0.51	0.69
0.21	0.81	0.33
0.32	0.55	0.60
0.00	0.76	0.64
0.32	0.42	0.66
0.00	0.67	0.61
0.22	0.67	0.51
0.00	1.00	0.39
0.49	0.36	0.70
0.39	0.45	0.70
0.17	0.90	0.55
0.00	0.63	0.49
0.36	0.65	0.58
0.23	0.64	0.57
0.41	0.57	0.61
0.32	0.65	0.56
0.40	0.41	0.68
0.23	0.65	0.39
0.41	0.43	0.58
0.42	0.42	0.68
0.45	0.55	0.57
0.00	0.91	0.48
0.68	0.17	0.78
0.63	0.43	0.75
0.33	0.45	0.55
