sacre_BLEU	TER	CHRF2
0.39	0.41	0.65
0.00	0.14	0.82
0.00	0.58	0.53
0.35	0.57	0.57
0.49	0.57	0.56
0.30	0.62	0.55
0.27	0.63	0.55
0.24	0.44	0.49
0.38	0.48	0.56
0.70	0.37	0.71
0.42	0.40	0.70
0.75	0.18	0.77
0.57	0.24	0.76
0.47	0.56	0.62
0.49	0.46	0.67
0.45	0.25	0.76
0.83	0.20	0.79
0.00	0.57	0.38
0.50	0.42	0.59
0.00	0.47	0.55
0.27	0.61	0.60
0.36	0.58	0.64
0.54	0.48	0.64
0.47	0.49	0.66
0.51	0.43	0.61
0.46	0.47	0.68
0.57	0.22	0.78
0.68	0.35	0.72
0.43	0.63	0.60
0.51	0.56	0.62
0.29	0.57	0.61
0.43	0.38	0.73
0.00	0.52	0.48
0.75	0.14	0.84
0.24	1.03	0.51
0.55	0.35	0.74
0.44	0.54	0.56
0.31	0.40	0.71
0.23	0.73	0.40
0.84	0.10	0.90
0.72	0.17	0.86
0.54	0.36	0.64
0.22	0.58	0.57
0.56	0.30	0.69
0.42	0.50	0.67
0.60	0.45	0.64
0.44	0.49	0.62
0.42	0.53	0.53
0.31	0.74	0.59
0.55	0.45	0.66
0.81	0.10	0.94
0.00	0.56	0.32
0.35	0.44	0.66
0.58	0.46	0.62
0.80	0.37	0.71
0.00	0.50	0.53
0.42	0.50	0.57
0.60	0.41	0.63
0.00	0.89	0.37
0.45	0.43	0.64
0.44	0.64	0.71
0.26	0.65	0.54
0.26	0.76	0.63
0.00	0.85	0.32
0.00	0.63	0.44
0.24	0.82	0.50
0.33	0.57	0.67
0.00	0.63	0.39
0.57	0.40	0.73
0.00	0.62	0.50
0.69	0.33	0.73
0.78	0.17	0.71
0.60	0.20	0.82
0.00	0.50	0.50
0.00	0.53	0.54
0.26	0.47	0.55
0.59	0.41	0.58
0.50	0.39	0.68
0.41	0.25	0.79
0.65	0.51	0.63
0.00	0.69	0.39
0.37	0.58	0.57
0.60	0.24	0.79
0.50	0.34	0.73
0.46	0.59	0.59
0.17	0.82	0.48
0.24	0.68	0.42
0.64	0.29	0.66
0.34	0.69	0.51
0.30	0.58	0.55
0.40	0.51	0.58
0.00	0.78	0.46
0.45	0.42	0.60
0.63	0.27	0.77
0.69	0.31	0.77
0.44	0.49	0.65
0.24	0.75	0.50
0.69	0.41	0.73
0.38	0.52	0.68
0.32	0.55	0.58
0.00	0.88	0.35
0.48	0.37	0.75
0.00	0.73	0.37
0.44	0.27	0.71
0.00	0.82	0.37
0.00	1.14	0.48
0.61	0.18	0.85
0.00	0.77	0.42
0.62	0.26	0.74
0.40	0.58	0.56
0.63	0.25	0.74
0.69	0.35	0.77
0.61	0.47	0.67
0.00	0.33	0.38
0.42	0.51	0.59
0.00	0.27	0.72
0.40	0.57	0.61
0.39	0.27	0.58
0.44	0.40	0.72
0.25	0.48	0.62
1.00	0.00	1.00
0.51	0.21	0.72
0.79	0.09	0.88
0.63	0.45	0.67
0.48	0.44	0.66
0.00	0.75	0.26
0.50	0.62	0.51
0.31	0.61	0.53
0.27	0.64	0.53
0.24	0.67	0.54
0.17	0.79	0.43
0.23	0.70	0.48
0.17	0.85	0.44
0.26	0.57	0.54
0.13	0.69	0.45
0.37	0.47	0.59
0.11	0.84	0.43
0.13	0.76	0.29
0.61	0.26	0.82
0.63	0.29	0.73
0.49	0.30	0.68
0.56	0.37	0.74
0.90	0.18	0.84
0.75	0.18	0.85
0.47	0.29	0.76
0.49	0.43	0.71
0.81	0.29	0.80
0.59	0.24	0.81
0.00	0.52	0.39
0.35	0.59	0.47
0.18	0.96	0.46
0.54	0.59	0.51
0.26	0.62	0.45
0.47	0.55	0.66
0.39	0.80	0.51
0.00	1.06	0.54
0.00	0.60	0.63
0.28	0.79	0.59
0.78	0.10	0.89
0.25	0.76	0.64
0.54	0.31	0.72
0.00	0.74	0.54
0.68	0.40	0.69
0.00	0.40	0.68
0.00	1.64	0.20
0.00	0.86	0.35
0.31	0.48	0.52
0.28	0.55	0.48
0.35	0.54	0.57
0.00	1.05	0.28
0.00	0.86	0.47
0.30	0.51	0.54
0.44	0.56	0.61
0.00	0.90	0.40
0.35	0.65	0.59
0.00	0.76	0.26
0.41	0.49	0.68
0.80	0.26	0.70
0.23	0.72	0.47
0.47	0.56	0.64
0.39	0.45	0.61
0.23	0.59	0.38
0.28	0.71	0.45
0.21	0.79	0.49
0.00	0.80	0.64
0.32	0.52	0.57
0.00	0.84	0.30
0.17	0.65	0.33
0.00	0.93	0.31
0.70	0.12	0.92
0.53	0.32	0.68
0.30	0.59	0.57
0.27	0.62	0.66
0.56	0.37	0.67
0.31	0.47	0.69
0.23	0.71	0.53
0.25	0.56	0.43
0.67	0.46	0.63
0.00	0.52	0.29
0.61	0.29	0.65
0.27	0.67	0.50
0.37	0.41	0.63
0.32	0.43	0.48
0.29	0.61	0.57
0.00	0.76	0.43
0.32	0.42	0.66
0.35	0.58	0.56
0.27	0.57	0.58
0.00	0.88	0.43
0.43	0.42	0.64
0.42	0.27	0.74
0.18	1.05	0.43
0.00	0.63	0.56
0.33	0.62	0.64
0.30	0.69	0.56
0.36	0.54	0.64
0.32	0.62	0.58
0.36	0.54	0.63
0.19	0.70	0.35
0.41	0.38	0.61
0.51	0.42	0.74
0.33	0.51	0.53
0.00	0.82	0.65
0.68	0.17	0.79
0.53	0.46	0.73
0.33	0.45	0.55
