sacre_BLEU	TER	CHRF2
0.78	0.21	0.82
0.60	0.12	0.82
0.41	0.50	0.65
0.52	0.38	0.72
0.73	0.20	0.86
0.45	0.50	0.67
0.47	0.43	0.68
0.46	0.61	0.58
0.67	0.21	0.83
0.62	0.24	0.77
0.00	0.71	0.45
0.00	0.80	0.37
0.33	0.61	0.62
0.50	0.43	0.64
0.39	0.57	0.53
0.59	0.26	0.76
0.57	0.30	0.68
0.00	0.72	0.36
0.26	0.46	0.62
0.45	0.49	0.61
0.51	0.40	0.92
0.00	0.88	0.32
0.22	0.72	0.45
0.36	0.48	0.52
0.21	0.56	0.59
0.00	0.74	0.49
0.00	0.74	0.53
0.47	0.33	0.59
0.19	0.58	0.41
0.38	0.67	0.64
0.61	0.52	0.72
0.48	0.43	0.73
0.59	0.36	0.71
0.50	0.38	0.71
0.00	0.57	0.45
0.50	0.46	0.57
0.34	0.45	0.59
0.22	0.67	0.53
0.60	0.31	0.76
0.28	0.58	0.55
0.39	0.51	0.60
0.00	0.88	0.48
0.26	0.42	0.64
0.40	0.65	0.65
0.42	0.36	0.76
0.45	0.46	0.53
0.40	0.38	0.70
0.19	0.82	0.35
0.32	0.59	0.57
0.23	0.56	0.63
0.00	0.70	0.52
0.24	0.53	0.70
0.25	0.53	0.58
0.57	0.38	0.71
0.39	0.62	0.55
0.37	0.17	0.75
0.00	0.64	0.38
0.31	0.58	0.45
0.38	0.59	0.53
0.00	0.83	0.46
0.00	0.75	0.54
0.61	0.26	0.80
0.43	0.41	0.61
0.69	0.10	0.81
0.19	0.88	0.39
0.54	0.22	0.74
0.34	0.53	0.60
0.35	0.60	0.47
0.74	0.46	0.47
0.37	0.59	0.60
0.25	0.69	0.57
0.72	0.39	0.68
0.21	0.71	0.38
0.00	0.76	0.50
0.37	0.49	0.53
0.16	0.63	0.49
0.41	0.56	0.55
0.00	0.79	0.40
0.37	0.59	0.52
0.62	0.42	0.61
0.46	0.54	0.55
0.38	0.56	0.62
0.70	0.31	0.79
0.00	0.93	0.27
0.29	0.67	0.41
0.21	0.82	0.49
0.30	0.62	0.52
0.49	0.58	0.59
0.22	0.75	0.45
0.00	0.83	0.39
0.17	0.53	0.51
0.27	0.78	0.46
0.00	0.78	0.43
0.59	0.27	0.75
0.27	0.61	0.47
0.33	0.64	0.50
0.37	0.44	0.55
0.43	0.35	0.65
0.26	0.67	0.58
0.54	0.38	0.69
0.38	0.67	0.75
0.49	0.30	0.68
0.24	0.40	0.63
0.29	0.61	0.58
0.44	0.27	0.82
0.46	0.82	0.46
0.48	0.58	0.56
0.00	0.45	0.40
0.40	0.52	0.64
0.72	0.35	0.68
0.32	0.69	0.43
0.27	0.52	0.56
0.23	0.56	0.31
0.86	0.12	0.89
0.20	0.71	0.58
0.35	0.76	0.44
0.41	0.32	0.71
0.33	0.65	0.56
0.19	0.82	0.38
0.30	0.68	0.59
0.32	0.64	0.60
0.35	0.64	0.54
0.46	0.55	0.57
0.00	0.79	0.35
0.59	0.52	0.71
0.25	0.61	0.55
0.50	0.48	0.58
0.23	0.67	0.47
0.56	0.42	0.70
0.28	0.48	0.48
0.50	0.37	0.68
0.63	0.32	0.75
0.00	0.90	0.36
0.65	0.53	0.71
0.61	0.34	0.70
0.00	0.82	0.37
0.35	0.64	0.59
0.36	0.54	0.61
0.34	0.44	0.63
0.87	0.11	0.88
0.25	0.71	0.52
0.36	0.60	0.56
0.52	0.32	0.69
0.44	0.46	0.66
0.00	0.67	0.44
0.44	0.65	0.54
0.70	0.34	0.72
0.00	1.05	0.46
0.19	0.65	0.56
0.36	0.54	0.56
0.55	0.47	0.63
0.00	0.61	0.47
0.90	0.04	0.96
0.32	0.61	0.53
0.00	0.71	0.34
0.30	0.60	0.59
0.33	0.63	0.64
0.42	0.56	0.57
0.34	0.71	0.47
0.33	0.67	0.48
0.31	0.71	0.52
0.43	0.59	0.49
0.26	0.67	0.46
0.00	0.55	0.43
0.38	0.28	0.65
0.32	0.64	0.56
0.65	0.42	0.63
0.00	0.84	0.31
0.36	0.62	0.37
0.17	0.74	0.41
0.32	0.63	0.48
0.32	0.69	0.45
0.35	0.56	0.61
0.32	0.68	0.51
0.69	0.23	0.86
0.46	0.47	0.72
0.00	0.69	0.41
0.28	0.62	0.47
0.36	0.56	0.62
0.35	0.48	0.54
0.48	0.57	0.67
0.17	0.69	0.52
0.25	0.58	0.52
0.31	0.55	0.61
0.00	0.60	0.59
0.19	0.96	0.46
0.00	0.70	0.47
0.41	0.70	0.54
0.37	0.70	0.57
0.27	0.69	0.48
0.50	0.34	0.66
0.67	0.30	0.73
0.17	0.72	0.51
0.00	0.73	0.32
0.00	0.98	0.28
0.32	0.67	0.54
0.13	0.77	0.32
0.26	0.56	0.45
0.00	0.30	0.66
0.32	0.47	0.53
0.22	0.54	0.56
0.73	0.09	0.85
0.00	0.60	0.57
0.46	0.57	0.52
1.00	0.00	1.00
0.21	0.76	0.47
0.00	0.64	0.43
0.00	0.50	0.50
1.00	0.00	1.00
0.45	0.38	0.51
0.26	0.70	0.43
0.00	0.61	0.45
1.00	0.00	1.00
0.57	0.38	0.80
0.00	0.83	0.33
0.33	0.75	0.42
1.00	0.00	1.00
0.00	0.75	0.36
0.30	0.47	0.56
0.26	0.84	0.57
0.00	1.00	0.30
0.28	0.52	0.53
0.00	0.79	0.38
0.00	0.76	0.20
0.71	0.25	0.82
0.65	0.21	0.72
0.43	0.60	0.53
0.40	0.57	0.56
0.76	0.19	0.84
0.84	0.06	0.94
0.81	0.09	0.89
0.58	0.35	0.72
0.00	0.82	0.35
0.00	0.56	0.56
0.70	0.27	0.75
0.29	0.56	0.59
0.51	0.24	0.71
0.77	0.21	0.82
0.00	0.57	0.45
0.68	0.33	0.76
0.42	0.62	0.58
0.24	0.80	0.49
0.59	0.33	0.72
0.44	0.35	0.64
0.19	0.67	0.42
0.45	0.47	0.71
0.51	0.25	0.77
0.23	0.90	0.44
0.32	0.55	0.62
0.42	0.65	0.68
0.35	0.65	0.49
0.56	0.33	0.59
0.70	0.25	0.82
0.60	0.35	0.65
0.00	0.79	0.44
0.62	0.38	0.65
0.15	0.76	0.40
0.20	0.72	0.36
0.00	0.50	0.56
0.63	0.38	0.72
0.13	0.73	0.43
0.46	0.66	0.51
0.59	0.40	0.70
0.37	0.59	0.58
0.46	0.58	0.63
0.23	0.64	0.38
0.57	0.46	0.67
0.23	0.90	0.49
0.49	0.61	0.49
0.61	0.49	0.70
0.40	0.71	0.45
0.33	0.71	0.53
0.60	0.65	0.66
0.00	0.67	0.39
0.35	0.57	0.56
0.36	0.46	0.62
0.25	0.71	0.43
0.46	0.65	0.57
0.68	0.67	0.55
0.29	0.67	0.52
0.00	0.77	0.43
0.53	0.49	0.61
0.42	0.44	0.58
0.68	0.30	0.73
0.32	0.59	0.46
0.28	0.57	0.58
0.35	0.57	0.58
0.26	0.65	0.36
0.48	0.24	0.79
0.61	0.43	0.75
0.52	0.35	0.71
0.43	0.34	0.71
0.45	0.65	0.60
0.18	0.75	0.49
0.29	0.49	0.57
0.30	0.52	0.46
0.41	0.56	0.63
0.75	0.21	0.85
0.39	0.67	0.53
0.56	0.27	0.76
0.64	0.24	0.73
0.27	0.64	0.52
0.36	0.37	0.71
0.43	0.61	0.55
0.82	0.06	0.89
0.64	0.43	0.73
0.54	0.15	0.84
0.45	0.54	0.60
0.33	0.83	0.55
0.66	0.21	0.84
0.65	0.26	0.82
0.00	0.77	0.45
0.33	0.64	0.50
0.46	0.52	0.58
0.43	0.40	0.70
0.54	0.33	0.73
0.45	0.46	0.66
0.66	0.33	0.76
0.92	0.26	0.82
0.54	0.39	0.73
0.47	0.60	0.57
0.75	0.27	0.84
0.69	0.25	0.78
0.55	0.38	0.72
0.39	0.49	0.71
0.89	0.06	0.93
0.81	0.25	0.84
0.00	0.58	0.45
0.45	0.52	0.58
0.42	0.74	0.61
0.19	0.65	0.45
0.34	0.43	0.70
0.31	0.68	0.45
0.52	0.69	0.64
0.48	0.57	0.50
0.84	0.14	0.94
0.57	0.51	0.69
0.36	0.64	0.49
0.43	0.57	0.59
0.68	0.23	0.82
0.77	0.11	0.93
0.37	0.78	0.59
0.59	0.49	0.77
0.16	0.64	0.49
0.51	0.54	0.65
0.49	0.47	0.57
0.46	0.50	0.63
0.21	0.67	0.54
0.51	0.53	0.60
0.30	0.62	0.54
0.47	0.51	0.62
0.27	0.50	0.51
0.49	0.41	0.66
0.49	0.51	0.57
0.33	0.39	0.57
0.28	0.33	0.57
0.27	0.62	0.50
0.36	0.50	0.64
0.69	0.21	0.77
0.50	0.41	0.63
0.68	0.21	0.81
0.48	0.48	0.70
0.60	0.23	0.63
0.55	0.32	0.79
0.23	0.62	0.49
0.31	0.28	0.55
0.57	0.51	0.63
0.58	0.51	0.69
0.43	0.48	0.64
0.77	0.24	0.82
0.77	0.25	0.84
0.56	0.43	0.64
0.62	0.31	0.75
0.61	0.40	0.70
0.63	0.31	0.80
0.38	0.67	0.59
0.00	0.68	0.52
0.71	0.18	0.84
0.53	0.33	0.63
0.48	0.47	0.64
0.53	0.48	0.68
0.65	0.38	0.77
0.35	0.56	0.56
0.52	0.53	0.64
0.48	0.37	0.64
0.39	0.55	0.61
0.36	0.63	0.60
0.72	0.19	0.76
0.44	0.56	0.61
0.39	0.42	0.64
0.76	0.18	0.80
0.46	0.52	0.63
0.61	0.33	0.67
0.16	0.62	0.55
0.51	0.42	0.66
0.00	0.65	0.47
0.14	0.70	0.50
0.66	0.31	0.76
1.00	0.00	1.00
0.64	0.32	0.72
0.28	0.53	0.53
0.56	0.49	0.61
0.40	0.48	0.74
0.47	0.38	0.57
0.30	0.70	0.59
0.00	0.80	0.29
0.44	0.47	0.67
0.70	0.11	0.87
0.67	0.35	0.83
0.43	0.35	0.71
0.84	0.10	0.88
0.47	0.36	0.74
0.66	0.42	0.72
0.58	0.26	0.78
0.70	0.40	0.73
0.53	0.32	0.74
0.55	0.34	0.65
0.34	0.50	0.61
0.69	0.28	0.76
0.00	0.24	0.63
0.20	0.58	0.61
0.75	0.60	0.75
0.35	0.39	0.66
0.44	0.48	0.57
0.53	0.54	0.60
0.40	0.33	0.65
0.40	0.55	0.56
0.85	0.16	0.86
0.42	0.39	0.60
0.32	0.66	0.58
0.15	1.10	0.47
0.28	0.48	0.47
0.64	0.12	0.79
0.20	0.87	0.50
0.22	0.94	0.47
0.23	1.13	0.60
0.00	0.14	0.36
0.40	0.44	0.66
0.00	0.64	0.54
0.24	0.91	0.57
0.52	0.49	0.65
0.83	0.18	0.81
0.78	0.15	0.86
0.36	0.53	0.59
0.63	0.29	0.75
0.29	0.54	0.50
0.36	0.42	0.68
0.48	0.37	0.69
0.33	0.53	0.52
0.28	0.48	0.61
0.00	0.50	0.62
0.00	0.73	0.52
0.49	0.44	0.60
0.69	0.33	0.77
0.41	0.55	0.57
0.32	0.59	0.54
0.47	0.43	0.66
0.00	0.70	0.35
0.57	0.38	0.72
0.37	0.49	0.66
0.00	0.64	0.51
0.71	0.23	0.77
0.32	0.47	0.61
0.00	0.71	0.45
0.00	0.62	0.52
0.28	0.53	0.62
0.41	0.63	0.53
0.30	0.62	0.55
0.27	0.63	0.56
0.29	0.44	0.55
0.39	0.46	0.57
0.43	0.50	0.62
0.53	0.40	0.75
0.71	0.18	0.76
0.57	0.24	0.76
0.61	0.42	0.67
0.57	0.40	0.71
0.32	0.31	0.72
0.48	0.47	0.60
0.00	0.57	0.39
0.30	0.62	0.52
0.41	0.47	0.65
0.50	0.41	0.66
0.33	0.65	0.57
0.34	0.64	0.47
0.41	0.57	0.53
0.50	0.48	0.61
0.21	0.63	0.56
0.63	0.16	0.81
0.75	0.32	0.74
0.44	0.58	0.61
0.44	0.68	0.45
0.24	0.59	0.55
0.35	0.31	0.75
0.00	0.70	0.36
0.75	0.14	0.84
0.21	1.14	0.48
0.57	0.25	0.77
0.60	0.33	0.68
0.57	0.23	0.82
0.27	0.63	0.49
0.58	0.25	0.75
0.67	0.28	0.84
0.43	0.36	0.64
0.43	0.47	0.58
0.56	0.28	0.69
0.00	0.67	0.54
0.59	0.45	0.59
0.36	0.54	0.57
0.37	0.50	0.56
0.46	0.42	0.69
0.44	0.52	0.63
0.79	0.20	0.81
0.00	0.56	0.32
0.29	0.56	0.58
0.63	0.42	0.63
0.80	0.37	0.71
0.00	0.50	0.52
0.42	0.50	0.56
0.48	0.62	0.57
0.44	0.72	0.47
0.58	0.26	0.70
0.80	0.36	0.73
0.35	0.54	0.57
0.25	0.81	0.60
0.00	0.77	0.43
0.00	0.74	0.41
0.18	0.82	0.46
0.00	0.67	0.55
0.00	0.63	0.43
0.62	0.20	0.74
0.00	0.62	0.49
0.77	0.14	0.83
0.78	0.17	0.71
0.32	0.30	0.73
0.00	0.64	0.43
0.00	0.53	0.54
0.26	0.47	0.55
0.50	0.48	0.53
0.56	0.39	0.66
0.41	0.25	0.79
0.68	0.41	0.63
0.00	0.69	0.39
0.38	0.44	0.58
0.51	0.31	0.74
0.56	0.31	0.78
0.34	0.67	0.49
0.21	0.79	0.49
0.25	0.66	0.42
0.79	0.29	0.78
0.00	0.83	0.38
0.30	0.58	0.55
0.45	0.51	0.59
0.00	0.67	0.45
0.42	0.42	0.61
0.63	0.30	0.76
0.69	0.31	0.72
0.46	0.51	0.66
0.00	0.75	0.50
0.62	0.45	0.70
0.38	0.61	0.66
0.24	0.67	0.48
0.65	0.44	0.63
0.53	0.37	0.72
0.32	0.73	0.43
0.44	0.27	0.71
0.00	0.77	0.36
0.00	1.29	0.44
0.29	0.41	0.72
0.38	0.52	0.48
0.62	0.26	0.74
0.34	0.58	0.53
0.63	0.25	0.75
0.71	0.29	0.78
0.58	0.44	0.72
0.00	0.67	0.21
0.44	0.51	0.57
0.00	0.27	0.72
0.33	0.62	0.57
0.27	0.36	0.48
0.27	0.50	0.61
0.28	0.62	0.53
1.00	0.00	1.00
0.51	0.21	0.72
0.79	0.09	0.85
0.63	0.45	0.67
0.44	0.44	0.75
0.00	1.25	0.32
0.26	0.62	0.36
0.32	0.55	0.50
0.14	0.72	0.41
0.10	0.78	0.35
0.14	0.81	0.41
0.18	0.76	0.42
0.23	0.88	0.49
0.16	0.68	0.41
0.11	0.76	0.42
0.36	0.53	0.53
0.07	0.91	0.36
0.00	0.76	0.27
0.74	0.09	0.82
0.73	0.25	0.75
0.52	0.30	0.69
0.49	0.45	0.71
0.69	0.29	0.76
0.57	0.23	0.81
0.39	0.35	0.69
0.49	0.43	0.71
0.59	0.29	0.71
0.59	0.31	0.76
0.00	0.74	0.38
0.30	0.63	0.42
0.23	0.96	0.52
0.75	0.52	0.58
0.20	0.65	0.37
0.47	0.55	0.66
0.00	0.72	0.63
0.00	0.82	0.56
0.00	0.50	0.74
0.22	0.62	0.60
0.61	0.26	0.80
0.00	0.69	0.57
0.47	0.56	0.58
0.00	0.74	0.46
0.66	0.36	0.70
0.00	0.56	0.63
0.00	1.64	0.19
0.00	0.86	0.29
0.31	0.52	0.54
0.30	0.42	0.49
0.27	0.64	0.50
0.00	0.95	0.24
0.00	0.94	0.37
0.30	0.51	0.54
0.41	0.56	0.59
0.00	0.97	0.36
0.35	0.65	0.53
0.00	0.76	0.25
0.60	0.29	0.73
0.68	0.31	0.66
0.20	0.78	0.48
0.51	0.40	0.66
0.26	0.60	0.51
0.16	0.65	0.33
0.25	0.71	0.43
0.24	0.74	0.51
0.64	0.20	0.81
0.66	0.44	0.63
0.00	0.84	0.30
0.16	0.65	0.32
0.00	1.00	0.27
0.89	0.12	0.82
0.30	0.49	0.62
0.55	0.35	0.69
0.27	0.62	0.66
0.49	0.39	0.64
0.45	0.47	0.65
0.48	0.57	0.54
0.25	0.56	0.43
0.51	0.46	0.63
0.00	0.96	0.38
0.61	0.29	0.65
0.17	0.71	0.47
0.45	0.41	0.63
0.21	0.67	0.40
0.37	0.55	0.64
0.00	0.86	0.64
0.36	0.46	0.66
0.00	0.67	0.61
0.00	0.86	0.51
0.00	0.94	0.39
0.64	0.30	0.71
0.39	0.45	0.70
0.20	1.00	0.44
0.00	0.63	0.46
0.49	0.49	0.70
0.24	0.64	0.57
0.39	0.52	0.62
0.31	0.69	0.55
0.37	0.44	0.63
0.20	0.65	0.34
0.53	0.30	0.70
0.47	0.37	0.72
0.33	0.64	0.55
0.00	0.91	0.38
0.76	0.13	0.81
0.53	0.51	0.69
0.19	0.73	0.44
