sacre_BLEU	TER	CHRF2
0.41	0.41	0.66
0.00	0.24	0.78
0.46	0.41	0.56
0.00	0.72	0.50
0.45	0.56	0.57
0.60	0.46	0.63
0.00	0.88	0.33
0.58	0.32	0.73
0.46	0.35	0.72
0.46	0.49	0.58
0.24	0.62	0.48
0.00	0.58	0.42
0.21	0.54	0.41
0.30	0.59	0.50
0.40	0.60	0.59
0.22	0.63	0.49
0.61	0.24	0.77
0.17	0.60	0.47
0.35	0.57	0.61
0.35	0.53	0.57
0.44	0.63	0.55
0.44	0.44	0.58
0.35	0.38	0.61
0.49	0.39	0.61
0.16	0.78	0.47
0.44	0.49	0.59
0.49	0.57	0.63
0.44	0.45	0.59
0.55	0.38	0.60
0.50	0.31	0.63
0.50	0.32	0.68
0.58	0.47	0.63
0.90	0.09	0.91
0.00	0.74	0.41
0.56	0.29	0.72
0.38	0.60	0.57
0.71	0.30	0.77
0.62	0.33	0.65
0.61	0.29	0.76
0.21	0.65	0.42
0.40	0.41	0.66
0.49	0.36	0.73
0.64	0.41	0.76
0.62	0.33	0.78
0.77	0.31	0.73
0.52	0.38	0.72
0.23	0.61	0.59
0.24	0.59	0.52
0.50	0.45	0.62
0.18	0.57	0.35
0.23	0.63	0.50
0.57	0.30	0.66
0.58	0.39	0.66
0.60	0.36	0.67
0.42	0.42	0.64
0.39	0.58	0.57
0.35	0.63	0.54
0.29	0.60	0.47
0.56	0.42	0.66
0.68	0.16	0.82
0.38	0.55	0.62
0.48	0.63	0.44
0.91	0.11	0.89
0.27	0.50	0.68
0.59	0.27	0.72
0.64	0.26	0.77
0.60	0.25	0.78
0.25	0.56	0.45
0.47	0.34	0.50
0.51	0.46	0.69
0.38	0.24	0.77
0.60	0.34	0.75
0.31	0.53	0.62
0.52	0.17	0.83
0.35	0.65	0.55
0.43	0.44	0.69
0.00	0.56	0.46
0.56	0.31	0.75
0.34	0.43	0.50
0.00	0.52	0.52
0.19	0.62	0.51
0.58	0.42	0.56
0.58	0.39	0.69
0.77	0.13	0.84
0.84	0.13	0.78
0.22	0.65	0.62
0.42	0.47	0.61
0.44	0.39	0.62
0.46	0.35	0.65
0.37	0.62	0.58
0.15	0.71	0.36
0.34	0.51	0.57
0.24	0.67	0.50
0.22	0.60	0.51
0.33	0.69	0.62
0.37	0.65	0.54
0.00	0.73	0.56
0.29	0.78	0.48
0.18	0.65	0.43
0.34	0.75	0.57
0.00	0.54	0.41
0.00	0.65	0.51
0.36	0.45	0.59
0.00	0.76	0.43
0.00	0.74	0.40
0.30	0.67	0.45
0.12	0.81	0.36
0.33	0.58	0.50
0.25	0.66	0.41
0.00	0.90	0.42
0.00	0.71	0.40
0.52	0.40	0.53
0.16	0.79	0.41
0.54	0.62	0.48
0.29	0.67	0.48
0.00	0.93	0.30
0.16	0.70	0.43
0.21	0.69	0.39
0.46	0.25	0.75
0.34	0.67	0.49
0.00	0.71	0.33
0.13	0.82	0.43
0.33	0.56	0.53
0.15	0.76	0.38
0.00	0.78	0.47
0.00	0.65	0.37
0.00	0.84	0.39
0.00	0.85	0.23
0.00	0.67	0.52
0.80	0.16	0.82
0.21	0.59	0.40
0.24	0.64	0.54
0.00	0.50	0.52
0.55	0.39	0.68
0.33	0.49	0.64
0.28	0.57	0.48
0.00	1.00	0.46
0.88	0.24	0.85
0.58	0.38	0.81
0.25	0.67	0.43
0.66	0.37	0.75
0.24	0.59	0.45
0.00	0.55	0.41
0.23	0.56	0.43
0.27	0.73	0.56
0.25	0.70	0.47
0.54	0.32	0.68
0.45	0.31	0.81
0.21	0.66	0.45
1.00	0.00	1.00
0.33	0.40	0.62
0.48	0.38	0.63
0.47	0.47	0.58
0.40	0.63	0.61
0.00	0.82	0.15
0.35	0.63	0.51
0.31	0.71	0.46
0.44	0.58	0.59
0.18	0.62	0.51
0.00	0.67	0.39
0.61	0.25	0.75
0.21	0.61	0.39
0.00	0.52	0.53
0.30	0.70	0.45
0.43	0.54	0.49
0.00	0.71	0.34
0.28	0.80	0.50
0.00	0.80	0.35
0.00	0.97	0.32
0.00	0.89	0.39
0.44	0.62	0.54
0.00	0.84	0.45
0.26	0.52	0.55
0.19	0.71	0.44
0.47	0.54	0.62
0.29	0.55	0.50
0.00	0.80	0.36
0.33	0.67	0.56
0.34	0.67	0.67
0.41	0.37	0.66
0.00	0.80	0.46
0.00	0.42	0.53
0.40	0.53	0.63
0.49	0.44	0.59
0.35	0.49	0.63
0.38	0.42	0.62
0.18	0.80	0.55
0.24	0.61	0.62
0.49	0.48	0.70
0.00	0.62	0.59
0.25	0.64	0.44
0.39	0.50	0.62
0.30	0.53	0.45
0.00	0.91	0.28
0.00	0.94	0.37
0.57	0.40	0.56
0.00	0.96	0.29
0.20	0.61	0.46
0.00	0.55	0.53
0.28	0.46	0.55
0.18	0.71	0.43
0.25	0.62	0.49
0.43	0.42	0.80
0.31	0.62	0.53
0.21	0.72	0.40
0.31	0.59	0.58
1.00	0.00	1.00
0.34	0.57	0.65
0.75	0.20	0.90
0.41	0.31	0.68
0.43	0.59	0.62
0.22	0.62	0.48
0.78	0.23	0.82
0.83	0.07	0.93
0.00	0.46	0.73
0.81	0.21	0.83
0.00	0.38	0.66
0.27	0.75	0.58
0.30	0.62	0.55
0.73	0.20	0.86
0.38	0.50	0.58
0.61	0.32	0.75
0.55	0.55	0.58
0.47	0.42	0.64
0.61	0.24	0.75
0.00	0.71	0.45
0.00	0.80	0.33
0.31	0.50	0.63
0.35	0.63	0.55
0.20	0.52	0.55
0.54	0.32	0.67
0.43	0.48	0.54
0.29	0.60	0.49
0.21	0.63	0.55
0.42	0.56	0.59
0.00	0.80	0.52
0.00	0.88	0.32
0.32	0.59	0.55
0.36	0.55	0.50
0.00	0.63	0.53
0.22	0.58	0.57
0.00	0.69	0.50
0.42	0.40	0.58
0.13	0.58	0.39
0.38	0.63	0.61
0.67	0.17	0.81
0.38	0.47	0.71
0.39	0.54	0.58
0.53	0.27	0.71
0.00	0.43	0.48
0.49	0.50	0.55
0.20	0.45	0.60
0.24	0.72	0.54
0.41	0.50	0.67
0.00	0.61	0.54
0.39	0.51	0.63
0.00	0.88	0.38
0.00	0.63	0.55
0.41	0.58	0.63
0.66	0.09	0.89
0.40	0.46	0.52
0.25	0.43	0.62
0.00	1.09	0.30
0.29	0.59	0.57
0.21	0.81	0.60
0.00	0.70	0.43
0.15	0.53	0.54
0.14	0.65	0.53
0.31	0.54	0.62
0.35	0.65	0.57
0.00	0.58	0.55
0.21	0.64	0.38
0.21	0.67	0.43
0.45	0.48	0.59
0.00	0.87	0.43
0.33	0.45	0.60
0.40	0.58	0.63
0.34	0.48	0.53
0.69	0.10	0.81
0.15	0.88	0.39
0.39	0.33	0.74
0.30	0.68	0.49
0.32	0.60	0.52
0.53	0.46	0.55
0.00	0.81	0.42
0.00	1.11	0.01
0.43	0.64	0.54
0.25	0.65	0.53
0.00	0.69	0.45
0.31	0.66	0.48
0.25	0.60	0.54
0.36	0.49	0.58
0.24	0.74	0.47
0.29	0.76	0.51
0.43	0.50	0.51
0.49	0.54	0.54
0.35	0.60	0.49
0.26	0.65	0.55
0.00	0.98	0.27
0.23	0.76	0.50
0.20	0.71	0.47
0.48	0.54	0.56
0.39	0.58	0.54
0.16	0.81	0.44
0.00	0.78	0.43
0.00	0.57	0.42
0.39	0.43	0.64
0.11	0.78	0.41
0.44	0.38	0.65
0.31	0.61	0.43
0.38	0.56	0.54
0.26	0.56	0.53
0.39	0.25	0.64
0.00	0.81	0.43
0.23	0.48	0.69
0.34	0.81	0.67
0.37	0.30	0.68
0.00	0.80	0.51
0.17	0.67	0.51
0.36	0.36	0.70
0.35	0.71	0.44
0.52	0.53	0.57
0.00	0.45	0.43
0.44	0.55	0.65
0.62	0.35	0.72
0.00	0.85	0.27
0.32	0.45	0.56
0.25	0.56	0.34
0.82	0.15	0.86
0.39	0.52	0.69
0.45	0.57	0.46
0.39	0.41	0.66
0.26	0.76	0.49
0.30	0.67	0.49
0.27	0.79	0.47
0.45	0.51	0.60
0.44	0.58	0.57
0.44	0.55	0.59
0.00	0.79	0.26
0.53	0.42	0.71
0.30	0.47	0.64
0.33	0.58	0.58
0.45	0.43	0.60
0.38	0.54	0.66
0.28	0.48	0.48
0.43	0.37	0.69
0.45	0.39	0.71
0.16	0.86	0.41
0.65	0.45	0.70
0.68	0.26	0.80
0.31	0.61	0.49
0.42	0.61	0.59
0.44	0.46	0.67
0.13	0.59	0.55
0.73	0.29	0.75
0.22	0.71	0.55
0.20	0.68	0.49
0.37	0.40	0.66
0.29	0.67	0.55
0.17	0.57	0.52
0.66	0.52	0.60
0.55	0.41	0.70
0.00	0.90	0.46
0.24	0.40	0.51
0.26	0.54	0.49
0.00	0.68	0.48
0.00	0.57	0.43
0.67	0.20	0.81
0.16	0.67	0.49
0.00	0.82	0.34
0.54	0.48	0.65
0.40	0.53	0.70
0.35	0.56	0.55
0.45	0.63	0.52
0.00	0.73	0.53
0.25	0.71	0.50
0.38	0.68	0.50
0.42	0.55	0.61
0.24	0.55	0.52
0.30	0.42	0.61
0.23	0.68	0.56
0.22	0.62	0.53
0.00	0.65	0.32
0.23	0.67	0.35
0.23	0.65	0.39
0.39	0.61	0.47
0.41	0.62	0.49
0.52	0.44	0.66
0.33	0.64	0.44
0.55	0.32	0.77
0.64	0.32	0.76
0.31	0.65	0.47
0.31	0.55	0.49
0.30	0.60	0.57
0.00	0.48	0.47
0.24	0.51	0.58
0.15	0.58	0.54
0.20	0.67	0.48
0.32	0.52	0.58
0.32	0.45	0.68
0.24	0.87	0.51
0.00	0.70	0.44
0.25	0.78	0.48
0.43	0.60	0.60
0.27	0.73	0.48
0.50	0.34	0.66
0.46	0.43	0.71
0.12	0.77	0.43
0.00	0.64	0.32
0.00	0.93	0.31
0.32	0.79	0.52
0.00	0.87	0.25
0.00	0.72	0.33
0.67	0.20	0.80
0.22	0.67	0.50
0.21	0.57	0.58
0.73	0.09	0.85
0.00	0.60	0.57
0.33	0.64	0.47
0.00	0.57	0.81
0.18	0.69	0.44
0.00	0.64	0.42
0.00	1.12	0.35
1.00	0.00	1.00
0.35	0.44	0.47
0.28	0.65	0.43
0.00	0.73	0.38
0.00	0.25	0.49
0.82	0.08	0.89
0.00	0.83	0.31
0.20	0.75	0.44
1.00	0.00	1.00
0.16	0.75	0.38
0.30	0.47	0.57
0.29	0.74	0.57
0.00	1.33	0.36
0.28	0.56	0.52
0.00	0.79	0.38
0.00	0.67	0.36
0.71	0.25	0.82
0.25	0.55	0.44
0.45	0.56	0.50
0.40	0.53	0.57
0.00	0.67	0.50
0.69	0.19	0.79
0.70	0.18	0.80
0.58	0.35	0.69
0.00	0.82	0.27
0.23	0.56	0.41
0.43	0.22	0.70
0.25	0.67	0.44
0.55	0.20	0.73
0.65	0.23	0.77
0.00	0.57	0.44
0.43	0.56	0.66
0.26	0.72	0.57
0.18	0.84	0.38
0.46	0.44	0.68
0.19	0.65	0.44
0.35	0.62	0.55
0.44	0.47	0.73
0.37	0.56	0.61
0.00	1.06	0.34
0.32	0.55	0.60
0.53	0.43	0.65
0.40	0.47	0.63
0.27	0.62	0.49
0.93	0.08	0.94
0.53	0.35	0.66
0.00	0.87	0.38
0.35	0.44	0.53
0.15	0.76	0.40
0.23	0.56	0.38
0.00	0.57	0.53
0.40	0.58	0.55
0.17	0.73	0.46
0.27	0.72	0.49
0.65	0.35	0.74
0.31	0.63	0.55
0.40	0.62	0.63
0.23	0.73	0.38
0.48	0.46	0.63
0.21	0.50	0.63
0.29	0.58	0.50
0.27	0.63	0.48
0.37	0.66	0.44
0.33	0.71	0.52
0.41	0.49	0.67
0.00	0.67	0.36
0.20	0.71	0.45
0.36	0.38	0.64
0.00	0.81	0.36
0.38	0.59	0.48
0.00	0.76	0.42
0.35	0.67	0.54
0.00	0.64	0.42
0.53	0.39	0.64
0.38	0.41	0.56
0.84	0.21	0.77
0.46	0.49	0.58
0.30	0.49	0.59
0.45	0.45	0.58
0.28	0.57	0.39
0.44	0.32	0.76
0.56	0.43	0.70
0.75	0.18	0.84
0.00	0.55	0.52
0.00	0.70	0.51
0.00	0.85	0.40
0.23	0.53	0.56
0.41	0.52	0.55
0.35	0.56	0.59
0.41	0.28	0.61
0.52	0.58	0.57
0.27	0.67	0.59
0.62	0.32	0.70
0.32	0.56	0.60
0.41	0.52	0.65
0.61	0.44	0.59
0.73	0.19	0.81
0.56	0.46	0.68
0.29	0.54	0.58
0.34	0.85	0.59
0.35	0.81	0.57
0.58	0.33	0.72
0.73	0.26	0.72
0.24	0.62	0.61
0.34	0.59	0.55
0.51	0.40	0.67
0.52	0.36	0.76
0.47	0.37	0.67
0.45	0.46	0.64
0.62	0.38	0.72
0.87	0.17	0.85
0.56	0.47	0.63
0.42	0.48	0.61
0.74	0.30	0.77
0.78	0.20	0.84
0.49	0.52	0.66
0.61	0.28	0.77
0.79	0.12	0.89
0.47	0.40	0.70
0.00	0.58	0.45
0.48	0.52	0.58
0.36	0.57	0.58
0.00	0.70	0.35
0.47	0.33	0.72
0.34	0.47	0.56
0.29	0.75	0.60
0.44	0.60	0.44
0.69	0.21	0.85
0.47	0.49	0.67
0.33	0.61	0.47
0.58	0.45	0.68
0.55	0.29	0.76
0.57	0.42	0.69
0.00	0.78	0.53
0.41	0.57	0.71
0.19	0.60	0.47
0.57	0.49	0.71
0.00	0.84	0.41
0.31	0.64	0.49
0.22	0.78	0.61
0.45	0.45	0.61
0.28	0.76	0.49
0.42	0.51	0.55
0.27	0.54	0.50
0.38	0.44	0.60
0.48	0.47	0.61
0.46	0.44	0.53
0.00	0.50	0.48
0.41	0.50	0.51
0.35	0.50	0.48
0.39	0.28	0.62
0.38	0.41	0.57
0.73	0.14	0.84
0.50	0.48	0.74
0.44	0.27	0.59
0.45	0.32	0.73
0.25	0.57	0.47
0.42	0.28	0.61
0.50	0.51	0.63
0.40	0.44	0.66
0.22	0.55	0.54
0.42	0.41	0.63
0.96	0.12	0.85
0.56	0.50	0.58
0.62	0.38	0.69
0.65	0.17	0.85
0.28	0.63	0.61
0.33	0.72	0.54
0.00	0.76	0.48
0.44	0.45	0.61
0.46	0.40	0.59
0.65	0.43	0.73
0.53	0.48	0.68
0.54	0.38	0.68
0.39	0.56	0.54
0.26	0.62	0.53
0.45	0.39	0.64
0.28	0.58	0.56
0.40	0.47	0.62
0.45	0.42	0.56
0.44	0.56	0.56
0.45	0.42	0.62
0.47	0.36	0.64
0.64	0.24	0.79
0.36	0.56	0.56
0.16	0.77	0.41
0.35	0.49	0.59
0.49	0.39	0.68
0.24	0.68	0.52
0.50	0.40	0.70
0.00	0.20	0.77
0.62	0.35	0.72
0.72	0.20	0.77
0.49	0.40	0.67
0.40	0.48	0.74
0.50	0.43	0.59
0.41	0.59	0.62
0.00	1.00	0.30
0.54	0.35	0.75
0.44	0.32	0.67
0.65	0.42	0.66
0.31	0.28	0.63
0.73	0.10	0.82
0.37	0.62	0.59
0.84	0.12	0.90
0.56	0.33	0.72
0.39	0.51	0.69
0.42	0.49	0.64
0.44	0.45	0.67
0.00	0.58	0.64
0.66	0.47	0.64
0.00	0.59	0.60
0.34	0.55	0.61
0.55	0.42	0.66
0.44	0.39	0.71
1.00	0.00	1.00
0.48	0.58	0.57
0.68	0.22	0.79
0.22	0.55	0.47
0.85	0.10	0.92
0.44	0.33	0.61
0.28	0.72	0.53
0.35	0.85	0.55
0.00	0.55	0.42
0.40	0.20	0.66
0.16	0.84	0.51
0.10	0.98	0.50
0.00	1.30	0.49
0.00	0.14	0.36
0.26	0.73	0.57
0.00	0.64	0.45
0.27	0.77	0.60
0.46	0.49	0.66
0.72	0.18	0.78
0.69	0.22	0.78
0.00	0.74	0.54
0.52	0.35	0.76
0.31	0.54	0.53
0.50	0.45	0.72
0.40	0.42	0.62
0.55	0.49	0.57
0.58	0.36	0.75
1.00	0.00	1.00
0.22	0.53	0.53
0.49	0.37	0.61
0.69	0.30	0.78
0.36	0.34	0.64
0.47	0.47	0.54
0.41	0.49	0.62
0.00	0.76	0.40
0.26	0.58	0.63
0.38	0.59	0.61
0.27	0.64	0.51
0.56	0.33	0.68
0.34	0.51	0.59
0.43	0.29	0.61
0.32	0.42	0.59
0.47	0.47	0.67
0.41	0.60	0.54
0.27	0.65	0.51
0.28	0.63	0.52
0.26	0.44	0.52
0.22	0.55	0.51
0.47	0.46	0.64
0.37	0.40	0.70
0.46	0.36	0.66
0.30	0.29	0.75
0.40	0.56	0.64
0.31	0.54	0.59
0.33	0.62	0.66
0.42	0.47	0.59
0.00	0.61	0.36
0.36	0.38	0.53
0.41	0.47	0.65
0.30	0.61	0.59
0.36	0.62	0.63
0.42	0.55	0.58
0.44	0.47	0.67
0.51	0.43	0.62
0.56	0.34	0.74
0.67	0.22	0.78
0.68	0.35	0.70
0.44	0.65	0.61
0.56	0.60	0.59
0.20	0.63	0.56
0.38	0.56	0.62
0.00	0.70	0.37
0.75	0.14	0.84
0.17	1.20	0.45
0.53	0.35	0.70
0.54	0.38	0.65
0.18	0.47	0.62
0.18	0.78	0.39
0.52	0.25	0.78
0.81	0.17	0.87
0.38	0.50	0.53
0.18	0.58	0.51
0.31	0.70	0.42
0.00	0.67	0.50
0.68	0.45	0.66
0.32	0.59	0.57
0.30	0.61	0.46
0.20	0.95	0.43
0.64	0.40	0.67
0.74	0.00	0.92
0.00	0.56	0.33
0.29	0.56	0.58
0.28	0.77	0.43
0.80	0.15	0.87
0.00	0.50	0.37
0.51	0.45	0.59
0.60	0.31	0.68
0.22	0.72	0.41
0.29	0.70	0.51
0.44	0.64	0.71
0.36	0.59	0.50
0.26	0.43	0.62
0.00	0.77	0.37
0.00	0.69	0.43
0.25	0.73	0.57
0.00	0.38	0.56
0.00	0.74	0.39
0.41	0.53	0.50
0.00	0.69	0.42
0.49	0.51	0.63
0.59	0.26	0.63
0.48	0.20	0.75
0.28	0.50	0.62
0.00	0.67	0.42
0.00	0.51	0.52
0.74	0.34	0.70
0.36	0.51	0.57
0.35	0.38	0.63
0.51	0.56	0.55
0.00	0.69	0.38
0.35	0.49	0.54
0.51	0.31	0.73
0.42	0.46	0.68
0.38	0.63	0.56
0.18	0.79	0.47
0.20	0.75	0.41
0.64	0.29	0.66
0.00	0.83	0.36
0.40	0.64	0.53
0.26	0.60	0.50
0.00	0.78	0.43
0.29	0.53	0.52
0.29	0.54	0.64
0.69	0.31	0.77
0.42	0.51	0.62
0.18	0.79	0.44
0.25	0.64	0.56
0.44	0.43	0.68
0.39	0.55	0.57
0.50	0.38	0.61
0.48	0.37	0.72
0.37	0.55	0.48
0.00	0.67	0.46
0.00	0.77	0.30
0.00	0.93	0.48
0.51	0.32	0.79
0.00	0.58	0.47
0.62	0.26	0.74
0.39	0.50	0.57
0.63	0.25	0.74
0.64	0.35	0.76
0.22	0.62	0.52
0.00	1.00	0.18
0.19	0.63	0.49
0.00	0.40	0.56
0.40	0.54	0.67
0.32	0.36	0.55
0.34	0.50	0.54
0.00	0.67	0.42
0.84	0.07	0.92
0.52	0.36	0.62
0.79	0.09	0.85
0.70	0.36	0.86
0.44	0.44	0.75
0.00	0.75	0.62
0.00	0.75	0.26
0.13	0.68	0.46
0.14	0.67	0.46
0.21	0.74	0.47
0.17	0.78	0.44
0.00	0.85	0.35
0.00	0.92	0.41
0.25	0.60	0.53
0.17	0.69	0.45
0.25	0.53	0.52
0.07	0.84	0.40
0.30	0.53	0.45
0.47	0.43	0.66
0.44	0.48	0.59
0.62	0.30	0.71
0.62	0.24	0.81
0.54	0.41	0.62
0.71	0.23	0.82
0.47	0.29	0.76
0.49	0.43	0.71
0.72	0.20	0.79
0.57	0.24	0.78
0.00	0.52	0.48
0.33	0.59	0.45
0.00	0.87	0.44
0.65	0.44	0.56
0.00	0.70	0.41
0.35	0.55	0.57
0.00	0.80	0.35
0.00	0.82	0.53
0.00	0.80	0.54
0.25	0.67	0.57
0.50	0.41	0.76
0.21	1.03	0.51
0.43	0.62	0.58
0.00	0.63	0.44
0.49	0.31	0.70
0.38	0.32	0.67
0.00	1.27	0.27
0.00	0.71	0.28
0.32	0.48	0.52
0.31	0.48	0.50
0.27	0.61	0.49
0.00	0.95	0.25
0.17	0.90	0.42
0.00	0.62	0.45
0.34	0.66	0.54
0.00	0.97	0.36
0.16	0.88	0.38
0.00	0.76	0.26
0.33	0.53	0.67
0.50	0.31	0.69
0.22	0.72	0.49
0.49	0.40	0.65
0.46	0.42	0.60
0.00	0.70	0.28
0.00	0.75	0.43
0.18	0.79	0.46
0.64	0.20	0.88
0.00	0.59	0.49
0.00	0.71	0.28
0.17	0.65	0.33
0.00	0.93	0.22
0.54	0.24	0.71
0.38	0.43	0.60
0.45	0.47	0.61
0.00	0.69	0.52
0.42	0.46	0.63
0.42	0.37	0.64
0.39	0.57	0.56
0.25	0.56	0.43
0.70	0.21	0.79
0.00	0.70	0.47
0.39	0.43	0.59
0.16	0.88	0.46
0.55	0.41	0.68
0.21	0.67	0.35
0.36	0.55	0.59
0.00	0.67	0.62
0.39	0.42	0.66
0.30	0.58	0.59
0.27	0.57	0.58
0.00	0.94	0.35
0.45	0.30	0.73
0.00	0.45	0.55
0.29	0.76	0.60
0.00	0.53	0.50
0.46	0.55	0.62
0.22	0.62	0.56
0.30	0.65	0.56
0.33	0.63	0.56
0.38	0.48	0.64
0.37	0.60	0.48
0.44	0.38	0.62
0.39	0.53	0.65
0.49	0.64	0.52
0.00	1.00	0.47
0.54	0.26	0.72
0.47	0.51	0.63
0.47	0.45	0.57
