sacre_BLEU	TER	CHRF2
0.00	0.69	0.30
0.51	0.27	0.94
0.45	0.50	0.64
0.00	0.56	0.60
0.66	0.26	0.83
0.55	0.56	0.70
0.65	0.18	0.77
0.00	0.79	0.44
0.63	0.28	0.77
0.60	0.24	0.83
0.58	0.29	0.62
0.25	0.72	0.53
0.46	0.56	0.57
0.17	0.85	0.35
0.22	0.67	0.42
0.46	0.53	0.67
0.36	0.43	0.64
0.70	0.36	0.70
0.53	0.27	0.70
0.38	0.39	0.61
0.64	0.31	0.77
0.36	0.53	0.57
0.49	0.54	0.63
0.52	0.39	0.67
0.53	0.37	0.68
0.15	0.60	0.44
0.27	0.57	0.58
0.29	0.50	0.63
0.22	0.68	0.50
0.50	0.35	0.72
0.44	0.46	0.60
0.51	0.44	0.62
0.57	0.37	0.82
0.52	0.42	0.60
0.61	0.41	0.76
0.44	0.58	0.55
0.49	0.45	0.57
0.81	0.15	0.83
0.56	0.19	0.77
0.54	0.40	0.70
0.73	0.09	0.86
0.00	0.69	0.49
0.62	0.40	0.76
0.44	0.64	0.58
0.77	0.10	0.92
0.55	0.42	0.62
0.86	0.12	0.90
0.33	0.76	0.50
1.00	0.00	1.00
0.54	0.36	0.71
0.66	0.34	0.83
0.55	0.33	0.64
0.96	0.17	0.82
0.51	0.33	0.72
0.45	0.52	0.66
0.44	0.39	0.64
0.54	0.19	0.78
0.50	0.63	0.46
0.00	0.78	0.47
0.49	0.41	0.60
0.48	0.48	0.63
0.58	0.31	0.69
0.42	0.45	0.63
0.51	0.42	0.65
0.30	0.63	0.54
0.00	0.70	0.42
0.39	0.49	0.61
0.47	0.32	0.76
0.36	0.58	0.57
0.00	0.63	0.33
0.87	0.05	0.91
0.25	0.60	0.52
0.48	0.30	0.74
0.50	0.38	0.72
0.68	0.25	0.76
0.29	0.41	0.63
0.24	0.48	0.39
0.23	0.77	0.54
0.33	0.47	0.63
0.57	0.31	0.76
0.46	0.53	0.61
0.72	0.28	0.84
0.57	0.50	0.61
0.58	0.22	0.81
0.56	0.32	0.69
0.78	0.15	0.85
0.17	0.71	0.44
0.84	0.13	0.86
0.33	0.62	0.52
0.68	0.25	0.67
0.47	0.39	0.67
0.77	0.13	0.84
0.57	0.33	0.60
0.22	0.61	0.63
0.75	0.18	0.84
0.39	0.39	0.59
0.47	0.29	0.65
0.51	0.53	0.60
0.46	0.35	0.71
0.52	0.34	0.73
0.56	0.48	0.62
0.52	0.52	0.49
0.36	0.62	0.71
0.50	0.58	0.58
0.00	0.73	0.56
0.36	0.63	0.59
0.25	0.55	0.50
0.45	0.58	0.53
0.42	0.44	0.60
0.00	0.97	0.47
0.48	0.49	0.62
0.00	0.86	0.60
0.00	0.52	0.50
0.32	0.59	0.53
0.12	0.90	0.43
0.52	0.49	0.59
0.22	0.69	0.36
0.00	0.65	0.48
0.40	0.50	0.56
0.00	0.56	0.51
0.11	0.79	0.41
0.31	0.69	0.38
0.33	0.58	0.52
0.14	0.84	0.35
0.41	0.55	0.68
0.27	0.72	0.45
0.46	0.25	0.75
0.36	0.60	0.50
0.46	0.46	0.55
0.30	0.73	0.48
0.26	0.58	0.50
0.27	0.72	0.47
0.20	0.83	0.46
0.21	0.47	0.57
0.16	0.81	0.41
0.00	0.80	0.27
0.60	0.33	0.70
0.58	0.53	0.66
0.64	0.22	0.77
1.00	0.00	1.00
0.00	0.58	0.44
0.72	0.39	0.71
0.63	0.13	0.84
0.25	0.64	0.45
0.69	0.17	0.86
0.63	0.40	0.77
0.65	0.31	0.79
0.48	0.30	0.68
0.73	0.37	0.81
0.36	0.82	0.60
0.20	0.65	0.44
0.46	0.44	0.72
0.29	0.64	0.57
0.36	0.40	0.62
0.77	0.24	0.81
0.59	0.15	0.89
0.49	0.46	0.53
0.00	0.33	0.34
0.35	0.47	0.65
0.25	0.57	0.45
0.39	0.60	0.56
0.63	0.36	0.71
0.00	0.82	0.30
0.41	0.57	0.58
0.30	0.62	0.56
0.54	0.52	0.72
0.18	0.67	0.56
0.00	0.80	0.27
0.23	0.65	0.58
0.17	0.70	0.41
0.73	0.26	0.82
0.45	0.51	0.58
0.47	0.49	0.52
0.22	0.64	0.44
0.49	0.47	0.62
0.00	0.70	0.44
0.18	0.83	0.40
0.00	0.78	0.39
0.54	0.50	0.65
0.35	0.58	0.54
0.27	0.52	0.60
0.24	0.82	0.47
0.56	0.42	0.70
0.34	0.48	0.55
0.00	0.80	0.37
0.40	0.49	0.69
0.00	1.07	0.46
0.42	0.42	0.62
0.39	0.63	0.60
0.00	0.53	0.47
0.48	0.57	0.61
0.25	0.59	0.44
0.27	0.73	0.52
0.67	0.32	0.71
0.44	0.53	0.68
0.24	0.87	0.56
0.21	0.71	0.59
0.60	0.12	0.76
0.28	0.67	0.46
0.35	0.56	0.61
0.38	0.47	0.63
0.44	0.42	0.58
0.25	0.38	0.67
0.58	0.34	0.61
0.60	0.35	0.73
0.59	0.30	0.79
0.00	0.45	0.63
0.41	0.46	0.59
0.33	0.46	0.56
0.29	0.53	0.57
0.35	0.63	0.73
0.27	0.75	0.49
0.35	0.56	0.54
0.35	0.65	0.58
0.84	0.17	0.88
0.51	0.23	0.86
0.75	0.20	0.90
0.54	0.38	0.75
0.23	0.59	0.47
0.00	0.62	0.49
0.62	0.31	0.78
0.40	0.40	0.73
0.75	0.15	0.92
0.60	0.32	0.76
0.44	0.25	0.79
0.51	0.42	0.78
0.23	0.71	0.48
0.55	0.30	0.74
0.32	0.36	0.65
0.69	0.22	0.86
0.41	0.61	0.50
0.67	0.21	0.84
0.84	0.12	0.89
0.00	0.71	0.43
0.43	0.30	0.61
0.35	0.67	0.57
0.42	0.46	0.61
0.14	0.81	0.52
0.34	0.53	0.59
0.75	0.22	0.78
0.00	0.68	0.43
0.40	0.57	0.64
0.39	0.49	0.58
0.00	0.80	0.73
0.00	1.12	0.33
0.22	0.57	0.53
0.75	0.24	0.76
0.53	0.30	0.78
0.57	0.32	0.76
0.00	0.80	0.46
0.41	0.44	0.58
0.26	0.68	0.38
0.43	0.53	0.64
0.78	0.35	0.89
0.56	0.34	0.78
0.59	0.39	0.67
0.53	0.31	0.70
0.00	0.43	0.46
0.57	0.33	0.66
0.34	0.53	0.57
0.33	0.72	0.60
0.72	0.31	0.83
0.24	0.58	0.54
0.53	0.45	0.63
0.00	0.88	0.42
0.26	0.42	0.67
0.33	0.45	0.54
1.00	0.00	1.00
0.61	0.46	0.60
0.52	0.30	0.80
0.37	0.64	0.53
0.40	0.48	0.62
0.35	0.81	0.64
0.25	0.61	0.55
0.00	0.68	0.54
0.48	0.41	0.70
0.46	0.38	0.74
0.43	0.56	0.59
0.55	0.25	0.71
0.00	1.00	0.30
0.53	0.33	0.65
0.45	0.48	0.57
0.26	0.74	0.54
0.27	0.70	0.59
0.85	0.19	0.86
0.48	0.46	0.63
0.89	0.05	0.91
0.48	0.54	0.68
0.65	0.17	0.81
0.33	0.60	0.57
0.36	0.60	0.50
0.96	0.31	0.71
0.37	0.59	0.60
0.33	0.59	0.58
0.54	0.61	0.61
0.57	0.40	0.67
0.00	0.69	0.43
0.23	0.59	0.49
0.29	0.53	0.53
0.54	0.43	0.62
0.18	0.63	0.41
0.00	0.65	0.51
0.46	0.50	0.54
0.48	0.46	0.56
0.35	0.65	0.60
0.43	0.65	0.63
0.33	0.70	0.41
0.23	0.76	0.41
0.29	0.68	0.50
0.52	0.54	0.63
0.47	0.49	0.61
0.52	0.42	0.63
0.22	0.68	0.43
0.23	0.60	0.49
0.27	0.61	0.49
0.00	0.64	0.47
0.43	0.38	0.74
0.38	0.54	0.49
0.42	0.45	0.59
0.00	0.44	0.47
0.31	0.55	0.59
0.27	0.59	0.49
0.58	0.24	0.75
0.46	0.44	0.76
0.33	0.35	0.65
0.50	0.50	0.74
0.40	0.61	0.63
0.36	0.36	0.70
0.39	0.82	0.52
0.50	0.53	0.57
0.00	0.27	0.60
0.51	0.52	0.61
0.76	0.12	0.79
0.32	0.69	0.41
0.28	0.26	0.71
0.00	0.50	0.31
0.59	0.31	0.75
0.33	0.57	0.64
0.32	0.57	0.63
0.38	0.38	0.68
0.29	0.69	0.53
0.25	0.70	0.46
0.31	0.63	0.56
0.33	0.55	0.62
0.58	0.47	0.67
0.48	0.43	0.66
0.29	0.58	0.45
0.52	0.35	0.67
0.26	0.50	0.64
0.68	0.38	0.72
0.43	0.40	0.67
0.42	0.38	0.74
0.28	0.48	0.48
0.48	0.35	0.69
0.62	0.34	0.76
0.38	0.71	0.52
0.72	0.45	0.65
0.67	0.32	0.73
0.00	0.78	0.39
0.42	0.61	0.61
0.67	0.37	0.71
0.26	0.50	0.59
0.63	0.29	0.74
0.00	0.59	0.54
0.22	0.66	0.44
0.00	0.56	0.47
0.47	0.46	0.69
0.36	0.48	0.60
0.34	0.65	0.56
0.68	0.28	0.79
0.00	1.05	0.51
0.28	0.51	0.59
0.38	0.54	0.54
0.51	0.53	0.59
0.21	0.68	0.43
0.67	0.24	0.88
0.31	0.67	0.54
0.00	0.71	0.36
0.48	0.48	0.65
0.49	0.37	0.70
0.46	0.51	0.64
0.34	0.71	0.49
0.39	0.67	0.59
0.26	0.71	0.53
0.49	0.68	0.50
0.54	0.47	0.65
0.18	0.64	0.51
0.52	0.47	0.58
0.16	0.68	0.50
0.53	0.38	0.59
0.22	0.77	0.47
0.38	0.57	0.44
0.25	0.60	0.46
0.20	0.69	0.39
0.24	0.69	0.50
0.43	0.61	0.62
0.43	0.60	0.56
0.54	0.41	0.70
0.48	0.37	0.75
0.42	0.46	0.58
0.40	0.43	0.60
0.52	0.51	0.63
0.00	0.57	0.48
0.38	0.51	0.67
0.17	0.55	0.60
0.00	0.75	0.39
0.54	0.48	0.61
0.32	0.55	0.71
0.24	0.87	0.53
0.24	0.63	0.47
0.48	0.61	0.62
0.50	0.51	0.64
0.28	0.73	0.53
0.50	0.34	0.66
0.37	0.43	0.66
0.29	0.60	0.52
0.00	0.45	0.51
0.14	0.89	0.39
0.32	0.61	0.55
0.00	0.87	0.34
0.28	0.56	0.46
0.56	0.10	0.87
0.23	0.67	0.52
0.43	0.48	0.72
0.73	0.09	0.85
0.45	0.40	0.73
0.38	0.57	0.55
1.00	0.00	1.00
0.27	0.69	0.53
0.00	0.64	0.43
0.00	0.38	0.64
1.00	0.00	1.00
0.37	0.56	0.49
0.35	0.45	0.60
0.23	0.67	0.47
0.00	0.25	0.46
0.47	0.46	0.75
0.00	0.69	0.42
0.29	0.80	0.45
0.00	0.33	0.30
0.28	0.69	0.41
0.28	0.40	0.63
0.27	0.84	0.56
0.00	1.00	0.31
0.44	0.52	0.51
0.28	0.67	0.50
0.74	0.19	0.70
0.71	0.25	0.82
0.65	0.28	0.66
0.39	0.47	0.51
0.58	0.41	0.69
0.33	0.38	0.72
0.87	0.19	0.87
0.58	0.27	0.76
0.58	0.35	0.68
0.00	0.91	0.31
0.00	0.44	0.57
0.89	0.22	0.83
0.63	0.44	0.66
0.79	0.16	0.82
0.74	0.16	0.86
0.43	0.48	0.58
0.76	0.22	0.79
0.35	0.56	0.46
0.41	0.44	0.68
0.56	0.33	0.74
0.44	0.35	0.64
0.33	0.58	0.53
0.43	0.47	0.72
0.51	0.25	0.77
0.40	0.65	0.52
0.32	0.55	0.60
0.39	0.76	0.67
0.42	0.47	0.55
0.56	0.38	0.64
0.42	0.58	0.63
0.61	0.25	0.69
0.29	0.64	0.55
0.69	0.34	0.70
0.43	0.58	0.51
0.18	0.67	0.41
0.25	0.50	0.57
0.73	0.42	0.74
0.19	0.73	0.44
0.23	0.75	0.43
0.54	0.45	0.66
0.44	0.56	0.58
0.43	0.58	0.63
0.60	0.45	0.66
0.71	0.29	0.77
0.00	0.70	0.48
0.40	0.55	0.46
0.74	0.35	0.76
0.58	0.52	0.56
0.57	0.45	0.59
0.51	0.59	0.68
0.40	0.80	0.49
0.45	0.57	0.61
0.54	0.31	0.71
0.27	0.57	0.54
0.56	0.49	0.65
0.41	0.67	0.51
0.32	0.67	0.52
0.18	0.77	0.37
0.62	0.39	0.77
0.53	0.36	0.67
0.61	0.34	0.70
0.35	0.56	0.49
0.48	0.41	0.70
0.31	0.53	0.58
0.32	0.49	0.51
0.45	0.32	0.77
0.57	0.64	0.71
0.71	0.29	0.89
0.00	0.55	0.72
0.60	0.50	0.65
0.26	0.80	0.51
0.21	0.57	0.50
0.00	0.59	0.47
0.40	0.41	0.68
0.43	0.48	0.59
0.37	0.67	0.53
0.63	0.33	0.77
0.32	0.52	0.54
0.26	0.64	0.51
0.39	0.30	0.66
0.38	0.50	0.57
0.89	0.19	0.83
0.68	0.32	0.80
0.35	0.46	0.64
0.37	0.62	0.58
0.36	0.65	0.61
0.46	0.45	0.66
0.47	0.51	0.64
0.00	0.85	0.41
0.59	0.43	0.71
0.62	0.32	0.74
0.57	0.34	0.75
0.51	0.33	0.72
0.40	0.54	0.59
0.73	0.30	0.79
0.79	0.38	0.79
0.67	0.31	0.78
0.51	0.42	0.62
0.75	0.27	0.80
1.00	0.05	0.94
0.51	0.48	0.70
0.64	0.31	0.82
0.93	0.03	0.96
0.52	0.55	0.72
0.63	0.33	0.71
0.69	0.30	0.77
0.59	0.51	0.63
0.18	0.60	0.43
0.37	0.43	0.68
0.68	0.27	0.74
0.58	0.69	0.66
0.45	0.60	0.45
0.69	0.21	0.85
0.63	0.37	0.78
0.41	0.61	0.57
0.51	0.49	0.59
0.68	0.23	0.82
0.74	0.11	0.91
0.00	0.78	0.50
0.41	0.60	0.69
0.42	0.42	0.63
0.32	0.59	0.52
0.65	0.42	0.60
0.55	0.36	0.67
0.45	0.44	0.67
0.64	0.38	0.78
0.28	0.76	0.49
0.36	0.57	0.50
0.34	0.36	0.58
0.44	0.48	0.56
0.65	0.42	0.67
0.65	0.28	0.69
0.00	0.42	0.58
0.42	0.58	0.56
0.38	0.88	0.46
0.51	0.28	0.68
0.42	0.53	0.60
0.72	0.34	0.74
0.51	0.48	0.71
0.47	0.27	0.57
0.74	0.13	0.91
0.30	0.67	0.46
0.37	0.37	0.60
0.63	0.46	0.67
0.58	0.51	0.70
0.46	0.48	0.66
0.79	0.24	0.76
0.77	0.25	0.84
0.56	0.43	0.64
0.59	0.38	0.72
0.63	0.29	0.72
0.65	0.27	0.75
0.51	0.41	0.71
0.43	0.64	0.56
0.71	0.18	0.84
0.53	0.33	0.63
0.48	0.45	0.63
0.68	0.21	0.80
0.74	0.38	0.84
0.68	0.32	0.78
0.37	0.62	0.57
0.39	0.48	0.59
0.42	0.68	0.60
0.72	0.20	0.81
0.66	0.19	0.73
0.60	0.44	0.63
0.63	0.27	0.71
0.37	0.55	0.54
0.45	0.48	0.59
0.58	0.36	0.68
0.23	0.77	0.45
0.52	0.38	0.64
0.36	0.71	0.63
0.25	0.57	0.59
0.58	0.40	0.73
0.00	0.80	0.43
0.63	0.39	0.74
0.72	0.20	0.76
0.57	0.31	0.74
0.61	0.29	0.75
0.52	0.38	0.67
0.43	0.65	0.70
0.00	0.80	0.53
0.71	0.24	0.85
0.38	0.53	0.62
0.71	0.35	0.80
0.62	0.28	0.81
0.93	0.10	0.87
0.00	0.62	0.52
0.84	0.12	0.93
0.48	0.52	0.66
0.37	0.46	0.69
0.48	0.41	0.65
0.71	0.31	0.77
0.80	0.08	0.89
0.57	0.38	0.69
0.00	0.24	0.66
0.25	0.58	0.60
0.59	0.42	0.66
0.00	0.58	0.53
0.58	0.32	0.69
0.57	0.61	0.59
0.70	0.39	0.76
0.45	0.55	0.57
0.72	0.20	0.84
0.47	0.36	0.61
0.39	0.59	0.65
0.21	0.95	0.51
0.00	0.48	0.48
0.64	0.12	0.81
0.18	0.81	0.49
0.20	0.82	0.61
0.31	1.04	0.63
0.00	0.14	0.36
0.49	0.39	0.71
0.27	0.43	0.69
0.24	0.91	0.57
0.48	0.57	0.65
0.43	0.61	0.65
0.84	0.11	0.89
0.36	0.53	0.59
0.60	0.35	0.78
0.18	0.59	0.46
0.29	0.52	0.63
0.55	0.40	0.65
0.34	0.53	0.51
0.25	0.55	0.69
0.00	0.38	0.63
0.00	0.80	0.47
0.34	0.54	0.52
0.68	0.37	0.81
0.32	0.34	0.60
0.63	0.41	0.68
0.43	0.49	0.61
0.46	0.49	0.60
0.53	0.46	0.65
0.28	0.59	0.63
0.25	0.57	0.60
0.74	0.20	0.82
0.30	0.54	0.52
0.46	0.14	0.80
0.38	0.50	0.64
0.49	0.40	0.71
0.30	0.69	0.50
0.31	0.55	0.58
0.37	0.58	0.61
0.29	0.44	0.55
0.48	0.46	0.57
0.68	0.38	0.69
0.46	0.40	0.71
0.71	0.18	0.76
0.66	0.20	0.76
0.46	0.49	0.58
0.52	0.44	0.66
0.45	0.25	0.76
0.83	0.20	0.79
0.25	0.57	0.44
0.34	0.50	0.55
0.20	0.71	0.44
0.35	0.61	0.59
0.27	0.51	0.68
0.46	0.53	0.59
0.47	0.47	0.66
0.60	0.43	0.62
0.50	0.43	0.69
0.67	0.22	0.78
0.63	0.35	0.72
0.46	0.60	0.55
0.50	0.60	0.59
0.38	0.52	0.66
0.43	0.38	0.71
0.63	0.61	0.56
0.63	0.36	0.77
0.23	0.97	0.43
0.36	0.50	0.66
0.62	0.29	0.76
0.66	0.20	0.80
0.31	0.54	0.57
0.71	0.15	0.84
0.82	0.11	0.88
0.39	0.43	0.54
0.17	0.58	0.57
0.37	0.47	0.56
0.00	0.67	0.48
0.77	0.41	0.68
0.64	0.43	0.64
0.52	0.53	0.60
0.23	0.84	0.60
0.39	0.48	0.63
0.81	0.10	0.88
0.00	0.56	0.32
0.48	0.32	0.71
0.40	0.62	0.45
0.50	0.52	0.69
0.00	0.38	0.56
0.61	0.25	0.73
0.56	0.36	0.61
0.44	0.72	0.48
0.58	0.26	0.70
0.00	0.82	0.57
0.37	0.54	0.56
0.17	0.71	0.45
0.30	0.69	0.55
0.00	0.80	0.37
0.56	0.59	0.62
0.00	0.76	0.54
0.80	0.21	0.75
0.60	0.33	0.77
0.00	0.55	0.50
0.64	0.23	0.75
0.00	0.61	0.48
0.60	0.20	0.82
0.00	0.50	0.51
0.00	0.47	0.56
0.19	0.59	0.51
0.51	0.55	0.60
0.41	0.48	0.61
1.00	0.00	1.00
0.78	0.36	0.69
0.43	0.38	0.71
0.33	0.60	0.56
0.47	0.43	0.70
0.43	0.34	0.71
0.35	0.67	0.53
0.22	0.69	0.51
0.28	0.70	0.47
0.64	0.24	0.70
0.33	0.69	0.55
0.27	0.50	0.55
0.45	0.43	0.62
0.00	0.67	0.45
0.00	0.74	0.38
0.69	0.40	0.75
0.55	0.36	0.70
0.51	0.41	0.58
0.25	0.71	0.48
0.57	0.46	0.68
0.67	0.35	0.72
0.37	0.67	0.68
0.75	0.25	0.73
0.58	0.42	0.69
0.32	0.55	0.58
0.00	0.67	0.51
0.00	0.82	0.37
0.12	1.21	0.43
0.38	0.59	0.64
0.00	0.90	0.31
0.42	0.52	0.67
0.39	0.62	0.54
0.63	0.25	0.74
0.70	0.23	0.82
0.57	0.47	0.72
0.00	0.67	0.15
0.45	0.51	0.57
0.00	0.40	0.57
0.44	0.50	0.63
0.27	0.45	0.54
0.31	0.45	0.61
0.41	0.43	0.66
1.00	0.00	1.00
0.51	0.29	0.68
0.75	0.18	0.76
0.72	0.27	0.74
0.48	0.44	0.63
0.00	1.00	0.41
0.26	0.62	0.35
0.16	0.71	0.42
0.27	0.64	0.51
0.21	0.64	0.51
0.19	0.75	0.45
0.24	0.67	0.48
0.25	0.81	0.54
0.21	0.67	0.48
0.29	0.63	0.53
0.34	0.57	0.55
0.11	0.84	0.46
0.13	0.76	0.29
0.61	0.26	0.86
0.52	0.44	0.64
0.46	0.39	0.66
0.63	0.33	0.74
0.67	0.29	0.76
0.87	0.14	0.89
0.39	0.35	0.69
0.37	0.61	0.59
0.71	0.24	0.77
0.69	0.20	0.86
0.00	0.67	0.40
0.23	0.73	0.37
0.00	1.13	0.24
0.48	0.52	0.57
0.28	0.45	0.47
0.42	0.55	0.60
0.00	0.64	0.41
0.00	0.94	0.58
0.00	0.90	0.55
0.23	0.67	0.52
0.51	0.26	0.81
0.00	0.76	0.44
0.48	0.44	0.66
0.23	0.63	0.55
0.53	0.44	0.62
0.00	0.56	0.60
0.00	1.27	0.29
0.00	0.86	0.28
0.33	0.48	0.54
0.34	0.42	0.53
0.37	0.54	0.58
0.00	1.14	0.27
0.14	0.90	0.42
0.27	0.62	0.51
0.49	0.53	0.63
0.00	0.90	0.44
0.55	0.51	0.60
0.00	0.76	0.29
0.81	0.12	0.90
0.67	0.36	0.64
0.22	0.78	0.50
0.55	0.48	0.77
0.36	0.45	0.62
0.23	0.59	0.38
0.40	0.75	0.53
0.35	0.70	0.54
0.00	0.40	0.69
0.32	0.59	0.57
0.00	0.77	0.32
0.19	0.53	0.38
0.36	0.60	0.47
0.55	0.12	0.84
0.42	0.38	0.63
0.61	0.27	0.85
0.27	0.62	0.65
0.57	0.35	0.66
0.17	0.70	0.52
0.44	0.61	0.54
0.36	0.48	0.55
0.61	0.46	0.64
0.28	0.35	0.63
0.54	0.36	0.65
0.19	0.62	0.61
0.53	0.41	0.68
0.21	0.67	0.43
0.45	0.48	0.64
0.00	0.95	0.55
0.36	0.50	0.61
0.37	0.50	0.57
0.24	0.76	0.57
0.00	0.81	0.44
0.50	0.36	0.73
0.55	0.45	0.69
0.33	0.76	0.56
0.00	0.63	0.51
0.45	0.52	0.64
0.35	0.64	0.58
0.43	0.46	0.65
0.47	0.54	0.55
0.45	0.35	0.69
0.16	0.75	0.31
0.44	0.34	0.66
0.69	0.26	0.81
0.35	0.60	0.46
0.00	0.73	0.57
0.76	0.13	0.81
0.57	0.43	0.74
0.29	0.64	0.53
