sacre_BLEU	TER	CHRF2
0.40	0.58	0.67
0.38	0.43	0.57
0.84	0.10	0.86
0.30	0.79	0.49
0.54	0.22	0.74
0.24	0.72	0.50
0.32	0.60	0.52
0.96	0.31	0.71
0.37	0.59	0.60
0.36	0.56	0.61
0.60	0.57	0.58
0.41	0.49	0.57
0.00	0.83	0.50
0.33	0.52	0.53
0.00	0.74	0.42
0.35	0.49	0.61
0.19	0.68	0.44
0.25	0.65	0.49
0.52	0.46	0.57
0.46	0.54	0.55
0.35	0.60	0.49
0.41	0.54	0.63
0.00	0.98	0.26
0.00	0.95	0.36
0.27	0.74	0.51
0.22	0.67	0.43
0.47	0.55	0.59
0.43	0.56	0.55
0.16	0.73	0.46
0.22	0.57	0.56
0.23	0.78	0.52
0.14	0.75	0.48
0.49	0.31	0.72
0.31	0.61	0.41
0.30	0.68	0.48
0.28	0.44	0.55
0.24	0.45	0.58
0.00	0.67	0.46
0.67	0.48	0.68
0.42	0.67	0.68
0.37	0.30	0.66
0.48	0.30	0.66
0.33	0.55	0.62
0.44	0.27	0.82
0.64	0.47	0.66
0.52	0.53	0.58
0.00	0.45	0.50
0.44	0.55	0.62
0.76	0.12	0.79
0.34	0.62	0.48
0.33	0.39	0.63
0.00	0.56	0.32
0.86	0.12	0.89
0.38	0.62	0.65
0.57	0.48	0.65
0.49	0.35	0.73
0.27	0.73	0.55
0.29	0.76	0.43
0.21	0.79	0.54
0.57	0.43	0.69
0.37	0.58	0.53
0.49	0.51	0.57
0.00	0.71	0.37
0.61	0.42	0.74
0.16	0.71	0.57
0.39	0.58	0.57
0.43	0.43	0.67
0.38	0.58	0.64
0.28	0.55	0.48
0.50	0.31	0.74
0.54	0.45	0.66
0.15	0.95	0.42
0.66	0.65	0.68
0.70	0.21	0.82
0.25	0.69	0.46
0.38	0.56	0.59
0.46	0.49	0.67
0.30	0.46	0.60
0.85	0.19	0.85
0.21	0.67	0.55
0.30	0.64	0.53
0.00	0.56	0.50
0.32	0.56	0.61
0.00	0.52	0.55
0.24	0.71	0.40
0.55	0.41	0.65
0.00	1.00	0.48
0.21	0.55	0.51
0.28	0.57	0.53
0.27	0.58	0.57
0.00	0.61	0.46
0.73	0.29	0.89
0.17	0.67	0.49
0.00	0.71	0.33
0.44	0.54	0.66
0.38	0.58	0.65
0.48	0.48	0.63
0.46	0.63	0.61
0.17	0.79	0.46
0.32	0.71	0.50
0.31	0.73	0.49
0.62	0.43	0.70
0.26	0.47	0.50
0.41	0.56	0.63
0.25	0.64	0.55
0.34	0.62	0.47
0.33	0.45	0.59
0.35	0.62	0.47
0.29	0.60	0.49
0.17	0.79	0.44
0.35	0.69	0.47
0.45	0.50	0.66
0.29	0.72	0.45
0.77	0.14	0.91
0.71	0.26	0.82
0.39	0.50	0.55
0.22	0.68	0.44
0.39	0.56	0.61
0.00	0.67	0.42
0.32	0.69	0.62
0.24	0.69	0.56
0.17	0.62	0.47
0.36	0.52	0.59
0.20	0.75	0.63
0.20	0.96	0.46
0.23	0.56	0.52
0.43	0.70	0.51
0.48	0.56	0.65
0.28	0.69	0.52
0.00	0.62	0.39
0.67	0.30	0.73
0.18	0.67	0.51
0.19	1.00	0.43
0.11	0.93	0.35
0.32	0.73	0.52
0.00	0.82	0.28
0.00	0.67	0.34
0.50	0.20	0.86
0.24	0.60	0.52
0.00	0.60	0.57
0.73	0.09	0.85
0.00	0.60	0.57
0.34	0.57	0.57
0.00	0.57	0.81
0.20	0.69	0.45
0.00	0.64	0.43
0.00	0.75	0.47
0.51	0.40	0.81
0.45	0.44	0.53
0.25	0.70	0.43
0.21	0.73	0.46
0.00	0.25	0.49
0.45	0.46	0.75
0.22	0.69	0.36
0.34	0.70	0.42
1.00	0.00	1.00
0.00	0.81	0.32
0.30	0.47	0.54
0.28	0.74	0.57
0.00	1.00	0.32
0.29	0.64	0.49
0.00	0.79	0.35
0.64	0.29	0.73
0.71	0.25	0.82
0.65	0.21	0.72
0.35	0.56	0.45
0.42	0.61	0.53
0.89	0.10	0.99
0.76	0.12	0.82
0.50	0.41	0.72
0.71	0.17	0.76
0.00	0.82	0.28
0.48	0.33	0.60
0.64	0.27	0.72
0.67	0.33	0.71
0.68	0.20	0.76
0.61	0.34	0.74
0.00	0.65	0.40
0.68	0.33	0.77
0.49	0.56	0.56
0.37	0.71	0.56
0.57	0.33	0.72
0.00	0.82	0.45
0.43	0.54	0.58
0.48	0.37	0.78
0.76	0.25	0.77
0.23	0.94	0.42
0.50	0.40	0.72
0.46	0.43	0.67
0.37	0.59	0.52
0.56	0.33	0.59
0.70	0.25	0.82
0.52	0.45	0.69
0.00	0.68	0.49
0.61	0.34	0.68
0.00	0.71	0.35
0.24	0.61	0.46
0.00	0.71	0.47
0.58	0.50	0.66
0.14	0.69	0.41
0.19	0.75	0.44
0.69	0.35	0.76
0.27	0.67	0.54
0.47	0.62	0.62
0.00	0.64	0.35
0.29	0.55	0.58
0.00	0.80	0.51
0.39	0.58	0.49
0.34	0.63	0.56
0.37	0.68	0.45
0.00	0.84	0.43
0.43	0.59	0.59
0.00	0.73	0.44
0.19	0.66	0.50
0.54	0.31	0.67
0.00	0.71	0.37
0.46	0.43	0.59
0.00	0.71	0.41
0.27	0.67	0.52
0.23	0.68	0.46
0.50	0.43	0.62
0.37	0.52	0.56
0.68	0.30	0.73
0.41	0.51	0.57
0.17	0.65	0.52
0.39	0.45	0.67
0.23	0.65	0.39
0.57	0.16	0.88
0.42	0.43	0.68
0.75	0.18	0.84
0.40	0.34	0.69
0.37	0.55	0.55
0.15	0.75	0.49
0.00	0.57	0.51
0.46	0.44	0.57
0.39	0.62	0.64
0.55	0.34	0.66
0.53	0.58	0.59
0.63	0.33	0.77
0.62	0.24	0.76
0.45	0.52	0.59
0.00	0.37	0.66
0.43	0.61	0.54
0.82	0.06	0.89
0.58	0.32	0.74
0.35	0.46	0.64
0.42	0.62	0.62
0.24	0.65	0.61
0.60	0.33	0.73
0.65	0.31	0.67
0.27	0.69	0.50
0.53	0.45	0.65
0.53	0.60	0.62
0.56	0.27	0.77
0.51	0.33	0.73
0.36	0.54	0.61
0.60	0.38	0.75
1.00	0.17	0.90
0.57	0.43	0.68
0.57	0.48	0.68
0.77	0.30	0.80
0.59	0.25	0.75
0.53	0.43	0.70
0.59	0.34	0.78
0.85	0.09	0.91
0.69	0.25	0.86
0.00	0.58	0.50
0.54	0.44	0.58
0.43	0.74	0.66
0.19	0.65	0.41
0.42	0.43	0.71
0.55	0.41	0.61
0.60	0.69	0.65
0.28	0.60	0.42
0.69	0.21	0.90
0.54	0.54	0.68
0.38	0.61	0.51
0.53	0.53	0.61
0.59	0.29	0.78
0.77	0.11	0.93
0.00	0.96	0.46
0.40	0.53	0.71
0.35	0.49	0.60
0.48	0.54	0.65
0.34	0.56	0.53
0.45	0.43	0.77
0.00	0.89	0.52
0.42	0.42	0.65
0.22	0.69	0.48
0.40	0.46	0.61
0.26	0.57	0.49
0.44	0.48	0.57
0.60	0.33	0.69
0.60	0.33	0.61
0.00	0.42	0.48
0.38	0.54	0.55
0.00	0.88	0.35
0.35	0.34	0.57
0.50	0.38	0.64
0.59	0.41	0.67
0.53	0.48	0.65
0.47	0.27	0.57
0.50	0.26	0.80
0.18	0.67	0.46
0.42	0.28	0.63
0.46	0.46	0.67
0.35	0.58	0.64
0.49	0.45	0.64
0.74	0.24	0.80
0.77	0.25	0.84
0.56	0.43	0.64
0.76	0.25	0.80
0.85	0.29	0.77
0.52	0.43	0.73
0.51	0.41	0.71
0.32	0.60	0.60
0.54	0.18	0.76
0.53	0.27	0.69
0.44	0.43	0.68
0.53	0.48	0.68
0.70	0.30	0.80
0.39	0.56	0.55
0.37	0.58	0.61
0.50	0.44	0.64
0.30	0.58	0.56
0.42	0.51	0.67
0.43	0.35	0.62
0.52	0.49	0.62
0.26	0.44	0.58
0.62	0.30	0.73
0.31	0.60	0.58
0.25	0.58	0.51
0.15	0.77	0.41
0.38	0.49	0.63
0.18	0.65	0.46
0.26	0.60	0.54
0.55	0.37	0.74
0.55	0.20	0.98
0.69	0.32	0.75
0.83	0.13	0.84
0.38	0.49	0.60
0.40	0.48	0.74
0.40	0.43	0.58
0.22	0.70	0.55
0.00	0.80	0.29
0.42	0.41	0.67
0.37	0.53	0.61
0.58	0.42	0.74
0.45	0.35	0.75
0.94	0.10	0.88
0.38	0.66	0.57
0.92	0.18	0.86
0.59	0.35	0.68
0.83	0.29	0.84
0.53	0.38	0.73
0.63	0.31	0.74
0.80	0.08	0.89
0.62	0.31	0.77
0.00	0.35	0.65
0.26	0.62	0.63
0.52	0.60	0.66
0.51	0.26	0.76
0.72	0.16	0.88
0.55	0.61	0.60
0.59	0.39	0.75
0.00	0.65	0.49
0.67	0.20	0.82
0.40	0.45	0.55
0.27	0.72	0.52
0.15	1.10	0.47
0.00	0.55	0.39
0.64	0.12	0.79
0.24	0.78	0.55
0.17	0.90	0.51
0.31	1.04	0.63
0.00	0.14	0.36
0.25	0.73	0.55
0.00	0.55	0.57
0.27	0.77	0.60
0.44	0.49	0.65
0.83	0.06	0.91
0.75	0.15	0.86
0.56	0.32	0.66
0.50	0.38	0.72
0.29	0.65	0.56
0.44	0.42	0.72
0.51	0.37	0.68
0.53	0.49	0.64
0.58	0.42	0.74
1.00	0.00	1.00
0.00	0.73	0.50
0.39	0.47	0.56
0.62	0.37	0.73
0.36	0.38	0.58
0.42	0.53	0.56
0.46	0.46	0.65
0.39	0.65	0.51
0.54	0.38	0.73
0.43	0.52	0.65
0.33	0.71	0.62
0.71	0.23	0.77
0.36	0.41	0.63
0.34	0.29	0.79
0.00	0.62	0.53
0.49	0.47	0.64
0.35	0.63	0.52
0.30	0.62	0.55
0.21	0.66	0.52
0.29	0.44	0.57
0.35	0.46	0.55
0.58	0.38	0.68
0.44	0.44	0.72
0.67	0.21	0.76
0.57	0.24	0.74
0.54	0.46	0.63
0.48	0.44	0.66
0.21	0.44	0.62
0.83	0.20	0.79
0.00	0.61	0.34
0.32	0.54	0.56
0.37	0.59	0.53
0.55	0.44	0.62
0.33	0.44	0.69
0.48	0.64	0.54
0.50	0.49	0.65
0.52	0.52	0.61
0.35	0.56	0.64
0.41	0.27	0.70
0.65	0.32	0.73
0.37	0.63	0.52
0.51	0.54	0.61
0.30	0.65	0.53
0.39	0.56	0.65
0.00	0.61	0.45
0.88	0.21	0.82
0.24	1.14	0.49
0.39	0.35	0.68
0.42	0.50	0.57
0.29	0.40	0.70
0.19	0.68	0.48
0.55	0.40	0.68
0.82	0.28	0.81
0.34	0.29	0.70
0.29	0.58	0.58
0.52	0.36	0.67
0.00	0.83	0.49
0.48	0.45	0.59
0.44	0.49	0.62
0.38	0.50	0.54
0.23	0.84	0.55
0.53	0.45	0.66
1.00	0.00	1.00
0.00	0.67	0.33
0.40	0.40	0.67
0.74	0.35	0.66
0.80	0.37	0.71
0.00	0.62	0.51
0.42	0.50	0.56
0.60	0.41	0.59
0.40	0.72	0.47
0.45	0.43	0.64
0.44	0.64	0.71
0.38	0.49	0.57
0.32	0.76	0.60
0.00	0.92	0.38
0.00	0.74	0.35
0.18	0.82	0.46
0.38	0.48	0.64
0.00	0.74	0.40
0.41	0.47	0.65
0.00	0.69	0.38
0.81	0.23	0.81
0.51	0.26	0.60
0.59	0.20	0.80
0.30	0.50	0.61
0.00	0.73	0.37
0.00	0.59	0.48
0.77	0.21	0.83
0.29	0.48	0.57
0.36	0.38	0.71
0.59	0.46	0.62
0.00	0.77	0.38
0.36	0.58	0.57
0.60	0.24	0.79
0.68	0.18	0.85
0.31	0.71	0.50
0.21	0.72	0.52
0.12	0.75	0.42
0.64	0.29	0.66
0.34	0.69	0.51
0.29	0.58	0.56
0.34	0.55	0.55
0.00	0.67	0.45
0.51	0.32	0.71
0.33	0.47	0.65
0.69	0.31	0.77
0.45	0.51	0.57
0.20	0.79	0.47
0.40	0.55	0.63
0.44	0.43	0.67
0.22	0.67	0.50
0.61	0.31	0.72
0.39	0.51	0.66
0.37	0.55	0.49
0.00	0.80	0.39
0.00	0.72	0.38
0.00	1.21	0.47
0.43	0.41	0.75
0.00	0.71	0.41
0.62	0.26	0.74
0.20	0.58	0.51
0.57	0.31	0.71
0.73	0.23	0.81
0.34	0.49	0.64
0.00	0.67	0.15
0.40	0.51	0.55
0.00	0.67	0.45
0.35	0.55	0.64
0.00	0.64	0.40
0.45	0.35	0.78
0.28	0.52	0.56
0.78	0.13	0.88
0.59	0.29	0.77
0.79	0.09	0.85
0.72	0.27	0.71
0.54	0.33	0.67
0.00	0.50	0.63
0.00	0.88	0.36
0.32	0.61	0.52
0.15	0.72	0.47
0.09	0.71	0.45
0.17	0.81	0.42
0.10	0.76	0.43
0.22	0.88	0.51
0.25	0.55	0.54
0.14	0.76	0.41
0.30	0.57	0.52
0.09	0.85	0.43
0.00	0.71	0.30
0.85	0.09	0.93
0.45	0.48	0.66
0.51	0.26	0.72
0.52	0.37	0.76
0.42	0.41	0.61
0.52	0.32	0.72
0.47	0.29	0.76
0.49	0.43	0.71
0.59	0.29	0.72
0.51	0.31	0.73
0.00	0.81	0.37
0.23	0.73	0.42
0.25	0.87	0.55
0.54	0.59	0.51
0.21	0.68	0.40
0.50	0.48	0.57
0.00	0.80	0.39
0.00	0.94	0.55
0.33	0.60	0.54
0.44	0.54	0.64
0.79	0.10	0.93
0.50	0.62	0.66
0.44	0.56	0.58
0.00	0.74	0.46
0.48	0.40	0.67
0.46	0.56	0.63
0.00	1.09	0.41
0.00	0.79	0.29
0.31	0.48	0.52
0.16	0.79	0.40
0.23	0.64	0.50
0.00	0.95	0.30
0.21	0.90	0.48
0.31	0.51	0.53
0.44	0.50	0.60
0.00	0.90	0.36
0.25	0.79	0.49
0.00	0.86	0.21
0.36	0.49	0.67
0.64	0.31	0.71
0.20	0.72	0.51
0.51	0.32	0.67
0.40	0.48	0.61
0.16	0.65	0.34
0.27	0.62	0.45
0.20	0.84	0.49
0.64	0.20	0.81
0.00	0.74	0.44
0.00	0.84	0.27
0.17	0.65	0.33
0.00	0.87	0.31
0.60	0.24	0.85
0.43	0.43	0.67
0.31	0.51	0.56
0.27	0.62	0.65
0.47	0.41	0.62
0.17	0.47	0.62
0.22	0.71	0.50
0.28	0.64	0.55
0.53	0.41	0.68
0.23	0.61	0.51
0.61	0.29	0.67
0.23	0.79	0.52
0.21	0.87	0.46
0.23	0.62	0.42
0.26	0.58	0.59
0.00	0.86	0.72
0.33	0.42	0.63
0.35	0.58	0.56
0.00	0.95	0.48
0.00	0.88	0.44
0.45	0.36	0.72
0.57	0.36	0.70
0.20	0.95	0.45
0.00	0.63	0.46
0.39	0.68	0.62
0.23	0.64	0.57
0.39	0.56	0.62
0.32	0.67	0.53
0.42	0.35	0.65
0.28	0.60	0.41
0.44	0.34	0.63
0.41	0.47	0.71
0.42	0.68	0.49
0.00	1.00	0.47
0.62	0.22	0.75
0.63	0.38	0.74
0.50	0.45	0.58
