sacre_BLEU	TER	CHRF2
0.30	0.71	0.40
0.39	0.69	0.50
0.47	0.50	0.65
0.33	0.64	0.51
0.63	0.27	0.80
0.66	0.37	0.79
0.39	0.50	0.55
0.29	0.58	0.49
0.41	0.56	0.62
0.48	0.38	0.64
0.38	0.57	0.61
0.18	0.69	0.53
0.25	0.54	0.51
0.36	0.52	0.59
0.35	0.70	0.66
0.20	0.91	0.47
0.28	0.63	0.51
0.36	0.70	0.50
0.43	0.60	0.62
0.28	0.69	0.49
0.00	0.62	0.46
0.46	0.47	0.67
0.18	0.67	0.51
0.00	1.09	0.40
0.00	0.93	0.31
0.32	0.79	0.52
0.14	0.77	0.32
0.00	0.67	0.34
0.00	0.30	0.66
0.24	0.60	0.52
0.45	0.48	0.72
0.73	0.09	0.85
0.00	0.60	0.57
0.33	0.64	0.49
1.00	0.00	1.00
0.20	0.69	0.43
0.00	0.64	0.43
0.00	0.62	0.50
1.00	0.00	1.00
0.40	0.50	0.42
0.26	0.70	0.44
0.22	0.67	0.48
1.00	0.00	1.00
0.31	0.85	0.59
0.00	0.69	0.40
0.46	0.70	0.49
1.00	0.00	1.00
0.21	0.62	0.43
0.28	0.53	0.54
0.26	0.84	0.57
0.00	1.00	0.30
0.41	0.56	0.56
0.00	0.79	0.38
0.00	0.95	0.21
0.00	0.50	0.45
0.62	0.34	0.60
0.46	0.56	0.48
0.34	0.78	0.47
0.33	0.38	0.72
1.00	0.00	1.00
0.55	0.32	0.75
0.67	0.26	0.68
0.00	0.73	0.33
0.24	0.44	0.42
0.46	0.32	0.67
0.29	0.56	0.60
0.51	0.24	0.71
0.76	0.21	0.83
0.47	0.39	0.62
0.48	0.44	0.70
0.37	0.51	0.57
0.13	0.80	0.44
0.44	0.44	0.67
0.33	0.47	0.55
0.28	0.58	0.48
0.44	0.47	0.73
0.76	0.25	0.77
0.29	0.78	0.50
0.41	0.45	0.65
0.35	0.65	0.64
0.40	0.59	0.54
0.31	0.52	0.52
0.70	0.25	0.82
0.62	0.30	0.65
0.23	0.60	0.53
0.56	0.38	0.64
0.25	0.62	0.48
0.22	0.67	0.39
0.00	0.64	0.52
0.58	0.50	0.67
0.00	0.81	0.38
0.29	0.72	0.43
0.69	0.35	0.76
0.26	0.63	0.54
0.54	0.54	0.66
0.19	0.55	0.38
0.29	0.55	0.58
0.42	0.65	0.59
0.26	0.61	0.49
0.37	0.56	0.58
0.41	0.60	0.49
0.22	0.77	0.50
0.43	0.65	0.56
0.00	0.80	0.34
0.49	0.51	0.63
0.36	0.38	0.65
0.51	0.43	0.64
0.52	0.65	0.55
0.00	0.71	0.41
0.35	0.67	0.54
0.26	0.64	0.51
0.59	0.43	0.68
0.48	0.41	0.63
0.68	0.34	0.68
0.46	0.49	0.56
0.18	0.61	0.51
0.60	0.34	0.71
0.19	0.73	0.33
0.44	0.32	0.76
0.62	0.38	0.74
0.66	0.35	0.82
0.43	0.34	0.71
0.43	0.60	0.56
0.19	0.75	0.50
0.26	0.41	0.61
0.31	0.59	0.44
0.39	0.62	0.63
0.63	0.41	0.68
0.54	0.54	0.59
0.26	0.67	0.67
0.82	0.12	0.89
0.45	0.52	0.60
0.28	0.37	0.70
0.31	0.72	0.45
0.82	0.06	0.89
0.80	0.32	0.81
0.54	0.23	0.81
0.40	0.54	0.62
0.31	0.75	0.57
0.70	0.36	0.70
0.56	0.36	0.68
0.00	1.00	0.44
0.48	0.55	0.62
0.74	0.48	0.66
0.50	0.36	0.75
0.47	0.37	0.66
0.49	0.38	0.67
0.60	0.38	0.75
0.97	0.09	0.94
0.59	0.39	0.70
0.68	0.45	0.72
0.85	0.21	0.87
0.71	0.20	0.81
0.47	0.57	0.66
0.39	0.49	0.69
0.63	0.21	0.83
0.86	0.10	0.90
0.00	0.58	0.47
0.54	0.44	0.59
0.35	0.57	0.62
0.19	0.65	0.45
0.34	0.43	0.70
0.37	0.44	0.62
0.47	0.62	0.72
0.29	0.60	0.49
0.84	0.14	0.94
0.49	0.51	0.66
0.36	0.64	0.48
0.44	0.57	0.57
0.55	0.29	0.76
0.77	0.11	0.93
0.00	0.78	0.52
0.55	0.34	0.82
0.24	0.53	0.54
0.54	0.49	0.71
0.45	0.60	0.54
0.31	0.64	0.57
0.23	0.67	0.50
0.50	0.45	0.60
0.30	0.62	0.54
0.49	0.46	0.67
0.26	0.57	0.49
0.46	0.41	0.70
0.45	0.42	0.58
0.46	0.33	0.60
0.00	0.50	0.48
0.49	0.50	0.58
0.70	0.25	0.74
0.47	0.34	0.63
0.47	0.41	0.66
0.62	0.34	0.68
0.50	0.48	0.74
0.51	0.27	0.58
0.54	0.26	0.79
0.24	0.62	0.50
0.52	0.23	0.66
0.51	0.51	0.64
0.36	0.51	0.64
0.18	0.52	0.59
0.72	0.29	0.80
0.96	0.12	0.85
0.84	0.14	0.87
0.62	0.38	0.69
0.59	0.34	0.73
0.56	0.43	0.75
0.47	0.51	0.66
0.28	0.72	0.52
0.53	0.36	0.70
0.35	0.40	0.55
0.79	0.21	0.85
0.00	0.76	0.52
0.71	0.38	0.83
0.37	0.56	0.55
0.26	0.67	0.57
0.52	0.41	0.66
0.27	0.62	0.54
0.48	0.43	0.72
0.56	0.27	0.70
0.53	0.51	0.64
0.32	0.40	0.59
0.69	0.24	0.78
0.31	0.68	0.57
0.41	0.47	0.61
0.15	0.77	0.41
0.44	0.38	0.66
0.44	0.45	0.63
0.35	0.57	0.58
0.48	0.43	0.69
0.00	0.40	0.54
0.65	0.35	0.68
0.83	0.13	0.84
0.49	0.40	0.67
0.40	0.48	0.74
0.41	0.38	0.61
0.22	0.70	0.55
0.00	0.60	0.42
0.53	0.41	0.74
0.41	0.42	0.61
0.59	0.38	0.77
0.48	0.35	0.70
0.90	0.03	0.94
0.44	0.43	0.70
0.86	0.36	0.73
0.75	0.16	0.83
0.83	0.29	0.84
0.51	0.43	0.70
0.74	0.28	0.75
0.80	0.08	0.89
0.69	0.28	0.76
0.00	0.24	0.66
0.28	0.49	0.65
0.61	0.47	0.64
0.34	0.45	0.63
0.53	0.32	0.74
0.43	0.61	0.54
0.44	0.33	0.73
0.33	0.68	0.52
0.67	0.26	0.78
0.37	0.48	0.44
0.30	0.69	0.58
0.00	1.15	0.42
0.00	0.62	0.40
0.54	0.20	0.72
0.11	0.87	0.51
0.29	0.82	0.52
0.00	1.30	0.51
0.00	0.14	0.36
0.16	0.88	0.48
0.00	0.55	0.57
0.24	0.91	0.56
0.56	0.44	0.71
0.83	0.18	0.81
0.78	0.11	0.88
0.36	0.53	0.59
0.46	0.41	0.73
0.22	0.59	0.50
0.45	0.39	0.69
0.47	0.40	0.66
0.53	0.46	0.60
0.59	0.30	0.79
1.00	0.00	1.00
0.00	0.67	0.55
0.41	0.47	0.55
0.62	0.33	0.76
0.36	0.55	0.52
0.47	0.47	0.54
0.59	0.38	0.71
0.24	0.70	0.47
0.61	0.34	0.74
0.48	0.52	0.68
0.00	0.71	0.59
0.74	0.20	0.80
0.33	0.44	0.65
0.00	0.43	0.69
0.15	0.58	0.50
0.48	0.43	0.67
0.31	0.63	0.53
0.15	0.73	0.46
0.17	0.73	0.48
0.29	0.44	0.56
0.45	0.46	0.58
0.49	0.50	0.64
0.37	0.44	0.68
0.58	0.29	0.72
0.45	0.24	0.79
0.34	0.60	0.62
0.44	0.46	0.66
0.19	0.50	0.57
0.73	0.20	0.73
0.00	0.65	0.31
0.38	0.38	0.58
0.00	0.88	0.33
0.23	0.63	0.58
0.37	0.58	0.67
0.61	0.48	0.68
0.43	0.52	0.57
0.51	0.50	0.60
0.46	0.45	0.69
0.57	0.22	0.78
0.68	0.35	0.72
0.43	0.65	0.63
0.52	0.56	0.59
0.24	0.57	0.60
0.24	0.56	0.63
0.00	0.70	0.36
0.70	0.21	0.84
0.25	1.14	0.52
0.51	0.35	0.70
0.60	0.33	0.69
0.18	0.47	0.62
0.22	0.73	0.41
0.53	0.30	0.73
0.82	0.11	0.91
0.38	0.50	0.55
0.54	0.47	0.68
0.53	0.34	0.65
0.00	0.67	0.49
0.40	0.57	0.55
0.45	0.49	0.64
0.40	0.47	0.54
0.28	0.84	0.59
0.49	0.48	0.61
0.72	0.20	0.82
0.00	0.56	0.33
0.41	0.36	0.67
0.58	0.46	0.62
0.80	0.37	0.71
0.00	0.50	0.53
0.42	0.50	0.56
0.60	0.38	0.65
0.22	0.78	0.39
0.41	0.52	0.57
0.44	0.64	0.71
0.38	0.49	0.57
0.29	0.52	0.60
0.00	0.92	0.38
0.00	0.80	0.35
0.24	0.82	0.50
0.33	0.57	0.67
0.00	0.74	0.29
0.43	0.40	0.65
0.00	0.55	0.47
0.81	0.23	0.81
0.78	0.17	0.71
0.59	0.20	0.80
0.00	0.64	0.48
0.00	0.67	0.42
0.00	0.51	0.48
0.77	0.21	0.77
0.38	0.48	0.61
0.36	0.38	0.71
0.59	0.46	0.62
0.00	0.69	0.39
0.27	0.63	0.52
0.60	0.24	0.80
0.59	0.25	0.81
0.28	0.71	0.50
0.15	0.95	0.45
0.09	0.77	0.39
0.64	0.29	0.66
0.00	0.76	0.41
0.29	0.58	0.56
0.34	0.55	0.59
0.00	0.67	0.45
0.45	0.37	0.62
0.43	0.42	0.68
0.55	0.36	0.70
0.42	0.56	0.58
0.36	0.64	0.55
0.35	0.48	0.67
0.57	0.35	0.76
0.46	0.48	0.62
0.66	0.38	0.63
0.42	0.37	0.69
0.32	0.73	0.48
0.00	0.67	0.46
0.00	0.77	0.44
0.00	1.21	0.47
0.61	0.18	0.85
0.00	0.84	0.34
0.62	0.26	0.74
0.21	0.58	0.48
0.51	0.31	0.68
0.58	0.41	0.73
0.43	0.47	0.70
0.00	1.00	0.17
0.41	0.51	0.61
0.00	0.40	0.64
0.47	0.47	0.71
0.27	0.55	0.51
0.39	0.40	0.63
0.32	0.43	0.60
1.00	0.00	1.00
0.37	0.29	0.59
0.72	0.18	0.78
0.63	0.45	0.67
0.44	0.44	0.75
0.00	1.25	0.32
0.00	0.50	0.43
0.14	0.68	0.45
0.19	0.64	0.51
0.11	0.72	0.45
0.17	0.76	0.44
0.14	0.73	0.43
0.20	0.88	0.51
0.25	0.61	0.53
0.12	0.71	0.42
0.40	0.47	0.60
0.11	0.85	0.43
0.14	0.65	0.32
0.85	0.17	0.82
0.76	0.16	0.86
0.74	0.26	0.73
0.43	0.49	0.70
0.67	0.29	0.80
0.68	0.23	0.82
0.39	0.35	0.69
0.49	0.52	0.69
0.61	0.29	0.73
0.69	0.20	0.86
0.00	0.52	0.50
0.19	0.73	0.39
0.20	0.78	0.48
0.52	0.52	0.51
0.21	0.62	0.39
0.48	0.48	0.63
0.28	0.72	0.51
0.00	0.94	0.55
0.00	0.80	0.44
0.32	0.62	0.60
0.64	0.21	0.87
0.26	0.69	0.55
0.40	0.62	0.52
0.00	0.74	0.44
0.56	0.40	0.66
0.47	0.48	0.65
0.00	1.64	0.19
0.00	0.79	0.28
0.31	0.52	0.51
0.19	0.67	0.43
0.27	0.64	0.50
0.00	0.95	0.26
0.28	0.73	0.51
0.29	0.56	0.49
0.41	0.56	0.59
0.00	0.97	0.36
0.37	0.65	0.56
0.00	0.86	0.22
0.20	0.53	0.63
0.64	0.26	0.72
0.20	0.72	0.51
0.51	0.40	0.66
0.35	0.57	0.56
0.00	0.65	0.30
0.00	0.75	0.42
0.21	0.79	0.49
0.00	0.80	0.45
0.32	0.52	0.57
0.00	0.84	0.27
0.17	0.65	0.32
0.00	1.07	0.20
0.70	0.00	0.91
0.30	0.49	0.62
0.33	0.51	0.57
0.27	0.62	0.66
0.50	0.39	0.67
0.35	0.42	0.71
0.25	0.68	0.48
0.24	0.56	0.43
0.66	0.26	0.75
0.34	0.35	0.70
0.29	0.57	0.50
0.18	0.75	0.49
0.51	0.41	0.61
0.23	0.62	0.42
0.27	0.61	0.56
0.00	0.76	0.64
0.42	0.46	0.63
0.50	0.42	0.68
0.21	0.76	0.48
0.00	1.00	0.39
0.37	0.48	0.63
0.39	0.55	0.65
0.19	1.00	0.43
0.00	0.63	0.50
0.47	0.55	0.67
0.23	0.69	0.56
0.42	0.50	0.64
0.39	0.62	0.56
0.47	0.35	0.70
0.31	0.60	0.43
0.44	0.34	0.65
0.35	0.53	0.68
0.51	0.60	0.57
0.00	0.82	0.48
0.72	0.13	0.85
0.57	0.41	0.75
0.50	0.45	0.58
