COMET-MQM_2021_ref_A	COMET-MQM_2021_ref_B
0.045	0.048
0.045	0.043
0.046	0.047
0.039	0.039
0.061	0.055
0.053	0.051
0.039	0.040
0.033	0.029
0.062	0.058
0.060	0.058
0.053	0.049
0.046	0.048
0.036	0.036
0.045	0.046
0.024	0.029
0.044	0.047
0.031	0.033
0.043	0.049
0.015	0.017
0.033	0.035
0.037	0.040
0.033	0.041
0.039	0.044
0.031	0.036
0.021	0.025
0.040	0.038
0.011	0.011
0.013	0.012
0.003	0.002
0.025	0.022
0.023	0.019
0.037	0.034
0.037	0.035
0.019	0.014
0.023	0.028
0.020	0.018
0.027	0.029
0.026	0.023
0.018	0.016
0.023	0.030
0.014	0.014
0.007	0.009
0.012	0.012
0.016	0.015
0.007	0.011
0.023	0.027
0.018	0.016
0.004	0.007
0.027	0.029
0.047	0.046
0.040	0.038
0.045	0.050
0.055	0.055
0.047	0.048
0.043	0.041
0.037	0.035
0.036	0.036
0.036	0.036
0.062	0.070
0.052	0.049
0.041	0.047
0.040	0.047
0.021	0.020
0.039	0.032
0.057	0.051
0.049	0.049
0.031	0.031
0.045	0.044
0.062	0.058
0.035	0.031
0.066	0.066
0.047	0.047
0.062	0.061
0.031	0.033
0.024	0.019
0.011	0.013
0.015	0.013
0.010	0.009
0.006	0.004
0.012	0.013
0.012	0.013
0.032	0.028
0.019	0.018
0.032	0.028
0.011	0.011
0.028	0.026
0.018	0.019
0.029	0.029
0.029	0.027
0.037	0.035
0.034	0.034
0.025	0.027
0.032	0.029
0.037	0.042
0.032	0.030
0.028	0.027
0.044	0.046
0.036	0.037
0.028	0.027
0.037	0.036
0.040	0.038
0.011	0.010
0.041	0.037
0.039	0.038
0.022	0.024
0.051	0.050
0.050	0.045
0.052	0.055
0.046	0.043
0.056	0.055
0.065	0.055
0.030	0.032
0.042	0.043
0.031	0.031
0.025	0.027
0.039	0.039
0.051	0.050
0.041	0.042
0.053	0.054
0.058	0.054
0.052	0.053
0.030	0.031
0.041	0.042
0.029	0.040
0.018	0.021
0.047	0.049
0.020	0.024
0.067	0.062
0.059	0.058
0.062	0.061
0.050	0.047
0.039	0.041
0.043	0.044
0.063	0.058
0.066	0.069
0.070	0.064
0.059	0.065
0.057	0.055
0.049	0.047
0.057	0.055
0.042	0.040
0.055	0.055
0.068	0.066
0.037	0.038
0.062	0.059
0.054	0.054
0.051	0.046
0.024	0.022
0.042	0.041
0.042	0.043
0.040	0.036
0.040	0.034
0.049	0.044
0.031	0.030
0.034	0.032
0.038	0.035
0.062	0.056
0.033	0.031
0.034	0.032
0.048	0.047
0.030	0.027
0.043	0.040
0.034	0.034
0.027	0.023
0.023	0.020
0.045	0.047
0.060	0.045
0.052	0.047
0.042	0.044
0.041	0.037
0.039	0.040
0.039	0.035
0.052	0.050
0.053	0.053
0.051	0.052
0.049	0.048
0.039	0.043
0.034	0.031
0.051	0.053
0.045	0.043
0.068	0.076
0.050	0.046
0.052	0.051
0.041	0.041
0.041	0.040
0.041	0.043
0.052	0.053
0.045	0.040
0.041	0.040
0.057	0.059
0.042	0.042
0.069	0.065
0.042	0.045
0.034	0.034
0.036	0.031
0.045	0.046
0.056	0.056
0.052	0.049
0.032	0.028
0.060	0.059
0.045	0.044
0.055	0.054
0.038	0.036
0.045	0.040
0.051	0.058
0.051	0.050
0.029	0.029
0.027	0.027
0.026	0.025
0.023	0.026
0.043	0.044
0.034	0.030
0.039	0.040
0.031	0.029
0.035	0.033
0.045	0.042
0.054	0.054
0.042	0.036
0.032	0.038
0.018	0.018
0.027	0.025
0.025	0.025
0.024	0.024
0.009	0.007
0.011	0.012
0.018	0.018
0.037	0.031
0.030	0.025
0.012	0.008
0.025	0.022
0.030	0.020
0.023	0.024
0.037	0.040
0.049	0.049
0.038	0.036
0.047	0.050
0.038	0.039
0.048	0.049
0.051	0.056
0.054	0.052
0.041	0.040
0.033	0.036
0.037	0.037
0.037	0.037
0.032	0.035
0.053	0.053
0.027	0.027
0.032	0.036
0.026	0.020
0.054	0.055
0.027	0.029
0.018	0.020
0.043	0.044
0.046	0.047
0.036	0.037
0.042	0.041
0.048	0.052
0.049	0.049
0.027	0.028
0.023	0.021
0.047	0.050
0.035	0.038
0.016	0.018
0.037	0.039
0.042	0.045
0.060	0.060
0.034	0.038
0.039	0.043
0.037	0.038
0.039	0.039
0.039	0.043
0.020	0.023
0.042	0.043
0.027	0.026
0.032	0.034
0.045	0.046
0.048	0.052
0.027	0.026
0.046	0.051
0.034	0.036
0.050	0.047
0.051	0.046
0.063	0.065
0.042	0.043
0.032	0.030
0.048	0.044
0.043	0.044
0.037	0.035
0.061	0.053
0.038	0.038
0.015	0.017
0.027	0.030
0.046	0.048
0.015	0.016
0.026	0.026
0.038	0.039
0.040	0.033
0.043	0.044
0.044	0.044
0.045	0.047
0.048	0.052
0.035	0.036
0.040	0.044
0.035	0.037
0.023	0.027
0.013	0.012
0.007	0.007
0.026	0.027
0.046	0.046
0.039	0.039
0.044	0.043
0.038	0.032
0.037	0.037
0.027	0.027
0.035	0.032
0.039	0.036
0.044	0.048
0.031	0.029
0.035	0.042
0.033	0.034
0.048	0.041
0.038	0.036
0.036	0.038
0.047	0.045
0.043	0.041
0.048	0.048
0.055	0.050
0.054	0.053
0.036	0.037
0.032	0.031
0.043	0.041
0.040	0.040
0.029	0.029
0.048	0.044
0.057	0.060
0.047	0.045
0.027	0.031
0.058	0.062
0.063	0.066
0.019	0.024
0.059	0.047
0.014	0.017
0.041	0.049
0.047	0.041
0.068	0.044
0.039	0.039
0.024	0.026
0.033	0.036
0.029	0.032
0.048	0.046
0.034	0.034
0.029	0.024
0.040	0.042
0.025	0.025
0.025	0.031
0.036	0.035
0.010	0.010
0.038	0.040
0.027	0.022
0.038	0.030
0.037	0.045
0.048	0.050
0.031	0.033
0.030	0.029
0.062	0.051
0.066	0.063
0.055	0.055
0.038	0.041
0.055	0.052
0.042	0.038
0.042	0.042
0.057	0.058
0.046	0.046
0.041	0.039
0.040	0.037
0.047	0.043
0.054	0.055
0.034	0.035
0.045	0.038
0.047	0.045
0.059	0.057
0.064	0.062
0.063	0.060
0.040	0.041
0.048	0.046
0.050	0.050
0.030	0.032
0.031	0.033
0.033	0.040
0.027	0.021
0.021	0.020
0.032	0.029
0.028	0.030
0.029	0.030
0.023	0.029
0.037	0.029
0.025	0.021
0.017	0.017
0.034	0.029
0.027	0.026
0.031	0.027
0.037	0.036
0.024	0.022
0.039	0.041
0.026	0.031
0.030	0.032
0.012	0.013
0.030	0.032
0.041	0.047
0.028	0.030
0.013	0.016
0.031	0.026
0.038	0.040
0.049	0.050
0.036	0.035
0.051	0.049
0.046	0.039
0.038	0.036
0.038	0.035
0.038	0.029
0.032	0.030
0.046	0.046
0.053	0.050
0.030	0.032
0.053	0.055
0.053	0.048
0.053	0.050
0.047	0.049
0.051	0.049
0.053	0.054
0.047	0.043
0.057	0.061
0.051	0.048
0.064	0.064
0.053	0.052
0.062	0.061
0.046	0.045
0.049	0.047
0.044	0.044
0.047	0.044
0.047	0.048
0.045	0.045
0.053	0.049
0.044	0.043
0.026	0.026
0.056	0.055
0.032	0.033
0.048	0.046
0.025	0.024
0.045	0.050
0.040	0.041
0.050	0.051
0.029	0.031
0.048	0.048
0.051	0.052
0.056	0.056
0.029	0.028
0.049	0.047
0.057	0.058
0.032	0.028
0.046	0.049
0.055	0.055
0.044	0.040
0.037	0.040
0.039	0.038
0.054	0.053
0.050	0.048
0.040	0.036
0.039	0.040
0.042	0.046
0.021	0.018
0.051	0.048
0.038	0.035
0.034	0.031
0.045	0.046
0.051	0.045
0.058	0.053
0.044	0.050
0.045	0.048
0.042	0.044
0.046	0.047
0.030	0.033
0.038	0.040
0.044	0.041
0.032	0.034
0.058	0.060
0.045	0.050
0.050	0.052
0.047	0.050
0.040	0.044
0.049	0.053
0.044	0.045
0.051	0.051
0.023	0.026
0.059	0.058
0.026	0.035
0.058	0.060
0.051	0.054
0.063	0.060
0.046	0.059
0.051	0.052
0.034	0.041
0.048	0.044
0.031	0.031
0.032	0.033
0.049	0.051
0.067	0.066
0.049	0.062
0.046	0.053
0.061	0.056
0.037	0.042
0.047	0.050
0.038	0.036
0.057	0.056
0.056	0.057
0.018	0.018
0.052	0.054
0.060	0.058
0.041	0.044
0.060	0.059
0.042	0.038
0.029	0.023
0.030	0.025
0.046	0.042
0.015	0.012
0.034	0.028
0.051	0.039
0.049	0.046
0.034	0.033
0.040	0.040
0.030	0.028
0.049	0.043
0.025	0.022
0.051	0.049
0.051	0.064
0.032	0.033
0.055	0.054
0.050	0.050
0.040	0.042
0.049	0.046
0.045	0.045
0.038	0.034
0.038	0.038
0.054	0.057
0.047	0.046
0.037	0.041
0.058	0.059
0.027	0.028
0.052	0.058
0.027	0.026
0.028	0.030
0.019	0.022
0.042	0.039
0.062	0.063
0.030	0.028
0.067	0.068
0.051	0.048
0.049	0.047
0.052	0.047
0.063	0.061
0.035	0.034
0.064	0.066
0.043	0.043
0.049	0.049
0.045	0.034
0.046	0.037
0.051	0.049
0.061	0.049
0.061	0.038
0.042	0.031
0.049	0.038
0.041	0.033
0.043	0.017
0.066	0.049
0.060	0.039
0.051	0.038
0.031	0.027
0.062	0.066
0.053	0.041
0.050	0.050
0.042	0.039
0.044	0.041
0.045	0.040
0.038	0.035
0.040	0.042
0.056	0.062
0.059	0.053
0.056	0.052
0.054	0.045
0.059	0.056
0.045	0.039
0.057	0.053
0.051	0.050
0.045	0.048
0.038	0.038
0.047	0.045
0.052	0.052
0.056	0.053
0.035	0.033
0.046	0.049
0.035	0.036
0.055	0.053
0.037	0.040
0.053	0.054
0.026	0.029
0.040	0.043
0.016	0.018
0.016	0.014
0.047	0.044
0.028	0.031
0.050	0.046
0.043	0.040
0.029	0.030
0.052	0.046
0.058	0.057
0.033	0.031
0.033	0.034
0.029	0.029
0.035	0.039
0.043	0.049
0.035	0.037
0.040	0.041
0.036	0.039
0.021	0.024
0.049	0.054
0.043	0.046
0.035	0.037
0.035	0.034
0.021	0.022
0.042	0.046
0.027	0.027
0.041	0.045
0.020	0.021
0.038	0.040
0.037	0.032
0.049	0.051
0.017	0.020
0.043	0.049
0.044	0.045
0.046	0.042
0.044	0.045
0.032	0.034
0.039	0.037
0.037	0.038
0.046	0.046
0.020	0.020
0.049	0.048
0.020	0.023
0.067	0.058
0.031	0.028
0.046	0.038
-0.015	-0.012
0.043	0.037
0.037	0.042
0.043	0.049
0.023	0.028
0.047	0.050
0.043	0.048
0.052	0.052
0.046	0.043
0.044	0.045
0.024	0.024
0.047	0.044
0.054	0.056
0.041	0.047
0.052	0.052
0.052	0.058
0.033	0.031
0.055	0.050
0.059	0.049
0.063	0.055
0.033	0.029
0.033	0.025
0.049	0.043
0.051	0.056
0.041	0.039
0.044	0.054
0.044	0.044
0.033	0.024
0.033	0.027
0.056	0.051
0.045	0.043
0.034	0.028
0.041	0.043
0.030	0.034
0.055	0.053
0.048	0.049
0.045	0.045
0.037	0.034
0.043	0.043
0.052	0.053
0.034	0.032
0.049	0.049
0.037	0.039
0.043	0.041
0.030	0.026
0.058	0.053
0.043	0.042
0.046	0.045
0.041	0.040
0.047	0.047
0.045	0.047
0.052	0.055
0.056	0.055
0.062	0.054
0.045	0.042
0.055	0.057
0.032	0.029
0.066	0.064
0.039	0.035
0.030	0.031
0.031	0.041
0.029	0.031
0.049	0.048
0.026	0.024
0.053	0.053
0.036	0.035
0.040	0.035
0.069	0.057
0.037	0.026
0.054	0.059
0.046	0.041
0.059	0.055
0.045	0.052
-0.016	0.025
-0.024	0.022
-0.036	0.016
-0.036	-0.004
-0.036	0.012
-0.028	0.024
-0.027	0.027
-0.045	-0.008
-0.040	0.005
-0.040	0.003
-0.019	-0.010
-0.013	0.029
0.062	0.060
0.032	0.035
0.042	0.046
0.048	0.048
0.049	0.055
0.047	0.046
0.064	0.064
0.054	0.057
0.051	0.055
0.051	0.055
0.024	0.026
0.039	0.038
0.040	0.042
0.055	0.053
0.013	0.016
0.030	0.037
0.047	0.047
0.040	0.041
0.058	0.059
0.051	0.050
0.046	0.046
0.061	0.059
0.052	0.051
0.050	0.052
0.049	0.050
0.067	0.068
0.035	0.035
0.027	0.029
0.041	0.043
0.033	0.031
0.036	0.033
0.022	0.024
0.034	0.037
0.032	0.033
0.039	0.038
0.045	0.044
0.038	0.042
0.035	0.036
0.041	0.032
0.042	0.033
0.032	0.033
0.051	0.052
0.022	0.021
0.041	0.036
0.033	0.031
0.035	0.034
0.042	0.039
0.029	0.034
0.024	0.026
0.032	0.030
0.032	0.030
0.047	0.042
0.047	0.050
0.045	0.047
0.041	0.045
0.035	0.035
0.056	0.062
0.049	0.050
0.059	0.049
0.036	0.047
0.017	0.022
0.028	0.029
0.007	0.010
0.030	0.031
0.022	0.026
0.019	0.019
0.047	0.052
0.039	0.039
0.050	0.052
0.039	0.040
0.041	0.046
0.058	0.060
0.051	0.051
0.044	0.046
0.057	0.060
0.033	0.032
0.024	0.026
0.010	0.009
0.018	0.019
0.036	0.035
0.045	0.042
0.038	0.035
0.039	0.040
0.057	0.057
0.049	0.045
0.042	0.040
0.021	0.016
0.049	0.046
