COMET-MQM_2021_ref_A	COMET-MQM_2021_ref_B
0.045	0.040
0.053	0.051
0.053	0.055
0.052	0.055
0.048	0.046
0.042	0.047
0.047	0.046
0.050	0.052
0.047	0.042
0.066	0.070
0.050	0.046
0.050	0.049
0.053	0.052
0.045	0.043
0.042	0.043
0.048	0.051
0.051	0.044
0.044	0.043
0.055	0.055
0.042	0.041
0.069	0.061
0.046	0.052
0.041	0.041
0.041	0.039
0.045	0.045
0.056	0.055
0.060	0.056
0.037	0.032
0.064	0.063
0.041	0.040
0.058	0.057
0.032	0.031
0.044	0.042
0.051	0.057
0.051	0.050
0.029	0.029
0.030	0.034
0.026	0.025
0.036	0.037
0.045	0.046
0.035	0.031
0.041	0.044
0.044	0.043
0.030	0.029
0.045	0.042
0.054	0.055
0.045	0.037
0.031	0.037
0.021	0.022
0.040	0.039
0.023	0.023
0.032	0.031
0.017	0.014
0.012	0.014
0.018	0.017
0.032	0.027
0.035	0.028
0.018	0.015
0.029	0.026
0.032	0.024
0.022	0.023
0.037	0.040
0.050	0.050
0.039	0.037
0.053	0.052
0.039	0.039
0.053	0.052
0.050	0.057
0.057	0.056
0.042	0.045
0.028	0.036
0.024	0.027
0.041	0.040
0.032	0.033
0.054	0.053
0.045	0.043
0.034	0.039
0.029	0.023
0.054	0.055
0.032	0.031
0.033	0.038
0.042	0.043
0.047	0.047
0.032	0.033
0.043	0.044
0.046	0.050
0.049	0.050
0.026	0.027
0.025	0.023
0.050	0.049
0.035	0.037
0.022	0.025
0.043	0.044
0.049	0.054
0.060	0.060
0.037	0.041
0.039	0.043
0.027	0.025
0.036	0.037
0.040	0.043
0.021	0.023
0.043	0.044
0.026	0.024
0.029	0.030
0.045	0.048
0.044	0.048
0.029	0.027
0.045	0.054
0.041	0.043
0.047	0.046
0.052	0.048
0.062	0.064
0.041	0.041
0.037	0.037
0.048	0.043
0.048	0.051
0.035	0.031
0.066	0.054
0.040	0.040
0.020	0.020
0.022	0.025
0.046	0.048
0.027	0.028
0.036	0.035
0.042	0.043
0.028	0.028
0.042	0.043
0.043	0.043
0.043	0.044
0.042	0.049
0.040	0.041
0.054	0.053
0.050	0.054
0.023	0.027
0.016	0.015
0.011	0.011
0.027	0.030
0.047	0.045
0.041	0.043
0.044	0.041
0.044	0.037
0.031	0.031
0.026	0.026
0.032	0.029
0.030	0.030
0.045	0.043
0.039	0.035
0.035	0.040
0.035	0.037
0.041	0.036
0.036	0.035
0.030	0.031
0.045	0.043
0.048	0.047
0.045	0.045
0.057	0.051
0.054	0.053
0.038	0.038
0.026	0.026
0.041	0.040
0.036	0.036
0.032	0.031
0.046	0.043
0.057	0.059
0.053	0.051
0.029	0.032
0.059	0.068
0.063	0.066
0.028	0.030
0.059	0.047
0.015	0.018
0.041	0.049
0.043	0.037
0.072	0.045
0.040	0.039
0.025	0.028
0.032	0.037
0.033	0.063
0.048	0.046
0.034	0.034
0.027	0.025
0.057	0.066
0.013	0.013
0.021	0.025
0.042	0.040
0.010	0.010
0.035	0.035
0.027	0.026
0.028	0.029
0.037	0.045
0.043	0.046
0.029	0.031
0.032	0.032
0.058	0.053
0.068	0.063
0.054	0.056
0.037	0.042
0.053	0.050
0.040	0.040
0.054	0.051
0.052	0.051
0.046	0.045
0.039	0.037
0.039	0.040
0.056	0.051
0.054	0.056
0.038	0.039
0.051	0.043
0.054	0.051
0.062	0.060
0.064	0.063
0.067	0.061
0.041	0.042
0.056	0.054
0.048	0.047
0.018	0.019
0.032	0.033
0.033	0.040
0.027	0.022
0.018	0.019
0.029	0.027
0.024	0.025
0.027	0.026
0.024	0.031
0.026	0.033
0.021	0.016
0.021	0.021
0.036	0.034
0.017	0.017
0.033	0.031
0.034	0.031
0.024	0.023
0.039	0.040
0.030	0.036
0.035	0.030
0.025	0.024
0.035	0.033
0.043	0.041
0.036	0.041
0.017	0.022
0.046	0.041
0.044	0.044
0.049	0.049
0.037	0.034
0.040	0.037
0.044	0.037
0.042	0.040
0.039	0.036
0.037	0.029
0.025	0.026
0.049	0.048
0.056	0.053
0.030	0.031
0.055	0.060
0.055	0.049
0.056	0.054
0.045	0.047
0.049	0.049
0.054	0.056
0.044	0.041
0.051	0.059
0.050	0.048
0.067	0.063
0.053	0.051
0.060	0.061
0.049	0.046
0.051	0.050
0.044	0.043
0.047	0.044
0.051	0.057
0.049	0.052
0.054	0.052
0.038	0.038
0.025	0.023
0.059	0.059
0.037	0.040
0.040	0.036
0.021	0.021
0.047	0.051
0.042	0.043
0.050	0.050
0.032	0.032
0.047	0.048
0.051	0.050
0.060	0.060
0.029	0.026
0.055	0.051
0.058	0.058
0.047	0.048
0.041	0.045
0.053	0.058
0.045	0.045
0.036	0.041
0.042	0.040
0.050	0.051
0.050	0.049
0.048	0.043
0.042	0.040
0.036	0.037
0.023	0.020
0.057	0.055
0.038	0.035
0.025	0.027
0.046	0.046
0.050	0.044
0.061	0.054
0.049	0.051
0.050	0.052
0.042	0.046
0.046	0.046
0.035	0.040
0.048	0.050
0.046	0.043
0.036	0.039
0.058	0.061
0.054	0.059
0.052	0.054
0.048	0.051
0.041	0.043
0.053	0.051
0.044	0.043
0.051	0.051
0.021	0.031
0.056	0.059
0.026	0.035
0.058	0.061
0.045	0.047
0.065	0.061
0.045	0.056
0.045	0.048
0.033	0.039
0.039	0.038
0.043	0.043
0.039	0.037
0.056	0.059
0.067	0.066
0.042	0.045
0.049	0.056
0.052	0.053
0.037	0.043
0.044	0.047
0.037	0.035
0.057	0.055
0.055	0.055
0.016	0.016
0.054	0.057
0.062	0.060
0.057	0.055
0.061	0.059
0.043	0.038
0.033	0.026
0.028	0.022
0.045	0.042
0.019	0.017
0.034	0.028
0.050	0.038
0.042	0.039
0.036	0.035
0.047	0.046
0.038	0.033
0.038	0.045
0.032	0.029
0.048	0.048
0.051	0.065
0.039	0.039
0.048	0.051
0.048	0.046
0.041	0.043
0.045	0.046
0.045	0.046
0.047	0.043
0.039	0.040
0.061	0.056
0.055	0.051
0.033	0.038
0.057	0.058
0.031	0.037
0.054	0.050
0.033	0.031
0.026	0.028
0.020	0.022
0.037	0.036
0.062	0.061
0.031	0.029
0.066	0.066
0.052	0.049
0.051	0.049
0.054	0.047
0.058	0.057
0.041	0.042
0.060	0.064
0.045	0.044
0.050	0.050
0.052	0.037
0.048	0.039
0.051	0.049
0.064	0.049
0.061	0.038
0.043	0.031
0.040	0.032
0.046	0.035
0.043	0.017
0.066	0.047
0.057	0.036
0.053	0.039
0.033	0.028
0.062	0.067
0.049	0.040
0.050	0.050
0.040	0.038
0.047	0.047
0.051	0.043
0.040	0.036
0.036	0.038
0.057	0.062
0.055	0.049
0.055	0.052
0.055	0.045
0.059	0.056
0.046	0.041
0.057	0.053
0.052	0.051
0.044	0.046
0.040	0.040
0.049	0.047
0.051	0.052
0.055	0.053
0.038	0.035
0.043	0.047
0.039	0.042
0.056	0.053
0.041	0.045
0.050	0.050
0.029	0.032
0.043	0.044
0.029	0.028
0.028	0.024
0.048	0.045
0.029	0.033
0.051	0.046
0.043	0.041
0.027	0.028
0.051	0.044
0.055	0.052
0.030	0.028
0.035	0.036
0.038	0.040
0.030	0.033
0.043	0.049
0.033	0.035
0.042	0.043
0.036	0.037
0.023	0.026
0.050	0.055
0.044	0.046
0.036	0.037
0.034	0.033
0.018	0.021
0.041	0.048
0.026	0.024
0.050	0.056
0.029	0.030
0.039	0.041
0.042	0.035
0.048	0.051
0.019	0.022
0.038	0.042
0.045	0.046
0.047	0.048
0.037	0.038
0.033	0.037
0.051	0.048
0.039	0.041
0.041	0.043
0.022	0.022
0.045	0.045
0.019	0.021
0.062	0.058
0.027	0.025
0.041	0.036
0.003	0.005
0.043	0.037
0.041	0.045
0.043	0.049
0.034	0.037
0.049	0.052
0.040	0.045
0.054	0.051
0.047	0.046
0.033	0.035
0.035	0.034
0.045	0.045
0.051	0.052
0.042	0.047
0.049	0.047
0.049	0.055
0.045	0.043
0.056	0.049
0.059	0.049
0.062	0.055
0.034	0.031
0.040	0.031
0.048	0.042
0.047	0.052
0.042	0.039
0.047	0.057
0.041	0.042
0.045	0.040
0.041	0.034
0.056	0.051
0.049	0.043
0.037	0.032
0.037	0.039
0.029	0.028
0.057	0.052
0.046	0.046
0.041	0.040
0.032	0.029
0.043	0.043
0.056	0.056
0.033	0.033
0.051	0.051
0.040	0.039
0.042	0.040
0.032	0.027
0.053	0.049
0.042	0.044
0.053	0.053
0.042	0.039
0.048	0.049
0.057	0.053
0.050	0.052
0.058	0.056
0.059	0.052
0.041	0.040
0.055	0.057
0.031	0.029
0.067	0.063
0.048	0.043
0.046	0.046
0.041	0.045
0.035	0.037
0.068	0.061
0.025	0.026
0.049	0.050
0.039	0.037
0.044	0.041
0.069	0.057
0.039	0.052
0.055	0.060
0.043	0.042
0.059	0.052
0.042	0.057
-0.018	0.025
-0.021	0.029
-0.038	0.011
-0.032	0.010
-0.033	0.016
-0.031	0.019
-0.027	0.027
-0.038	0.005
-0.038	0.005
-0.037	0.011
-0.029	0.015
-0.015	0.027
0.062	0.058
0.032	0.035
0.043	0.047
0.045	0.048
0.051	0.057
0.061	0.060
0.063	0.065
0.059	0.059
0.052	0.054
0.053	0.054
0.033	0.036
0.040	0.037
0.038	0.037
0.053	0.051
0.019	0.022
0.039	0.048
0.053	0.050
0.045	0.045
0.053	0.057
0.051	0.052
0.053	0.055
0.064	0.062
0.044	0.042
0.047	0.049
0.046	0.049
0.066	0.067
0.035	0.033
0.019	0.020
0.036	0.042
0.034	0.036
0.038	0.035
0.028	0.029
0.035	0.037
0.032	0.030
0.039	0.036
0.045	0.044
0.026	0.029
0.035	0.037
0.041	0.033
0.035	0.029
0.027	0.028
0.051	0.052
0.021	0.020
0.042	0.037
0.034	0.034
0.038	0.037
0.052	0.041
0.030	0.035
0.020	0.023
0.040	0.036
0.029	0.029
0.054	0.047
0.045	0.050
0.046	0.055
0.044	0.048
0.032	0.034
0.056	0.060
0.051	0.051
0.061	0.051
0.035	0.046
0.022	0.025
0.026	0.028
0.029	0.031
0.034	0.036
0.025	0.024
0.027	0.032
0.041	0.046
0.045	0.044
0.050	0.054
0.041	0.044
0.042	0.045
0.059	0.062
0.051	0.052
0.048	0.050
0.060	0.063
0.032	0.030
0.034	0.036
0.019	0.018
0.026	0.026
0.037	0.035
0.055	0.053
0.039	0.036
0.040	0.039
0.057	0.059
0.045	0.043
0.045	0.042
0.022	0.018
0.048	0.047
