COMET-MQM_2021_ref_A	COMET-MQM_2021_ref_B
0.048	0.043
0.056	0.066
0.042	0.041
0.002	0.001
0.024	0.024
0.029	0.029
0.023	0.026
0.033	0.034
0.034	0.033
0.031	0.031
0.029	0.027
0.029	0.029
0.045	0.042
0.055	0.055
0.036	0.035
0.024	0.026
0.019	0.019
0.033	0.033
0.019	0.019
0.017	0.016
0.009	0.007
0.007	0.010
0.015	0.014
0.032	0.026
0.027	0.022
0.008	0.004
0.029	0.026
0.023	0.014
0.014	0.015
0.036	0.040
0.047	0.048
0.040	0.036
0.048	0.052
0.038	0.039
0.053	0.054
0.052	0.055
0.054	0.053
0.041	0.043
0.021	0.027
0.023	0.025
0.038	0.037
0.031	0.032
0.053	0.053
0.030	0.030
0.034	0.037
0.030	0.025
0.054	0.054
0.028	0.030
0.019	0.023
0.024	0.027
0.049	0.050
0.032	0.033
0.038	0.038
0.044	0.047
0.051	0.051
0.027	0.028
0.020	0.020
0.048	0.049
0.036	0.040
0.018	0.021
0.036	0.037
0.048	0.053
0.060	0.060
0.029	0.033
0.039	0.042
0.043	0.043
0.040	0.039
0.031	0.035
0.021	0.024
0.033	0.035
0.026	0.026
0.023	0.024
0.043	0.044
0.047	0.052
0.015	0.013
0.047	0.054
0.037	0.037
0.051	0.047
0.048	0.045
0.063	0.065
0.045	0.045
0.041	0.037
0.047	0.044
0.036	0.040
0.037	0.035
0.060	0.052
0.038	0.037
0.008	0.010
0.025	0.027
0.047	0.051
0.023	0.024
0.030	0.031
0.044	0.042
0.030	0.029
0.042	0.044
0.041	0.042
0.037	0.036
0.052	0.055
0.034	0.036
0.050	0.052
0.020	0.018
0.024	0.028
-0.001	-0.002
0.015	0.015
0.029	0.031
0.046	0.045
0.037	0.037
0.043	0.041
0.046	0.039
0.033	0.032
0.015	0.014
0.009	0.009
0.041	0.040
0.032	0.035
0.035	0.031
0.032	0.037
0.035	0.036
0.042	0.037
0.038	0.036
0.034	0.035
0.042	0.038
0.045	0.044
0.044	0.045
0.057	0.052
0.054	0.052
0.037	0.037
0.033	0.030
0.040	0.039
0.040	0.040
0.031	0.030
0.034	0.033
0.057	0.060
0.047	0.046
0.036	0.039
0.059	0.068
0.063	0.066
0.027	0.027
0.049	0.044
0.024	0.026
0.039	0.045
0.039	0.036
0.072	0.045
0.038	0.037
0.027	0.032
0.029	0.033
0.029	0.032
0.051	0.048
0.036	0.036
0.022	0.017
0.057	0.066
0.022	0.020
0.015	0.019
0.033	0.034
0.003	0.003
0.032	0.034
0.027	0.026
0.038	0.030
0.037	0.045
0.041	0.042
0.030	0.030
0.028	0.029
0.056	0.053
0.067	0.063
0.055	0.056
0.036	0.040
0.046	0.044
0.036	0.036
0.054	0.051
0.055	0.055
0.047	0.046
0.039	0.036
0.032	0.031
0.043	0.040
0.050	0.052
0.030	0.031
0.045	0.038
0.047	0.045
0.060	0.058
0.064	0.062
0.065	0.061
0.037	0.039
0.051	0.049
0.039	0.037
0.022	0.020
0.030	0.031
0.036	0.036
0.027	0.021
0.023	0.022
0.025	0.024
0.020	0.022
0.029	0.030
0.024	0.030
0.023	0.029
0.024	0.021
0.021	0.021
0.036	0.032
0.026	0.026
0.033	0.029
0.028	0.022
0.014	0.017
0.036	0.040
0.029	0.034
0.032	0.031
0.012	0.013
0.027	0.029
0.039	0.041
0.038	0.036
0.008	0.013
0.045	0.040
0.039	0.042
0.047	0.050
0.036	0.035
0.052	0.041
0.040	0.035
0.038	0.036
0.033	0.031
0.038	0.031
0.026	0.025
0.050	0.049
0.053	0.050
0.037	0.039
0.056	0.060
0.052	0.047
0.054	0.050
0.047	0.048
0.053	0.050
0.053	0.053
0.046	0.043
0.056	0.061
0.048	0.046
0.065	0.063
0.045	0.041
0.059	0.059
0.048	0.046
0.049	0.050
0.045	0.045
0.048	0.043
0.053	0.056
0.042	0.043
0.054	0.053
0.045	0.044
0.030	0.030
0.055	0.055
0.046	0.046
0.044	0.041
0.019	0.019
0.045	0.051
0.043	0.044
0.052	0.055
0.023	0.025
0.045	0.045
0.052	0.050
0.057	0.056
0.030	0.031
0.054	0.053
0.056	0.056
0.030	0.027
0.045	0.048
0.054	0.058
0.044	0.042
0.036	0.041
0.042	0.042
0.047	0.047
0.050	0.050
0.048	0.043
0.029	0.030
0.039	0.043
0.021	0.018
0.057	0.056
0.037	0.034
0.017	0.018
0.044	0.046
0.052	0.044
0.048	0.047
0.042	0.048
0.044	0.048
0.029	0.027
0.046	0.047
0.035	0.040
0.046	0.046
0.025	0.022
0.033	0.036
0.058	0.060
0.046	0.050
0.047	0.049
0.039	0.041
0.042	0.045
0.050	0.049
0.042	0.042
0.038	0.039
0.018	0.021
0.052	0.055
0.025	0.036
0.058	0.062
0.045	0.047
0.064	0.062
0.026	0.031
0.051	0.052
0.034	0.041
0.039	0.037
0.044	0.046
0.030	0.032
0.051	0.054
0.067	0.066
0.043	0.050
0.048	0.054
0.049	0.054
0.032	0.034
0.045	0.047
0.039	0.037
0.054	0.054
0.054	0.053
0.015	0.017
0.054	0.057
0.058	0.057
0.042	0.043
0.059	0.057
0.040	0.036
0.027	0.022
0.031	0.026
0.036	0.034
0.007	0.004
0.037	0.031
0.047	0.039
0.047	0.055
0.036	0.034
0.041	0.042
0.028	0.023
0.051	0.043
0.036	0.033
0.052	0.050
0.032	0.038
0.039	0.039
0.048	0.052
0.050	0.049
0.041	0.043
0.045	0.045
0.042	0.044
0.045	0.041
0.045	0.043
0.054	0.058
0.050	0.049
0.030	0.036
0.055	0.055
0.035	0.036
0.051	0.061
0.030	0.030
0.027	0.027
0.020	0.021
0.039	0.038
0.063	0.061
0.031	0.030
0.059	0.059
0.054	0.049
0.050	0.049
0.045	0.037
0.072	0.064
0.041	0.041
0.061	0.065
0.040	0.042
0.050	0.048
0.044	0.032
0.047	0.040
0.053	0.049
0.062	0.049
0.058	0.036
0.039	0.030
0.041	0.033
0.038	0.031
0.043	0.017
0.065	0.049
0.056	0.037
0.053	0.039
0.028	0.026
0.064	0.065
0.048	0.039
0.042	0.043
0.041	0.039
0.046	0.046
0.051	0.044
0.040	0.037
0.044	0.047
0.046	0.046
0.068	0.055
0.052	0.051
0.056	0.045
0.059	0.056
0.045	0.035
0.057	0.053
0.050	0.049
0.045	0.047
0.037	0.036
0.044	0.043
0.053	0.051
0.047	0.046
0.033	0.031
0.037	0.039
0.040	0.042
0.056	0.052
0.037	0.040
0.052	0.053
0.021	0.023
0.035	0.037
0.019	0.020
0.018	0.016
0.047	0.044
0.027	0.030
0.051	0.045
0.043	0.039
0.027	0.029
0.040	0.036
0.055	0.053
0.026	0.024
0.034	0.036
0.038	0.040
0.035	0.039
0.041	0.050
0.035	0.037
0.043	0.046
0.035	0.038
0.020	0.024
0.050	0.054
0.044	0.046
0.035	0.036
0.033	0.032
0.019	0.022
0.043	0.048
0.026	0.024
0.050	0.056
0.023	0.022
0.040	0.041
0.041	0.034
0.047	0.049
0.019	0.019
0.036	0.038
0.043	0.045
0.046	0.042
0.034	0.034
0.007	0.009
0.050	0.048
0.027	0.030
0.040	0.042
0.014	0.014
0.039	0.040
0.020	0.021
0.069	0.056
0.026	0.024
0.041	0.036
-0.003	0.000
0.044	0.034
0.020	0.027
0.039	0.043
0.027	0.035
0.046	0.046
0.036	0.040
0.041	0.048
0.032	0.035
0.042	0.046
0.024	0.025
0.044	0.045
0.053	0.055
0.037	0.042
0.036	0.034
0.032	0.033
0.044	0.044
0.055	0.051
0.057	0.048
0.062	0.055
0.033	0.030
0.035	0.029
0.045	0.039
0.050	0.054
0.042	0.039
0.042	0.049
0.041	0.040
0.038	0.035
0.035	0.028
0.054	0.049
0.046	0.042
0.034	0.029
0.035	0.035
0.029	0.029
0.055	0.053
0.039	0.040
0.041	0.041
0.039	0.037
0.047	0.048
0.056	0.056
0.025	0.023
0.048	0.045
0.040	0.039
0.039	0.037
0.021	0.018
0.055	0.052
0.047	0.045
0.055	0.053
0.042	0.039
0.045	0.046
0.053	0.054
0.041	0.043
0.059	0.059
0.061	0.054
0.043	0.041
0.055	0.057
0.033	0.030
0.065	0.064
0.046	0.041
0.028	0.030
0.041	0.043
0.026	0.028
0.052	0.052
0.027	0.026
0.046	0.048
0.039	0.038
0.036	0.032
0.067	0.057
0.035	0.031
0.055	0.060
0.046	0.041
0.059	0.052
0.044	0.061
-0.017	0.023
-0.023	0.026
-0.036	0.015
-0.034	0.010
-0.037	0.007
-0.034	0.012
-0.030	0.019
-0.039	0.003
-0.039	0.003
-0.037	0.012
-0.035	0.007
-0.020	0.025
0.061	0.060
0.032	0.036
0.042	0.047
0.050	0.048
0.047	0.052
0.060	0.059
0.063	0.064
0.059	0.059
0.050	0.055
0.053	0.056
0.036	0.038
0.041	0.039
0.042	0.039
0.057	0.056
0.018	0.022
0.035	0.040
0.043	0.043
0.042	0.042
0.041	0.041
0.052	0.052
0.052	0.055
0.051	0.048
0.026	0.033
0.045	0.046
0.046	0.051
0.064	0.064
0.032	0.031
0.012	0.014
0.029	0.029
0.020	0.019
0.038	0.033
0.021	0.023
0.024	0.025
0.034	0.032
0.029	0.028
0.045	0.044
0.035	0.038
0.037	0.040
0.027	0.022
0.035	0.029
0.032	0.033
0.050	0.051
0.025	0.025
0.044	0.040
0.030	0.028
0.035	0.034
0.048	0.041
0.030	0.035
0.013	0.016
0.022	0.021
0.030	0.030
0.046	0.042
0.047	0.051
0.044	0.047
0.040	0.043
0.036	0.038
0.052	0.058
0.050	0.051
0.061	0.051
0.036	0.047
0.023	0.028
0.023	0.024
0.017	0.020
0.040	0.034
0.011	0.016
0.021	0.019
0.038	0.040
0.044	0.043
0.048	0.053
0.040	0.044
0.035	0.039
0.058	0.061
0.048	0.046
0.050	0.054
0.047	0.050
0.025	0.026
0.034	0.037
0.015	0.014
0.017	0.017
0.035	0.034
0.057	0.054
0.030	0.029
0.034	0.034
0.054	0.055
0.055	0.052
0.043	0.041
0.023	0.024
0.046	0.046
