COMET-MQM_2021_ref_A	COMET-MQM_2021_ref_B
0.050	0.044
0.052	0.051
0.053	0.055
0.052	0.055
0.045	0.045
0.034	0.039
0.042	0.041
0.050	0.053
0.045	0.043
0.068	0.076
0.047	0.043
0.056	0.053
0.049	0.046
0.046	0.045
0.042	0.044
0.046	0.045
0.049	0.044
0.045	0.043
0.059	0.060
0.041	0.041
0.066	0.061
0.047	0.040
0.040	0.040
0.042	0.038
0.051	0.050
0.053	0.055
0.062	0.058
0.038	0.034
0.067	0.065
0.043	0.042
0.057	0.056
0.031	0.030
0.047	0.042
0.056	0.066
0.051	0.050
0.029	0.029
0.028	0.031
0.024	0.022
0.026	0.029
0.046	0.047
0.036	0.032
0.040	0.041
0.033	0.031
0.032	0.029
0.044	0.042
0.055	0.055
0.047	0.039
0.028	0.033
0.020	0.021
0.042	0.041
0.022	0.023
0.031	0.031
0.012	0.010
0.015	0.016
0.019	0.017
0.037	0.030
0.038	0.033
0.015	0.012
0.029	0.026
0.031	0.022
0.021	0.022
0.042	0.042
0.045	0.046
0.045	0.040
0.050	0.050
0.039	0.039
0.053	0.053
0.050	0.057
0.054	0.055
0.042	0.045
0.028	0.036
0.034	0.035
0.044	0.042
0.032	0.033
0.053	0.053
0.031	0.034
0.031	0.037
0.033	0.027
0.035	0.033
0.028	0.030
0.029	0.037
0.041	0.042
0.049	0.050
0.036	0.037
0.039	0.040
0.045	0.048
0.048	0.049
0.027	0.027
0.020	0.017
0.049	0.049
0.036	0.039
0.021	0.023
0.040	0.042
0.042	0.046
0.060	0.060
0.034	0.038
0.040	0.043
0.036	0.036
0.040	0.038
0.040	0.045
0.025	0.028
0.044	0.045
0.027	0.025
0.030	0.033
0.045	0.046
0.045	0.048
0.021	0.020
0.050	0.054
0.042	0.042
0.049	0.047
0.052	0.048
0.063	0.065
0.028	0.028
0.035	0.033
0.049	0.044
0.046	0.050
0.039	0.036
0.061	0.052
0.039	0.033
0.020	0.020
0.027	0.030
0.047	0.051
0.027	0.027
0.035	0.035
0.041	0.040
0.038	0.032
0.043	0.044
0.044	0.045
0.045	0.047
0.048	0.053
0.033	0.034
0.032	0.035
0.028	0.031
0.023	0.026
0.016	0.017
0.011	0.011
0.029	0.030
0.047	0.048
0.042	0.043
0.043	0.041
0.044	0.037
0.037	0.037
0.023	0.022
0.029	0.027
0.049	0.054
0.046	0.045
0.041	0.036
0.036	0.042
0.033	0.034
0.048	0.040
0.038	0.036
0.038	0.040
0.047	0.045
0.049	0.047
0.045	0.046
0.053	0.048
0.054	0.052
0.038	0.039
0.033	0.032
0.042	0.041
0.040	0.040
0.038	0.036
0.044	0.041
0.057	0.059
0.052	0.051
0.035	0.037
0.059	0.068
0.063	0.066
0.023	0.025
0.059	0.047
0.020	0.022
0.041	0.049
0.048	0.041
0.072	0.045
0.038	0.040
0.027	0.029
0.035	0.037
0.054	0.030
0.044	0.043
0.037	0.037
0.026	0.023
0.057	0.066
0.021	0.020
0.024	0.029
0.043	0.041
0.010	0.010
0.034	0.035
0.027	0.026
0.031	0.032
0.041	0.032
0.045	0.046
0.025	0.027
0.043	0.043
0.062	0.051
0.071	0.063
0.055	0.054
0.042	0.045
0.050	0.048
0.039	0.042
0.051	0.050
0.057	0.058
0.046	0.046
0.042	0.040
0.044	0.043
0.059	0.053
0.055	0.055
0.038	0.039
0.041	0.034
0.053	0.051
0.056	0.056
0.064	0.062
0.068	0.063
0.046	0.048
0.055	0.052
0.044	0.041
0.021	0.022
0.031	0.032
0.033	0.040
0.028	0.024
0.023	0.023
0.033	0.028
0.030	0.032
0.028	0.028
0.026	0.032
0.027	0.035
0.024	0.020
0.019	0.019
0.034	0.030
0.028	0.025
0.033	0.030
0.038	0.031
0.024	0.021
0.038	0.038
0.027	0.033
0.037	0.031
0.018	0.017
0.032	0.034
0.044	0.043
0.025	0.022
0.026	0.024
0.045	0.040
0.054	0.048
0.050	0.049
0.037	0.034
0.052	0.041
0.043	0.038
0.042	0.040
0.039	0.037
0.038	0.032
0.032	0.030
0.047	0.048
0.055	0.047
0.037	0.037
0.056	0.060
0.053	0.047
0.057	0.054
0.045	0.047
0.054	0.050
0.052	0.053
0.047	0.043
0.054	0.060
0.049	0.047
0.062	0.060
0.053	0.049
0.060	0.059
0.054	0.046
0.049	0.047
0.044	0.039
0.046	0.041
0.051	0.057
0.050	0.048
0.063	0.051
0.040	0.039
0.024	0.024
0.055	0.055
0.039	0.041
0.043	0.041
0.026	0.027
0.046	0.050
0.042	0.043
0.051	0.053
0.033	0.034
0.047	0.047
0.054	0.051
0.056	0.056
0.037	0.034
0.055	0.052
0.057	0.060
0.045	0.043
0.041	0.045
0.054	0.057
0.048	0.044
0.043	0.046
0.047	0.047
0.032	0.028
0.050	0.049
0.048	0.043
0.043	0.043
0.037	0.037
0.024	0.021
0.057	0.055
0.039	0.035
0.023	0.025
0.045	0.044
0.052	0.044
0.061	0.054
0.043	0.050
0.048	0.051
0.044	0.048
0.047	0.048
0.033	0.039
0.049	0.050
0.045	0.041
0.030	0.033
0.058	0.061
0.045	0.051
0.052	0.054
0.048	0.050
0.040	0.043
0.053	0.050
0.042	0.042
0.052	0.051
0.021	0.031
0.057	0.059
0.027	0.036
0.058	0.060
0.045	0.047
0.065	0.061
0.044	0.053
0.047	0.050
0.032	0.041
0.044	0.041
0.046	0.048
0.033	0.034
0.056	0.060
0.067	0.066
0.050	0.058
0.048	0.055
0.053	0.050
0.036	0.041
0.046	0.049
0.037	0.036
0.055	0.054
0.054	0.053
0.015	0.020
0.052	0.054
0.062	0.059
0.051	0.049
0.059	0.057
0.040	0.036
0.027	0.022
0.031	0.024
0.053	0.050
0.015	0.011
0.039	0.031
0.050	0.039
0.044	0.043
0.037	0.035
0.044	0.042
0.040	0.035
0.047	0.042
0.038	0.035
0.052	0.049
0.036	0.040
0.042	0.045
0.053	0.056
0.049	0.048
0.041	0.043
0.039	0.041
0.037	0.035
0.047	0.043
0.039	0.040
0.056	0.057
0.055	0.052
0.029	0.035
0.058	0.060
0.030	0.035
0.052	0.053
0.034	0.035
0.032	0.032
0.019	0.021
0.040	0.038
0.061	0.063
0.031	0.029
0.067	0.068
0.054	0.049
0.051	0.049
0.054	0.047
0.063	0.061
0.037	0.037
0.061	0.064
0.040	0.039
0.050	0.051
0.049	0.037
0.048	0.039
0.052	0.049
0.051	0.041
0.059	0.037
0.041	0.030
0.048	0.039
0.043	0.034
0.043	0.017
0.063	0.046
0.061	0.037
0.053	0.039
0.032	0.027
0.062	0.066
0.050	0.040
0.050	0.050
0.040	0.037
0.046	0.046
0.051	0.043
0.041	0.039
0.047	0.048
0.057	0.063
0.068	0.055
0.056	0.052
0.054	0.044
0.059	0.056
0.047	0.040
0.057	0.053
0.052	0.051
0.047	0.047
0.042	0.041
0.048	0.046
0.066	0.066
0.056	0.053
0.041	0.038
0.044	0.045
0.037	0.039
0.056	0.052
0.041	0.044
0.050	0.050
0.031	0.032
0.033	0.034
0.032	0.030
0.022	0.020
0.048	0.045
0.029	0.033
0.051	0.046
0.043	0.039
0.026	0.028
0.050	0.046
0.060	0.059
0.026	0.023
0.047	0.049
0.031	0.029
0.033	0.037
0.045	0.051
0.031	0.033
0.041	0.043
0.037	0.038
0.020	0.024
0.049	0.054
0.044	0.046
0.035	0.037
0.035	0.034
0.016	0.019
0.044	0.048
0.018	0.017
0.050	0.056
0.030	0.030
0.038	0.039
0.043	0.037
0.048	0.050
0.018	0.019
0.037	0.040
0.043	0.047
0.046	0.042
0.049	0.050
0.028	0.030
0.052	0.050
0.028	0.030
0.047	0.047
0.018	0.019
0.049	0.051
0.020	0.021
0.063	0.062
0.026	0.024
0.045	0.037
0.009	0.010
0.043	0.037
0.039	0.043
0.043	0.049
0.031	0.038
0.046	0.047
0.043	0.047
0.041	0.048
0.037	0.041
0.046	0.051
0.034	0.033
0.046	0.044
0.054	0.055
0.046	0.047
0.027	0.024
0.050	0.055
0.035	0.032
0.055	0.051
0.059	0.049
0.063	0.055
0.036	0.032
0.034	0.030
0.046	0.040
0.051	0.056
0.032	0.029
0.047	0.057
0.042	0.041
0.045	0.040
0.035	0.028
0.058	0.052
0.048	0.042
0.034	0.028
0.037	0.039
0.025	0.025
0.055	0.053
0.045	0.046
0.043	0.042
0.043	0.039
0.043	0.043
0.055	0.055
0.034	0.033
0.048	0.046
0.037	0.037
0.044	0.040
0.034	0.028
0.055	0.047
0.047	0.045
0.054	0.054
0.043	0.040
0.053	0.053
0.053	0.054
0.053	0.056
0.057	0.056
0.062	0.053
0.044	0.044
0.055	0.057
0.032	0.029
0.064	0.062
0.048	0.044
0.047	0.046
0.042	0.042
0.035	0.037
0.045	0.041
0.029	0.028
0.042	0.043
0.049	0.046
0.040	0.035
0.069	0.057
0.039	0.050
0.055	0.058
0.043	0.042
0.059	0.052
0.042	0.057
-0.014	0.033
-0.022	0.028
-0.036	0.016
-0.034	0.011
-0.038	0.009
-0.029	0.023
-0.028	0.024
-0.039	0.004
-0.038	0.006
-0.036	0.018
-0.033	0.011
-0.015	0.031
0.065	0.060
0.031	0.035
0.043	0.047
0.046	0.048
0.051	0.058
0.062	0.060
0.063	0.065
0.060	0.058
0.050	0.054
0.053	0.056
0.035	0.039
0.036	0.034
0.026	0.022
0.052	0.050
0.020	0.023
0.039	0.047
0.054	0.051
0.045	0.044
0.036	0.034
0.052	0.054
0.052	0.055
0.063	0.062
0.045	0.040
0.042	0.041
0.044	0.047
0.064	0.064
0.033	0.031
0.015	0.017
0.038	0.041
0.033	0.031
0.039	0.036
0.024	0.024
0.034	0.034
0.033	0.031
0.038	0.038
0.045	0.044
0.039	0.045
0.031	0.033
0.031	0.025
0.036	0.029
0.034	0.034
0.051	0.052
0.022	0.021
0.049	0.045
0.029	0.028
0.035	0.034
0.040	0.038
0.029	0.035
0.021	0.023
0.034	0.032
0.027	0.027
0.051	0.058
0.045	0.050
0.045	0.047
0.044	0.048
0.031	0.033
0.056	0.062
0.050	0.050
0.059	0.049
0.033	0.045
0.029	0.034
0.025	0.026
0.029	0.032
0.038	0.038
0.023	0.027
0.027	0.026
0.043	0.049
0.045	0.044
0.049	0.054
0.040	0.041
0.037	0.040
0.056	0.059
0.047	0.048
0.048	0.049
0.060	0.063
0.036	0.033
0.034	0.035
0.019	0.019
0.023	0.022
0.037	0.035
0.055	0.052
0.038	0.035
0.039	0.038
0.057	0.058
0.053	0.049
0.045	0.042
0.021	0.016
0.049	0.048
