BLEURT-20_ref_A	BLEURT-20_ref_B
0.87	0.85
0.79	0.48
0.79	0.28
0.78	0.50
0.83	0.35
0.83	0.12
0.78	0.27
0.71	0.31
0.52	0.21
0.73	0.02
0.82	0.30
0.77	0.11
0.74	0.15
0.82	0.65
0.85	0.89
0.90	0.72
0.81	0.77
0.81	0.75
0.76	0.69
0.69	0.63
0.79	0.69
0.84	0.82
0.85	0.84
0.90	0.67
0.85	0.82
0.80	0.74
0.87	0.81
0.79	0.76
0.80	0.80
0.81	0.80
0.76	0.70
0.76	0.73
0.78	0.68
0.84	0.83
0.87	0.81
0.76	0.73
0.86	0.89
0.80	0.78
0.82	0.83
0.80	0.81
0.81	0.82
0.65	0.65
0.68	0.72
0.72	0.56
0.70	0.66
0.81	0.80
0.81	0.77
0.87	0.72
0.79	0.68
0.73	0.65
0.80	0.77
0.83	0.84
0.61	0.49
0.74	0.74
0.58	0.64
0.54	0.61
0.74	0.71
0.62	0.64
0.75	0.77
0.60	0.72
0.70	0.72
0.75	0.86
0.75	0.81
0.62	0.66
0.79	0.77
0.63	0.68
0.79	0.86
0.62	0.40
0.42	0.49
0.60	0.61
0.63	0.84
0.83	0.73
0.79	0.86
0.54	0.62
0.84	1.00
0.85	0.95
0.82	0.68
0.80	0.79
0.57	0.59
0.70	0.68
0.80	0.81
0.82	0.84
0.67	0.74
0.80	0.83
0.71	0.74
0.79	0.79
0.59	0.58
0.82	0.77
0.54	0.52
0.81	0.80
0.77	0.88
0.83	0.81
0.65	0.75
0.84	0.80
0.71	0.78
0.79	0.89
0.73	0.76
0.75	0.78
0.56	0.53
0.68	0.72
0.74	0.78
0.79	0.87
0.80	0.60
0.84	0.85
0.76	0.72
0.84	0.83
0.87	0.75
0.84	0.83
0.59	0.54
0.43	0.44
0.77	0.68
0.85	0.87
0.81	0.82
0.67	0.93
0.77	0.78
0.77	0.55
0.75	0.67
0.80	0.74
0.77	0.65
0.73	0.63
0.72	0.69
0.55	0.54
0.82	0.76
0.80	0.82
0.68	0.63
0.82	0.74
0.44	0.42
0.69	0.65
0.73	0.74
0.73	0.73
0.65	0.64
0.67	0.67
0.77	0.75
0.90	0.75
0.61	0.68
0.83	0.75
0.76	0.72
0.86	0.81
0.84	0.79
0.86	0.85
0.75	0.74
0.92	0.73
0.77	0.69
0.77	0.85
0.75	0.69
0.85	0.87
0.88	0.78
0.73	0.73
0.45	0.70
0.81	0.84
0.82	0.65
0.80	0.77
0.80	0.82
0.84	0.78
0.73	0.60
0.87	0.76
0.87	0.90
0.88	0.79
0.97	0.69
0.86	0.79
0.50	0.89
-0.17	0.80
-0.20	0.63
0.00	0.00
0.00	0.00
0.00	0.00
0.01	0.56
-0.26	0.56
0.00	0.00
0.00	0.00
-0.31	0.62
0.00	0.00
-0.28	0.70
0.89	0.85
0.63	0.66
0.76	0.82
0.79	0.85
0.79	0.88
0.83	0.79
0.89	0.92
0.85	0.85
0.88	0.91
0.81	0.87
0.66	0.63
0.72	0.64
0.79	0.71
0.82	0.81
0.50	0.61
0.51	0.77
0.69	0.63
0.73	0.79
0.60	0.53
0.76	0.82
0.82	0.85
0.80	0.71
0.81	0.75
0.78	0.77
0.72	0.77
0.88	0.86
0.46	0.50
0.41	0.42
0.65	0.58
0.54	0.44
0.65	0.53
0.35	0.39
0.57	0.63
0.47	0.46
0.77	0.74
0.77	0.73
0.48	0.50
0.52	0.56
0.66	0.58
0.80	0.53
0.63	0.60
0.83	0.79
0.70	0.68
0.67	0.64
0.42	0.46
0.71	0.71
0.81	0.89
0.64	0.68
0.46	0.44
0.41	0.41
0.44	0.49
0.91	0.94
0.78	0.83
0.77	0.78
0.76	0.83
0.70	0.80
0.85	0.89
0.80	0.82
0.69	0.61
0.74	0.84
0.41	0.52
0.50	0.45
0.47	0.59
0.61	0.69
0.47	0.57
0.43	0.53
0.66	0.81
0.80	0.76
0.81	0.84
0.71	0.71
0.75	0.77
0.85	0.87
0.61	0.59
0.77	0.82
0.80	0.81
0.69	0.70
0.80	0.81
0.73	0.64
0.74	0.72
0.84	0.80
0.67	0.64
0.76	0.72
0.72	0.73
0.72	0.71
0.83	0.58
0.84	0.76
0.79	0.74
0.83	0.80
