BLEURT-20_ref_A	BLEURT-20_ref_B
0.75	0.12
0.62	0.14
0.76	0.59
0.85	0.89
0.92	0.74
0.81	0.77
0.79	0.73
0.56	0.57
0.70	0.69
0.74	0.65
0.75	0.76
0.83	0.84
0.94	0.70
0.85	0.82
0.80	0.75
0.85	0.84
0.77	0.77
0.79	0.79
0.81	0.79
0.76	0.73
0.75	0.72
0.76	0.67
0.78	0.79
0.89	0.79
0.68	0.67
0.80	0.84
0.62	0.63
0.79	0.80
0.78	0.81
0.82	0.82
0.68	0.66
0.71	0.76
0.68	0.57
0.64	0.60
0.71	0.73
0.81	0.78
0.84	0.72
0.78	0.68
0.76	0.63
0.86	0.78
0.82	0.82
0.62	0.59
0.71	0.71
0.51	0.66
0.64	0.76
0.61	0.62
0.66	0.71
0.75	0.73
0.77	0.84
0.66	0.73
0.75	0.84
0.74	0.81
0.72	0.77
0.79	0.77
0.73	0.73
0.78	0.81
0.56	0.42
0.60	0.65
0.46	0.48
0.59	0.76
0.70	0.53
0.80	0.84
0.61	0.67
0.79	0.88
0.84	0.86
0.80	0.61
0.78	0.77
0.66	0.65
0.62	0.56
0.75	0.72
0.82	0.81
0.59	0.63
0.84	0.83
0.70	0.74
0.94	0.86
0.44	0.40
0.83	0.78
0.42	0.38
0.83	0.74
0.57	0.55
0.79	0.77
0.48	0.54
0.80	0.80
0.72	0.78
0.87	0.86
0.73	0.69
0.74	0.73
0.46	0.50
0.68	0.73
0.77	0.84
0.70	0.77
0.88	0.66
0.81	0.84
0.74	0.68
0.86	0.83
0.87	0.75
0.84	0.81
0.58	0.49
0.55	0.45
0.80	0.72
0.89	0.91
0.82	0.81
0.65	0.82
0.66	0.60
0.49	0.31
0.67	0.50
0.82	0.74
0.72	0.66
0.52	0.55
0.71	0.76
0.56	0.67
0.82	0.76
0.66	0.75
0.75	0.70
0.75	0.69
0.44	0.42
0.66	0.63
0.80	0.74
0.74	0.73
0.69	0.68
0.68	0.67
0.72	0.73
0.90	0.76
0.57	0.60
0.70	0.75
0.75	0.69
0.83	0.85
0.69	0.71
0.87	0.84
0.74	0.73
0.92	0.74
0.75	0.68
0.77	0.85
0.72	0.65
0.86	0.85
0.76	0.66
0.62	0.68
0.45	0.70
0.61	0.64
0.72	0.57
0.75	0.65
0.82	0.82
0.78	0.72
0.68	0.50
1.00	0.78
0.89	0.77
0.84	0.91
0.83	0.74
0.86	0.77
0.66	0.83
-0.23	0.68
-0.44	0.67
-0.36	0.67
0.00	0.00
-0.35	0.52
-0.38	0.49
-0.49	0.65
0.00	0.00
-0.28	0.52
-0.27	0.52
0.00	0.00
-0.15	0.52
0.87	0.85
0.54	0.70
0.77	0.84
0.78	0.81
0.77	0.81
0.77	0.70
0.90	0.87
0.80	0.85
0.88	0.88
0.83	0.87
0.56	0.59
0.68	0.66
0.64	0.63
0.75	0.74
0.43	0.55
0.51	0.68
0.75	0.73
0.56	0.68
0.78	0.65
0.68	0.73
0.66	0.74
0.72	0.60
0.68	0.72
0.82	0.84
0.76	0.79
0.87	0.86
0.39	0.43
0.44	0.52
0.69	0.68
0.52	0.41
0.54	0.52
0.38	0.43
0.59	0.69
0.54	0.61
0.66	0.63
0.76	0.73
0.56	0.61
0.54	0.44
0.68	0.61
0.82	0.56
0.57	0.55
0.75	0.75
0.66	0.66
0.71	0.70
0.54	0.62
0.67	0.62
0.88	0.79
0.70	0.75
0.52	0.57
0.32	0.30
0.47	0.43
0.83	0.81
0.76	0.77
0.76	0.78
0.70	0.79
0.66	0.72
0.83	0.90
0.77	0.81
0.70	0.62
0.71	0.87
0.24	0.32
0.58	0.59
0.43	0.50
0.60	0.68
0.61	0.64
0.44	0.52
0.66	0.83
0.78	0.76
0.80	0.84
0.66	0.74
0.75	0.78
0.84	0.87
0.87	0.76
0.66	0.69
0.80	0.81
0.73	0.71
0.77	0.76
0.54	0.50
0.59	0.56
0.81	0.76
0.65	0.64
0.76	0.72
0.74	0.75
0.78	0.79
0.84	0.62
0.83	0.76
0.75	0.66
0.79	0.74
